geoid,latitude,longitude,latlong
481130091042,32.74599,-96.687751,"32.746, -96.6878"
481130091051,32.738135,-96.697017,"32.7381, -96.697"
481130091052,32.737243,-96.691931,"32.7372, -96.6919"
481130091053,32.738836,-96.687241,"32.7388, -96.6872"
481130092011,32.7463,-96.670931,"32.7463, -96.6709"
481130092012,32.745326,-96.677923,"32.7453, -96.6779"
481130092013,32.738935,-96.677759,"32.7389, -96.6778"
481130092014,32.740588,-96.668968,"32.7406, -96.669"
481130092015,32.736084,-96.66857,"32.7361, -96.6686"
481130092021,32.729577,-96.669954,"32.7296, -96.67"
481130092022,32.728653,-96.677678,"32.7287, -96.6777"
481130092023,32.721325,-96.674627,"32.7213, -96.6746"
481130093011,32.726738,-96.686208,"32.7267, -96.6862"
481130093012,32.727912,-96.691406,"32.7279, -96.6914"
481130093013,32.730407,-96.699571,"32.7304, -96.6996"
481130093031,32.72741,-96.710538,"32.7274, -96.7105"
481130093032,32.72339,-96.714945,"32.7234, -96.7149"
481130093033,32.723418,-96.70908,"32.7234, -96.7091"
481130093041,32.715233,-96.690797,"32.7152, -96.6908"
481130093042,32.716767,-96.696291,"32.7168, -96.6963"
481130093043,32.714747,-96.715474,"32.7147, -96.7155"
481130093044,32.71613,-96.704181,"32.7161, -96.7042"
481130094011,32.866079,-96.852346,"32.8661, -96.8523"
481130094012,32.872903,-96.851443,"32.8729, -96.8514"
481130094013,32.877759,-96.851378,"32.8778, -96.8514"
481130094021,32.867664,-96.843942,"32.8677, -96.8439"
481130094022,32.875657,-96.842895,"32.8757, -96.8429"
481130095001,32.884759,-96.847961,"32.8848, -96.848"
481130095002,32.891435,-96.847275,"32.8914, -96.8473"
481130096031,32.912776,-96.834039,"32.9128, -96.834"
481130096032,32.921926,-96.830414,"32.9219, -96.8304"
481130096033,32.914763,-96.824644,"32.9148, -96.8246"
481130096041,32.9217201,-96.8074654,"32.9217, -96.8075"
481130096041a,32.919504,-96.806469,"32.9195, -96.8065"
481130096041b,32.922647,-96.807946,"32.9226, -96.8079"
481130096042,32.919938,-96.814008,"32.9199, -96.814"
481130096043,32.914079,-96.81,"32.9141, -96.81"
481130096044,32.923521,-96.813201,"32.9235, -96.8132"
481130096051,32.913339,-96.863071,"32.9133, -96.8631"
481130096052,32.911701,-96.860034,"32.9117, -96.86"
481130096071,32.901801,-96.859585,"32.9018, -96.8596"
481130096072,32.905432,-96.86778,"32.9054, -96.8678"
481130096073,32.898959,-96.867472,"32.899, -96.8675"
481130096081,32.913056,-96.842183,"32.9131, -96.8422"
481130096082,32.919138,-96.842491,"32.9191, -96.8425"
481130096083,32.915273,-96.850726,"32.9153, -96.8507"
481130096091,32.906083,-96.842135,"32.9061, -96.8421"
481130096092,32.905688,-96.851249,"32.9057, -96.8512"
481130096093,32.898817,-96.851095,"32.8988, -96.8511"
481130096094,32.898695,-96.842496,"32.8987, -96.8425"
481130096101,32.906276,-96.881802,"32.9063, -96.8818"
481130096102,32.90317,-96.883465,"32.9032, -96.8835"
481130096103,32.905159,-96.884187,"32.9052, -96.8842"
481130096111,32.906535,-96.876091,"32.9065, -96.8761"
481130096112,32.901682,-96.876947,"32.9017, -96.8769"
481130096113,32.897344,-96.876984,"32.8973, -96.877"
481130097011,32.891566,-96.875891,"32.8916, -96.8759"
481130097012,32.891628,-96.881402,"32.8916, -96.8814"
481130097013,32.883968,-96.872453,"32.884, -96.8725"
481130097021,32.884156,-96.860442,"32.8842, -96.8604"
481130097022,32.890627,-96.863567,"32.8906, -96.8636"
481130098021,32.877816,-96.859953,"32.8778, -96.86"
481130098022,32.873551,-96.862775,"32.8736, -96.8628"
481130098023,32.871642,-96.858577,"32.8716, -96.8586"
481130098024,32.870262,-96.862799,"32.8703, -96.8628"
481130098025,32.86615,-96.858889,"32.8661, -96.8589"
481130098031,32.878835,-96.870552,"32.8788, -96.8706"
481130098032,32.876823,-96.876816,"32.8768, -96.8768"
481130098033,32.876578,-96.873644,"32.8766, -96.8736"
481130098041,32.873859,-96.867013,"32.8739, -96.867"
481130098042,32.87224,-96.869331,"32.8722, -96.8693"
481130098043,32.870163,-96.866007,"32.8702, -96.866"
481130098044,32.874732,-96.87243,"32.8747, -96.8724"
481130099001,32.8987914,-96.921006,"32.8988, -96.921"
481130099002,32.893834,-96.909185,"32.8938, -96.9092"
481130100001,32.79624,-96.825849,"32.7962, -96.8258"
481130100002,32.815676,-96.856047,"32.8157, -96.856"
481130101011,32.782957,-96.851705,"32.783, -96.8517"
481130101012,32.786479,-96.847854,"32.7865, -96.8479"
481130101013,32.781305,-96.848803,"32.7813, -96.8488"
481130101021,32.781635,-96.832227,"32.7816, -96.8322"
481130101022,32.784598,-96.839918,"32.7846, -96.8399"
481130101023,32.780603,-96.840345,"32.7806, -96.8403"
481130105001,32.791001,-96.880583,"32.791, -96.8806"
481130105002,32.782717,-96.878799,"32.7827, -96.8788"
481130106011,32.784467,-96.905287,"32.7845, -96.9053"
481130106012,32.791283,-96.897782,"32.7913, -96.8978"
481130106013,32.782612,-96.897156,"32.7826, -96.8972"
481130106021,32.77258,-96.905361,"32.7726, -96.9054"
481130106022,32.771757,-96.911362,"32.7718, -96.9114"
481130107011,32.751925,-96.914493,"32.7519, -96.9145"
481130107012,32.744593,-96.904753,"32.7446, -96.9048"
481130107031,32.740313,-96.924513,"32.7403, -96.9245"
481130107032,32.735547,-96.928144,"32.7355, -96.9281"
481130107041,32.723854,-96.897642,"32.7239, -96.8976"
481130107042,32.742076,-96.913071,"32.7421, -96.9131"
481130108011,32.715752,-96.889262,"32.7158, -96.8893"
481130108012,32.7167,-96.895905,"32.7167, -96.8959"
481130108013,32.717206,-96.907751,"32.7172, -96.9078"
481130108014,32.711569,-96.900566,"32.7116, -96.9006"
481130108031,32.701146,-96.861061,"32.7011, -96.8611"
481130108032,32.701909,-96.86929,"32.7019, -96.8693"
481130108033,32.694938,-96.86628,"32.6949, -96.8663"
481130108034,32.699913,-96.89414,"32.6999, -96.8941"
481130108035,32.695086,-96.884297,"32.6951, -96.8843"
481130108036,32.700573,-96.881222,"32.7006, -96.8812"
481130108041,32.715104,-96.863627,"32.7151, -96.8636"
481130108042,32.707131,-96.86966,"32.7071, -96.8697"
481130108051,32.708489,-96.886952,"32.7085, -96.887"
481130108052,32.713477,-96.878122,"32.7135, -96.8781"
481130108053,32.710606,-96.871635,"32.7106, -96.8716"
481130109021,32.660041,-96.862522,"32.66, -96.8625"
481130109022,32.657424,-96.868468,"32.6574, -96.8685"
481130109023,32.656393,-96.871399,"32.6564, -96.8714"
481130109031,32.669835,-96.886727,"32.6698, -96.8867"
481130109032,32.668216,-96.88917,"32.6682, -96.8892"
481130109041,32.689626,-96.86243,"32.6896, -96.8624"
481130109042,32.674256,-96.880318,"32.6743, -96.8803"
481130110011,32.68849,-96.851875,"32.6885, -96.8519"
481130110012,32.686195,-96.84386,"32.6862, -96.8439"
481130110013,32.681919,-96.854995,"32.6819, -96.855"
481130110014,32.676424,-96.852301,"32.6764, -96.8523"
481130110015,32.680366,-96.845606,"32.6804, -96.8456"
481130110016,32.674557,-96.844959,"32.6746, -96.845"
481130110021,32.677564,-96.833687,"32.6776, -96.8337"
481130110022,32.686987,-96.836431,"32.687, -96.8364"
481130110023,32.683303,-96.83201,"32.6833, -96.832"
481130111011,32.669437,-96.843925,"32.6694, -96.8439"
481130111012,32.658937,-96.849087,"32.6589, -96.8491"
481130111013,32.652422,-96.846054,"32.6524, -96.8461"
481130111031,32.668779,-96.827081,"32.6688, -96.8271"
481130111032,32.6709672,-96.8345472,"32.671, -96.8345"
481130111032a,32.671417,-96.83186,"32.6714, -96.8319"
481130111032b,32.669608,-96.837187,"32.6696, -96.8372"
481130111033,32.665693,-96.834485,"32.6657, -96.8345"
481130111041,32.659664,-96.835267,"32.6597, -96.8353"
481130111042,32.655583,-96.835399,"32.6556, -96.8354"
481130111043,32.651036,-96.835082,"32.651, -96.8351"
481130111044,32.649325,-96.837483,"32.6493, -96.8375"
481130111051,32.657588,-96.827274,"32.6576, -96.8273"
481130111052,32.650926,-96.828246,"32.6509, -96.8282"
481130111053,32.645238,-96.828529,"32.6452, -96.8285"
481130112001,32.656393,-96.815953,"32.6564, -96.816"
481130112002,32.679735,-96.81819,"32.6797, -96.8182"
481130112003,32.679275,-96.810268,"32.6793, -96.8103"
481130113001,32.669471,-96.796699,"32.6695, -96.7967"
481130113002,32.677819,-96.800227,"32.6778, -96.8002"
481130113003,32.672187,-96.800153,"32.6722, -96.8002"
481130114011,32.676488,-96.761645,"32.6765, -96.7616"
481130114012,32.672572,-96.775893,"32.6726, -96.7759"
481130114013,32.673401,-96.767956,"32.6734, -96.768"
481130115001,32.764046,-96.737033,"32.764, -96.737"
481130115002,32.7623,-96.735127,"32.7623, -96.7351"
481130115003,32.736467,-96.753074,"32.7365, -96.7531"
481130115004,32.740669,-96.75193,"32.7407, -96.7519"
481130116011,32.709635,-96.691168,"32.7096, -96.6912"
481130116012,32.698329,-96.685039,"32.6983, -96.685"
481130116013,32.710116,-96.702762,"32.7101, -96.7028"
481130116021,32.700802,-96.664996,"32.7008, -96.665"
481130116022,32.694895,-96.675805,"32.6949, -96.6758"
481130116023,32.685175,-96.649657,"32.6852, -96.6497"
481130116024,32.706591,-96.677484,"32.7066, -96.6775"
481130117011,32.714397,-96.652378,"32.7144, -96.6524"
481130117012,32.711296,-96.66155,"32.7113, -96.6616"
481130117013,32.716012,-96.676734,"32.716, -96.6767"
481130117014,32.704857,-96.652949,"32.7049, -96.6529"
481130117021,32.7121616,-96.6351026,"32.7122, -96.6351"
481130117022,32.712253,-96.643846,"32.7123, -96.6438"
481130117023,32.701964,-96.638871,"32.702, -96.6389"
481130118001,32.7254769,-96.6348901,"32.7255, -96.6349"
481130118002,32.728408,-96.645393,"32.7284, -96.6454"
481130118003,32.726326,-96.652608,"32.7263, -96.6526"
481130118004,32.725484,-96.660895,"32.7255, -96.6609"
481130118005,32.724263,-96.641834,"32.7243, -96.6418"
481130119001,32.738762,-96.644109,"32.7388, -96.6441"
481130119002,32.745178,-96.652991,"32.7452, -96.653"
481130119003,32.740089,-96.659641,"32.7401, -96.6596"
481130119004,32.738826,-96.652305,"32.7388, -96.6523"
481130119005,32.7414383,-96.6354965,"32.7414, -96.6355"
481130119006,32.745389,-96.644029,"32.7454, -96.644"
481130120001,32.753973,-96.660575,"32.754, -96.6606"
481130120002,32.759864,-96.66311,"32.7599, -96.6631"
481130120003,32.753778,-96.652519,"32.7538, -96.6525"
481130120004,32.752341,-96.652388,"32.7523, -96.6524"
481130121001,32.76604,-96.662471,"32.766, -96.6625"
481130121002,32.77162,-96.661779,"32.7716, -96.6618"
481130121003,32.765308,-96.654557,"32.7653, -96.6546"
481130122041,32.80788,-96.700203,"32.8079, -96.7002"
481130122042,32.804478,-96.702418,"32.8045, -96.7024"
481130122043,32.801583,-96.707502,"32.8016, -96.7075"
481130122044,32.798374,-96.700037,"32.7984, -96.7"
481130122045,32.797436,-96.71263,"32.7974, -96.7126"
481130122061,32.788453,-96.712199,"32.7885, -96.7122"
481130122062,32.78829,-96.703033,"32.7883, -96.703"
481130122063,32.782292,-96.705977,"32.7823, -96.706"
481130122071,32.790615,-96.682542,"32.7906, -96.6825"
481130122072,32.78899,-96.69254,"32.789, -96.6925"
481130122073,32.782926,-96.693436,"32.7829, -96.6934"
481130122081,32.801728,-96.717026,"32.8017, -96.717"
481130122082,32.797019,-96.722432,"32.797, -96.7224"
481130122091,32.816154,-96.69909,"32.8162, -96.6991"
481130122092,32.807048,-96.711588,"32.807, -96.7116"
481130122101,32.813646,-96.688897,"32.8136, -96.6889"
481130122102,32.8102819,-96.6935695,"32.8103, -96.6936"
481130122102a,32.808977,-96.690282,"32.809, -96.6903"
481130122102b,32.811512,-96.694927,"32.8115, -96.6949"
481130122111,32.803748,-96.693683,"32.8037, -96.6937"
481130122112,32.802109,-96.690745,"32.8021, -96.6907"
481130122113,32.804161,-96.685079,"32.8042, -96.6851"
481130123011,32.817829,-96.669965,"32.8178, -96.67"
481130123012,32.817242,-96.676617,"32.8172, -96.6766"
481130123013,32.815961,-96.686287,"32.816, -96.6863"
481130123021,32.810463,-96.670851,"32.8105, -96.6709"
481130123022,32.811258,-96.678041,"32.8113, -96.678"
481130123023,32.80537,-96.676805,"32.8054, -96.6768"
481130124001,32.836431,-96.683013,"32.8364, -96.683"
481130124002,32.833147,-96.685206,"32.8331, -96.6852"
481130124003,32.830749,-96.679478,"32.8307, -96.6795"
481130124004,32.823274,-96.687606,"32.8233, -96.6876"
481130124005,32.827896,-96.690787,"32.8279, -96.6908"
481130124006,32.82316,-96.681281,"32.8232, -96.6813"
481130125001,32.837407,-96.665496,"32.8374, -96.6655"
481130125002,32.82402,-96.660874,"32.824, -96.6609"
481130125003,32.831552,-96.665913,"32.8316, -96.6659"
481130125004,32.82631,-96.664979,"32.8263, -96.665"
481130125005,32.825728,-96.672275,"32.8257, -96.6723"
481130126011,32.85457,-96.660616,"32.8546, -96.6606"
481130126012,32.848869,-96.661632,"32.8489, -96.6616"
481130126013,32.852372,-96.654476,"32.8524, -96.6545"
481130126031,32.842643,-96.659571,"32.8426, -96.6596"
481130126032,32.839156,-96.655479,"32.8392, -96.6555"
481130126041,32.850026,-96.643735,"32.85, -96.6437"
481130126042,32.848539,-96.652828,"32.8485, -96.6528"
481130127011,32.853986,-96.672599,"32.854, -96.6726"
481130127012,32.846688,-96.680501,"32.8467, -96.6805"
481130127013,32.847763,-96.669728,"32.8478, -96.6697"
481130127014,32.848556,-96.674297,"32.8486, -96.6743"
481130127021,32.840734,-96.681764,"32.8407, -96.6818"
481130127022,32.839192,-96.676236,"32.8392, -96.6762"
481130127023,32.840493,-96.670225,"32.8405, -96.6702"
481130128001,32.853467,-96.690406,"32.8535, -96.6904"
481130128002,32.847336,-96.691759,"32.8473, -96.6918"
481130128003,32.859614,-96.695869,"32.8596, -96.6959"
481130128004,32.859821,-96.687336,"32.8598, -96.6873"
481130128005,32.856181,-96.678986,"32.8562, -96.679"
481130128006,32.861056,-96.678654,"32.8611, -96.6787"
481130129001,32.860059,-96.703397,"32.8601, -96.7034"
481130129002,32.861214,-96.710717,"32.8612, -96.7107"
481130129003,32.847401,-96.706679,"32.8474, -96.7067"
481130129004,32.84593,-96.712467,"32.8459, -96.7125"
481130129005,32.855042,-96.708534,"32.855, -96.7085"
481130130041,32.875038,-96.713314,"32.875, -96.7133"
481130130042,32.872874,-96.721572,"32.8729, -96.7216"
481130130043,32.87506,-96.726887,"32.8751, -96.7269"
481130130044,32.866294,-96.725392,"32.8663, -96.7254"
481130130045,32.868544,-96.714448,"32.8685, -96.7144"
481130130051,32.882847,-96.704697,"32.8828, -96.7047"
481130130052,32.875151,-96.704497,"32.8752, -96.7045"
481130130053,32.869038,-96.702956,"32.869, -96.703"
481130130054,32.868062,-96.707169,"32.8681, -96.7072"
481130130071,32.874754,-96.696841,"32.8748, -96.6968"
481130130072,32.867607,-96.696431,"32.8676, -96.6964"
481130130073,32.867438,-96.688902,"32.8674, -96.6889"
481130130081,32.890292,-96.721469,"32.8903, -96.7215"
481130130082,32.882035,-96.72367,"32.882, -96.7237"
481130130091,32.895742,-96.71524,"32.8957, -96.7152"
481130130092,32.889533,-96.712713,"32.8895, -96.7127"
481130130093,32.882652,-96.713346,"32.8827, -96.7133"
481130130101,32.869673,-96.680586,"32.8697, -96.6806"
481130130102,32.871593,-96.689459,"32.8716, -96.6895"
481130130103,32.867417,-96.681115,"32.8674, -96.6811"
481130130111,32.87659,-96.689631,"32.8766, -96.6896"
481130130112,32.874103,-96.687228,"32.8741, -96.6872"
481130130113,32.876834,-96.692794,"32.8768, -96.6928"
481130131011,32.904781,-96.775617,"32.9048, -96.7756"
481130131012,32.904936,-96.783688,"32.9049, -96.7837"
481130131013,32.8982167,-96.7794544,"32.8982, -96.7795"
481130131013a,32.898657,-96.771616,"32.8987, -96.7716"
481130131013b,32.897752,-96.781784,"32.8978, -96.7818"
481130131021,32.883489,-96.7807,"32.8835, -96.7807"
481130131022,32.890686,-96.782349,"32.8907, -96.7823"
481130131041,32.882864,-96.775745,"32.8829, -96.7757"
481130131042,32.885349,-96.77266,"32.8853, -96.7727"
481130131051,32.889765,-96.773597,"32.8898, -96.7736"
481130131052,32.893695,-96.773103,"32.8937, -96.7731"
481130131053,32.893503,-96.77515,"32.8935, -96.7751"
481130131054,32.894187,-96.770617,"32.8942, -96.7706"
481130132001,32.92007,-96.795013,"32.9201, -96.795"
481130132002,32.917802,-96.771885,"32.9178, -96.7719"
481130132003,32.915946,-96.782777,"32.9159, -96.7828"
481130132004,32.913187,-96.794397,"32.9132, -96.7944"
481130133001,32.905587,-96.795266,"32.9056, -96.7953"
481130133002,32.898595,-96.796372,"32.8986, -96.7964"
481130134001,32.900735,-96.81534,"32.9007, -96.8153"
481130134002,32.903117,-96.808331,"32.9031, -96.8083"
481130135001,32.900594,-96.824252,"32.9006, -96.8243"
481130135002,32.905839,-96.836084,"32.9058, -96.8361"
481130136051,32.973337,-96.773319,"32.9733, -96.7733"
481130136052,32.974572,-96.781414,"32.9746, -96.7814"
481130136053,32.966429,-96.782098,"32.9664, -96.7821"
481130136054,32.965579,-96.773857,"32.9656, -96.7739"
481130136061,32.955943,-96.789052,"32.9559, -96.7891"
481130136062,32.955057,-96.794527,"32.9551, -96.7945"
481130136063,32.957837,-96.800493,"32.9578, -96.8005"
481130136071,32.958874,-96.773174,"32.9589, -96.7732"
481130136072,32.959405,-96.782638,"32.9594, -96.7826"
481130136073,32.953706,-96.782551,"32.9537, -96.7826"
481130136074,32.95376,-96.77399,"32.9538, -96.774"
481130136081,32.94463,-96.793558,"32.9446, -96.7936"
481130136082,32.927379,-96.791512,"32.9274, -96.7915"
481130136091,32.948094,-96.773241,"32.9481, -96.7732"
481130136092,32.94417,-96.782086,"32.9442, -96.7821"
481130136093,32.943198,-96.774335,"32.9432, -96.7743"
481130136101,32.935629,-96.772404,"32.9356, -96.7724"
481130136102,32.936988,-96.780765,"32.937, -96.7808"
481130136103,32.9310595,-96.7740103,"32.9311, -96.774"
481130136103a,32.931973,-96.777795,"32.932, -96.7778"
481130136103b,32.930541,-96.771524,"32.9305, -96.7715"
481130136104,32.92854,-96.779414,"32.9285, -96.7794"
481130136111,32.980017,-96.806142,"32.98, -96.8061"
481130136112,32.973162,-96.814426,"32.9732, -96.8144"
481130136151,32.936745,-96.806875,"32.9367, -96.8069"
481130136152,32.934155,-96.80989,"32.9342, -96.8099"
481130136153,32.937043,-96.811351,"32.937, -96.8114"
481130136161,32.9683399,-96.8250641,"32.9683, -96.8251"
481130136163,32.9470343,-96.8254715,"32.947, -96.8255"
481130136171,32.982754,-96.789971,"32.9828, -96.79"
481130136172,32.983251,-96.797315,"32.9833, -96.7973"
481130136173,32.977682,-96.802018,"32.9777, -96.802"
481130136181,32.982669,-96.774605,"32.9827, -96.7746"
481130136182,32.982688,-96.781914,"32.9827, -96.7819"
481130136191,32.970148,-96.787736,"32.9701, -96.7877"
481130136192,32.97105,-96.793762,"32.971, -96.7938"
481130136193,32.969111,-96.799444,"32.9691, -96.7994"
481130136201,32.960659,-96.815169,"32.9607, -96.8152"
481130136202,32.965283,-96.815517,"32.9653, -96.8155"
481130136203,32.966831,-96.816631,"32.9668, -96.8166"
481130136211,32.965111,-96.806359,"32.9651, -96.8064"
481130136212,32.959115,-96.807438,"32.9591, -96.8074"
481130136213,32.956566,-96.806875,"32.9566, -96.8069"
481130136221,32.949408,-96.8130605,"32.9494, -96.8131"
481130136222,32.94997,-96.80678,"32.95, -96.8068"
481130136231,32.941444,-96.811257,"32.9414, -96.8113"
481130136232,32.944438,-96.806911,"32.9444, -96.8069"
481130136233,32.940195,-96.806633,"32.9402, -96.8066"
481130136241,32.94863,-96.820694,"32.9486, -96.8207"
481130136242,32.941894,-96.816104,"32.9419, -96.8161"
481130136243,32.944959,-96.816798,"32.945, -96.8168"
481130136251,32.941914,-96.819503,"32.9419, -96.8195"
481130136252,32.944875,-96.820544,"32.9449, -96.8205"
481130136261,32.932266,-96.816059,"32.9323, -96.8161"
481130136262,32.937692,-96.815907,"32.9377, -96.8159"
481130137221,32.9782977,-96.8491299,"32.9783, -96.8491"
481130137271,32.9720841,-96.8358071,"32.9721, -96.8358"
481130138062,32.9382233,-96.8319628,"32.9382, -96.832"
481130140011,32.9137714,-96.8873295,"32.9138, -96.8873"
481130140021,32.9192807,-96.91518,"32.9193, -96.9152"
481130140022,32.95121,-96.92622,"32.9512, -96.9262"
481130141193,32.9563611,-96.9863799,"32.9564, -96.9864"
481130141201,32.9579031,-96.9630528,"32.9579, -96.9631"
481130141203,32.9616746,-96.9729028,"32.9617, -96.9729"
481130141213,32.9482733,-96.9456891,"32.9483, -96.9457"
481130141214,32.958913,-96.9448755,"32.9589, -96.9449"
481130141231,32.9870009,-96.955019,"32.987, -96.955"
481130141271,32.933471,-96.987622,"32.9335, -96.9876"
481130141301,32.9224133,-96.942129,"32.9224, -96.9421"
481130141381,32.8889657,-96.9328849,"32.889, -96.9329"
481130141382,32.9048269,-96.935465,"32.9048, -96.9355"
481130142064,32.8661865,-96.9321178,"32.8662, -96.9321"
481130158001,32.7570184,-96.9437396,"32.757, -96.9437"
481130159003,32.733238,-96.989047,"32.7332, -96.989"
481130163011,32.7088413,-96.981008,"32.7088, -96.981"
481130163012,32.7255177,-96.9845421,"32.7255, -96.9845"
481130163013,32.7153548,-96.9772629,"32.7154, -96.9773"
481130164081,32.6987903,-96.9810433,"32.6988, -96.981"
481130164091,32.6817337,-96.9831827,"32.6817, -96.9832"
481130164092,32.683354,-97.0000547,"32.6834, -97.0001"
481130164121,32.660645,-96.9928283,"32.6606, -96.9928"
481130164122,32.6694301,-96.9933008,"32.6694, -96.9933"
481130164132,32.6513272,-97.0112819,"32.6513, -97.0113"
481130165021,32.6704383,-96.9023245,"32.6704, -96.9023"
481130165101,32.64792,-96.951588,"32.6479, -96.9516"
481130165102,32.653005,-96.970092,"32.653, -96.9701"
481130165103,32.643678,-96.948985,"32.6437, -96.949"
481130165104,32.637136,-96.948526,"32.6371, -96.9485"
481130165111,32.629429,-96.94887,"32.6294, -96.9489"
481130165112,32.624476,-96.9484,"32.6245, -96.9484"
481130165201,32.697981,-96.939779,"32.698, -96.9398"
481130165202,32.6859799,-96.9114826,"32.686, -96.9115"
481130165202a,32.696913,-96.900097,"32.6969, -96.9001"
481130165202b,32.682123,-96.916859,"32.6821, -96.9169"
481130165203,32.680009,-96.89948,"32.68, -96.8995"
481130165211,32.665011,-96.934216,"32.665, -96.9342"
481130165212,32.684923,-96.935756,"32.6849, -96.9358"
481130165221,32.6016896,-96.9814312,"32.6017, -96.9814"
481130166051,32.637132,-96.833181,"32.6371, -96.8332"
481130166052,32.6309498,-96.8522588,"32.6309, -96.8523"
481130166061,32.6421227,-96.8838972,"32.6421, -96.8839"
481130166071,32.653733,-96.882116,"32.6537, -96.8821"
481130166072,32.654827,-96.88771,"32.6548, -96.8877"
481130166073,32.652555,-96.885687,"32.6526, -96.8857"
481130167011,32.653129,-96.771559,"32.6531, -96.7716"
481130167012,32.660579,-96.770665,"32.6606, -96.7707"
481130167013,32.66406,-96.762983,"32.6641, -96.763"
481130167014,32.657528,-96.763538,"32.6575, -96.7635"
481130167031,32.642314,-96.770716,"32.6423, -96.7707"
481130167033,32.636427,-96.8073422,"32.6364, -96.8073"
481130169021,32.6604493,-96.7038769,"32.6604, -96.7039"
481130170013,32.6653224,-96.5915547,"32.6653, -96.5916"
481130170014,32.6424966,-96.6000956,"32.6425, -96.6001"
481130170033,32.6847506,-96.5392614,"32.6848, -96.5393"
481130170041,32.694785,-96.573931,"32.6948, -96.5739"
481130170042,32.682589,-96.586027,"32.6826, -96.586"
481130170043,32.686803,-96.568482,"32.6868, -96.5685"
481130171011,32.696775,-96.606652,"32.6968, -96.6067"
481130171012,32.691602,-96.595759,"32.6916, -96.5958"
481130171021,32.674524,-96.612602,"32.6745, -96.6126"
481130171022,32.66765,-96.64738,"32.6677, -96.6474"
481130176051,32.752539,-96.644768,"32.7525, -96.6448"
481130176052,32.757983,-96.644669,"32.758, -96.6447"
481130178051,32.7850401,-96.6566134,"32.785, -96.6566"
481130178052,32.7949584,-96.6725742,"32.795, -96.6726"
481130178062,32.8010249,-96.6646354,"32.801, -96.6646"
481130178081,32.8340858,-96.6017427,"32.8341, -96.6017"
481130179002,32.8257432,-96.6564523,"32.8257, -96.6565"
481130179003,32.813565,-96.6596322,"32.8136, -96.6596"
481130180013,32.8348496,-96.6535921,"32.8348, -96.6536"
481130181042,32.811384,-96.5557414,"32.8114, -96.5557"
481130181102,32.8791477,-96.5999113,"32.8791, -96.5999"
481130181184,32.8684673,-96.5834534,"32.8685, -96.5835"
481130181241,32.9523321,-96.5389092,"32.9523, -96.5389"
481130181242,32.9361854,-96.5266085,"32.9362, -96.5266"
481130181244,32.918973,-96.5435122,"32.919, -96.5435"
481130181291,32.8431024,-96.6101529,"32.8431, -96.6102"
481130181301,32.8442948,-96.6250554,"32.8443, -96.6251"
481130181321,32.8398778,-96.573118,"32.8399, -96.5731"
481130181323,32.8377251,-96.5877732,"32.8377, -96.5878"
481130181331,32.897841,-96.5503702,"32.8978, -96.5504"
481130181332,32.9011227,-96.5813571,"32.9011, -96.5814"
481130181351,32.8817004,-96.5349385,"32.8817, -96.5349"
481130181361,32.8846336,-96.556034,"32.8846, -96.556"
481130181365,32.8841769,-96.5795033,"32.8842, -96.5795"
481130181371,32.862001,-96.5606065,"32.862, -96.5606"
481130181403,32.9266603,-96.5618841,"32.9267, -96.5619"
481130181411,32.8720402,-96.5276514,"32.872, -96.5277"
481130181412,32.8546403,-96.5476493,"32.8546, -96.5476"
481130181421,32.8390965,-96.5463412,"32.8391, -96.5463"
481130185031,32.907396,-96.724753,"32.9074, -96.7248"
481130185032,32.905466,-96.719863,"32.9055, -96.7199"
481130185033,32.907557,-96.721986,"32.9076, -96.722"
481130185051,32.90687,-96.715118,"32.9069, -96.7151"
481130185052,32.906812,-96.711993,"32.9068, -96.712"
481130185061,32.902299,-96.711258,"32.9023, -96.7113"
481130185062,32.901327,-96.712878,"32.9013, -96.7129"
481130190161,32.920157,-96.737063,"32.9202, -96.7371"
481130190162,32.920334,-96.73976,"32.9203, -96.7398"
481130190163,32.915496,-96.737518,"32.9155, -96.7375"
481130190181,32.925538,-96.709127,"32.9255, -96.7091"
481130190182,32.928229,-96.715195,"32.9282, -96.7152"
481130190183,32.923349,-96.714715,"32.9233, -96.7147"
481130190191,32.918692,-96.714457,"32.9187, -96.7145"
481130190192,32.91401,-96.706295,"32.914, -96.7063"
481130190193,32.9103271,-96.7124823,"32.9103, -96.7125"
481130190193a,32.910525,-96.711895,"32.9105, -96.7119"
481130190193b,32.913501,-96.712023,"32.9135, -96.712"
481130190194,32.913893,-96.715282,"32.9139, -96.7153"
481130190341,32.91964,-96.721461,"32.9196, -96.7215"
481130190342,32.916672,-96.73288,"32.9167, -96.7329"
481130190351,32.913436,-96.720825,"32.9134, -96.7208"
481130190352,32.911167,-96.721863,"32.9112, -96.7219"
481130190353,32.914283,-96.72527,"32.9143, -96.7253"
481130190401,32.9309476,-96.7452093,"32.9309, -96.7452"
481130190411,32.928766,-96.7317465,"32.9288, -96.7317"
481130190412,32.9294727,-96.7258687,"32.9295, -96.7259"
481130190413,32.9281067,-96.7214309,"32.9281, -96.7214"
481130192051,32.9788485,-96.7628481,"32.9788, -96.7628"
481130192081,32.928554,-96.764194,"32.9286, -96.7642"
481130192082,32.935664,-96.765223,"32.9357, -96.7652"
481130192083,32.930975,-96.765583,"32.931, -96.7656"
481130192121,32.933916,-96.759731,"32.9339, -96.7597"
