geoid,Centx,Centy
481130094021,-96.843543,32.867552
481130094022,-96.842691,32.875887
481130095001,-96.847373,32.884014
481130095002,-96.847318,32.891432
481130096032,-96.830378,32.92182
481130096033,-96.822973,32.914897
481130096041,-96.807465,32.92172
481130096082,-96.842313,32.920203
481130096101,-96.881757,32.90665
481130096083,-96.851076,32.914768
481130096091,-96.842454,32.906197
481130096092,-96.85108,32.905762
481130096093,-96.851142,32.898765
481130096094,-96.842211,32.898609
481130096111,-96.876582,32.906789
481130096112,-96.876798,32.901722
481130096113,-96.876207,32.897336
481130097011,-96.875696,32.891472
481130097012,-96.882748,32.888268
481130098023,-96.858558,32.871643
481130097013,-96.872514,32.88407
481130097021,-96.860234,32.883832
481130097022,-96.86368,32.890635
481130098021,-96.860413,32.878077
481130098022,-96.862759,32.873401
481130098025,-96.858548,32.864848
481130098031,-96.870266,32.878699
481130098032,-96.878729,32.874211
481130098033,-96.87201,32.876528
481130098041,-96.866933,32.873865
481130098042,-96.871603,32.870185
481130098043,-96.866423,32.868808
481130099001,-96.927216,32.902081
481130099002,-96.903911,32.87774
481130101012,-96.847827,32.786552
481130101013,-96.849087,32.780977
481130100001,-96.828843,32.793439
481130100002,-96.876889,32.819651
481130101011,-96.849023,32.790327
481130101021,-96.830687,32.78306
481130101022,-96.840151,32.785054
481130101023,-96.839902,32.780378
481130105001,-96.879909,32.790478
481130109022,-96.868583,32.658046
481130105002,-96.887123,32.775068
481130106011,-96.910051,32.782404
481130106013,-96.891423,32.783865
481130106012,-96.898445,32.791782
481130106021,-96.915909,32.772408
481130106022,-96.911572,32.771319
481130108051,-96.887002,32.708902
481130107011,-96.899468,32.758495
481130108052,-96.877542,32.714408
481130107012,-96.908669,32.746227
481130107031,-96.923295,32.741596
481130108053,-96.870337,32.713623
481130109021,-96.861945,32.658991
481130107032,-96.937731,32.72583
481130107041,-96.908881,32.726405
481130107042,-96.908508,32.737774
481130108011,-96.888457,32.715431
481130108012,-96.895691,32.716957
481130108042,-96.870086,32.706614
481130109023,-96.872424,32.655352
481130109031,-96.886728,32.67666
481130109032,-96.889614,32.668241
481130111042,-96.835425,32.655542
481130109041,-96.869246,32.682071
481130109042,-96.876659,32.665195
481130110011,-96.851551,32.688704
481130110012,-96.844014,32.68665
481130110013,-96.854615,32.683187
481130110014,-96.852439,32.676687
481130110015,-96.844701,32.679864
481130110016,-96.844968,32.67456
481130110021,-96.830431,32.679201
481130110022,-96.835994,32.687197
481130110023,-96.832142,32.683347
481130111011,-96.848328,32.667152
481130111012,-96.84833,32.658483
481130111013,-96.848303,32.649647
481130111031,-96.826055,32.668361
481130111032,-96.834547,32.670967
481130111033,-96.834493,32.665439
481130111041,-96.835454,32.659692
481130111043,-96.835106,32.651252
481130111044,-96.835162,32.645679
481130111051,-96.826869,32.657759
481130111052,-96.8273,32.650533
481130111053,-96.826225,32.644853
481130119001,-96.644043,32.738348
481130112001,-96.814739,32.659651
481130112002,-96.818959,32.680216
481130112003,-96.810389,32.679204
481130114011,-96.757586,32.683414
481130127012,-96.680578,32.846718
481130113001,-96.794105,32.665134
481130113002,-96.800793,32.678024
481130113003,-96.800108,32.672424
481130127013,-96.669427,32.847152
481130114012,-96.776815,32.675363
481130114013,-96.769011,32.673292
481130115001,-96.737347,32.763548
481130116021,-96.672556,32.701007
481130115002,-96.735127,32.760722
481130115003,-96.754611,32.737227
481130115004,-96.729837,32.7447
481130117012,-96.661288,32.711507
481130116011,-96.69116,32.709356
481130116012,-96.686829,32.692179
481130116013,-96.715565,32.705191
481130118001,-96.638818,32.726703
481130116022,-96.668303,32.689502
481130116023,-96.648529,32.686262
481130116024,-96.67732,32.708729
481130117011,-96.65273,32.714167
481130117013,-96.672295,32.714363
481130117014,-96.652536,32.704933
481130117021,-96.638761,32.710594
481130117022,-96.643694,32.712378
481130117023,-96.645368,32.699069
481130118002,-96.644961,32.728722
481130118003,-96.652628,32.726906
481130118004,-96.660981,32.726088
481130118005,-96.641833,32.724117
481130119002,-96.652679,32.745388
481130119003,-96.659647,32.740777
481130119004,-96.652457,32.738224
481130119005,-96.63945,32.741328
481130119006,-96.643968,32.745573
481130120001,-96.660127,32.75404
481130120002,-96.66275,32.76011
481130120003,-96.652201,32.758245
481130120004,-96.652414,32.752111
481130121001,-96.662856,32.765823
481130121002,-96.663686,32.772789
481130121003,-96.651514,32.764956
481130122041,-96.700332,32.808075
481130122042,-96.702461,32.804526
481130122043,-96.707826,32.801699
481130122044,-96.699214,32.797856
481130122045,-96.712309,32.796614
481130122061,-96.712026,32.789908
481130122062,-96.702833,32.788518
481130122063,-96.706286,32.782133
481130122071,-96.677461,32.783977
481130122072,-96.691883,32.791089
481130122073,-96.692772,32.782357
481130122081,-96.721784,32.800577
481130122082,-96.724144,32.795551
481130122091,-96.699316,32.815858
481130122092,-96.712251,32.807013
481130122101,-96.688561,32.812252
481130122102,-96.69357,32.810282
481130122111,-96.694041,32.803805
481130122112,-96.690343,32.801217
481130122113,-96.685671,32.802072
481130123011,-96.668065,32.818018
481130123012,-96.678211,32.817623
481130123013,-96.686099,32.81528
481130123021,-96.670463,32.810416
481130127014,-96.674426,32.848285
481130123022,-96.678503,32.811102
481130123023,-96.678348,32.803096
481130124001,-96.683208,32.836559
481130124002,-96.685842,32.833365
481130124003,-96.679448,32.830238
481130124004,-96.687711,32.823122
481130126013,-96.654402,32.855223
481130126031,-96.659953,32.842771
481130126032,-96.655546,32.839097
481130126041,-96.644469,32.850896
481130126042,-96.647827,32.845385
481130127011,-96.670683,32.858242
481130127021,-96.681951,32.84077
481130127022,-96.675967,32.838562
481130127023,-96.670041,32.840582
481130128001,-96.689779,32.85275
481130128006,-96.677832,32.861713
481130128002,-96.690381,32.846754
481130128003,-96.695983,32.859573
481130128004,-96.687564,32.859786
481130128005,-96.680336,32.854512
481130129001,-96.702915,32.860031
481130129002,-96.715124,32.858873
481130129003,-96.706473,32.846449
481130129004,-96.715878,32.84433
481130129005,-96.707967,32.854915
481130130041,-96.713305,32.87523
481130130042,-96.721483,32.873
481130130051,-96.704778,32.882644
481130130043,-96.72879,32.872015
481130130044,-96.72447,32.864475
481130130045,-96.71434,32.867557
481130130052,-96.704391,32.875246
481130130053,-96.702701,32.868435
481130130054,-96.707484,32.867527
481130130071,-96.697151,32.874876
481130130072,-96.696911,32.867619
481130130073,-96.688367,32.86696
481130130081,-96.722941,32.889849
481130130082,-96.724202,32.882545
481130130091,-96.715022,32.895639
481130130092,-96.71262,32.889677
481130130093,-96.713499,32.882446
481130130101,-96.676152,32.867932
481130130102,-96.689296,32.871482
481130130103,-96.681156,32.866351
481130130111,-96.689576,32.876546
481130131052,-96.773081,32.89371
481130130112,-96.686383,32.873985
481130130113,-96.695533,32.880051
481130131011,-96.774643,32.905247
481130131012,-96.783623,32.904877
481130131013,-96.779454,32.898217
481130131021,-96.782181,32.883591
481130131022,-96.78235,32.890735
481130131041,-96.774868,32.882547
481130131042,-96.771947,32.885192
481130131051,-96.772974,32.889521
481130131053,-96.775194,32.893614
481130131054,-96.770418,32.893393
481130132001,-96.794981,32.921097
481130132002,-96.77193,32.918135
481130132003,-96.781386,32.91646
481130132004,-96.79503,32.9133
481130133001,-96.795502,32.905757
481130133002,-96.795969,32.898277
481130134001,-96.815153,32.901105
481130134002,-96.808069,32.903006
481130135001,-96.824176,32.902456
481130135002,-96.833979,32.902314
481130136051,-96.773659,32.973487
481130136052,-96.781592,32.974836
481130136053,-96.782273,32.966092
481130136054,-96.77384,32.965282
481130136061,-96.788953,32.955828
481130136072,-96.782398,32.959377
481130136062,-96.794749,32.955486
481130136063,-96.800828,32.956785
481130136071,-96.773981,32.959033
481130136073,-96.782481,32.953654
481130136074,-96.773715,32.953394
481130136081,-96.79491,32.944692
481130136082,-96.794689,32.932306
481130136091,-96.773786,32.948307
481130136092,-96.78205,32.94494
481130136093,-96.773618,32.94293
481130136101,-96.772703,32.935497
481130136152,-96.807843,32.930655
481130136102,-96.780389,32.937084
481130136103,-96.77401,32.931059
481130136104,-96.779251,32.927653
481130136153,-96.811848,32.937097
481130136182,-96.781923,32.982569
481130136111,-96.815766,32.981755
481130136112,-96.814668,32.972936
481130136151,-96.806869,32.93681
481130136233,-96.806473,32.940153
481130136161,-96.82396,32.970508
481130136163,-96.817248,32.929818
481130136171,-96.789836,32.982823
481130136172,-96.798286,32.983538
481130136173,-96.802257,32.978048
481130136181,-96.773496,32.982398
481130136191,-96.787682,32.970119
481130136192,-96.793288,32.971173
481130136241,-96.820266,32.948305
481130136242,-96.816104,32.941239
481130136193,-96.800078,32.969249
481130136201,-96.815784,32.958616
481130136243,-96.816721,32.944926
481130136251,-96.819817,32.941196
481130136202,-96.81497,32.966053
481130136203,-96.816685,32.966867
481130136211,-96.807512,32.964611
481130136252,-96.820739,32.94472
481130136212,-96.808183,32.958418
481130136213,-96.806629,32.956175
481130136221,-96.812685,32.944752
481130136261,-96.815449,32.933139
481130136222,-96.806504,32.950268
481130136231,-96.811405,32.941401
481130136232,-96.80671,32.94448
481130136262,-96.818625,32.936698
481130137221,-96.849562,32.98743
481130137271,-96.835061,32.9873
481130138062,-96.828063,32.926331
481130140011,-96.894692,32.911709
481130140021,-96.902756,32.910629
481130140022,-96.941451,32.961315
481130141193,-96.977941,32.954473
481130141201,-96.964386,32.951711
481130141203,-96.972767,32.955326
481130141214,-96.943515,32.960571
481130141213,-96.943966,32.943516
481130141271,-96.979527,32.939113
481130141301,-96.936493,32.921856
481130141381,-96.928545,32.884617
481130141382,-96.928431,32.895812
481130142064,-96.924577,32.869482
481130158001,-96.944591,32.738974
481130164121,-96.986785,32.660749
481130159003,-96.967543,32.732665
481130163011,-96.975311,32.707808
481130164122,-96.982834,32.669351
481130164132,-96.990291,32.651934
481130163012,-96.979639,32.726138
481130163013,-96.970987,32.713911
481130165021,-96.892013,32.674821
481130164081,-96.979194,32.699185
481130165101,-96.95316,32.655188
481130164091,-96.978637,32.683768
481130164092,-96.989664,32.687609
481130165102,-96.979138,32.645571
481130165103,-96.962586,32.637243
481130169021,-96.726132,32.661382
481130170013,-96.601485,32.668443
481130165104,-96.947945,32.637515
481130165111,-96.947986,32.629724
481130165112,-96.947717,32.624087
481130165201,-96.924307,32.705094
481130165202,-96.911471,32.686005
481130165203,-96.898696,32.682173
481130170041,-96.573304,32.694217
481130165211,-96.957395,32.665686
481130165212,-96.951499,32.687902
481130165221,-96.994258,32.623444
481130166051,-96.831689,32.637666
481130167031,-96.752313,32.638908
481130167033,-96.790344,32.644271
481130170014,-96.599257,32.657113
481130170033,-96.564317,32.69547
481130170042,-96.586434,32.680694
481130170043,-96.566737,32.686585
481130171021,-96.616896,32.679006
481130171022,-96.64566,32.664078
481130171011,-96.607041,32.69649
481130171012,-96.598261,32.690422
481130176051,-96.644096,32.75308
481130176052,-96.644756,32.758657
