year,depart_time,origin,destination,travel_time
2018,8:30:00,481130078192,,2029
2018,8:30:00,481130078192,,3034
2018,8:30:00,481130078192,,2225
2018,8:30:00,481130078192,,1250
2018,8:30:00,481130078192,,2553
2018,8:30:00,481130078192,,2276
2018,8:30:00,481130078192,,2058
2018,8:30:00,481130078192,,1014
2018,8:30:00,481130078192,,2100
2018,8:30:00,481130078192,,2239
2018,8:30:00,481130078192,,3034
2018,8:30:00,481130078192,,2444
2018,8:30:00,481130078192,,2097
2018,8:30:00,481130078192,,1971
2018,8:30:00,481130078192,,2266
2018,8:30:00,481130078192,,2807
2018,8:30:00,481130078192,,2646
2018,8:30:00,481130078192,,2748
2018,8:30:00,481130078192,,2864
2018,8:30:00,481130078192,,2278
2018,8:30:00,481130078192,,3306
2018,8:30:00,481130078192,,3249
2018,8:30:00,481130078192,,2465
2018,8:30:00,481130078192,,952
2018,8:30:00,481130078192,,2354
2018,8:30:00,481130078192,,2562
2018,8:30:00,481130078192,,2875
2018,8:30:00,481130078192,,2416
2018,8:30:00,481130078192,,2173
2018,8:30:00,481130078192,,1371
2018,8:30:00,481130078192,,2237
2018,8:30:00,481130078192,,1971
2018,8:30:00,481130078192,,2875
2018,8:30:00,481130078192,,2176
2018,8:30:00,481130078192,,2399
2018,8:30:00,481130078192,,1821
2018,8:30:00,481130078192,,1821
2018,8:30:00,481130078192,,2971
2018,8:30:00,481130078192,,1850
2018,8:30:00,481130078192,,583
2018,8:30:00,481130078192,,1850
2018,8:30:00,481130078192,,2722
2018,8:30:00,481130078192,,2446
2018,8:30:00,481130078192,,2524
2018,8:30:00,481130078192,,784
2018,8:30:00,481130078192,,1217
2018,8:30:00,481130078192,,585
2018,8:30:00,481130078202,,1700
2018,8:30:00,481130078202,,2595
2018,8:30:00,481130078202,,1620
2018,8:30:00,481130078202,,2923
2018,8:30:00,481130078202,,2646
2018,8:30:00,481130078202,,2428
2018,8:30:00,481130078202,,1388
2018,8:30:00,481130078202,,2470
2018,8:30:00,481130078202,,2609
2018,8:30:00,481130078202,,2887
2018,8:30:00,481130078202,,2563
2018,8:30:00,481130078202,,2341
2018,8:30:00,481130078202,,2689
2018,8:30:00,481130078202,,2478
2018,8:30:00,481130078202,,3016
2018,8:30:00,481130078202,,3191
2018,8:30:00,481130078202,,3307
2018,8:30:00,481130078202,,2648
2018,8:30:00,481130078202,,1284
2018,8:30:00,481130078202,,2772
2018,8:30:00,481130078202,,2546
2018,8:30:00,481130078202,,2087
