origin,Jobs,%_accesible
481130001001,991,0.1863836493956167
481130001002,3149,0.5922523833973734
481130001003,5456,1.0261444915262206
481130002011,16615,3.1248883296752483
481130002012,33317,6.266139300619335
481130002013,47932,9.014874957447729
481130002021,76861,14.455735293841066
481130002022,46270,8.702292086311992
481130002023,58239,10.953377756963995
481130003001,74188,13.953007246581242
481130003002,68593,12.900720144292166
481130003003,77277,14.53397504979321
481130004011,166447,31.304741968670246
481130004012,101013,18.998154971139687
481130004013,118403,22.268802461543093
481130004041,93124,17.514420753095266
481130004042,132015,24.828897552938788
481130004043,65325,12.286086676860403
481130004044,92214,17.343271286949946
481130004051,102644,19.304907475846296
481130004052,107627,20.242091860244233
481130004061,53768,10.112488456814853
481130004062,45240,8.508573459795862
481130004063,32010,6.020323528913916
481130004064,40164,7.553897976110544
481130004065,61686,11.601676888615552
481130005001,120345,22.634046706877385
481130005002,120296,22.62483096639264
481130005003,119861,22.543017760048446
481130005004,137169,25.798242990865134
481130006011,49261,9.264828408554465
481130006012,72767,13.685750772523553
481130006013,98624,18.548840603424118
481130006014,77842,14.640238179872448
481130006015,89806,16.890383468842334
481130006031,86863,16.336874810748185
481130006032,79447,14.942100699832048
481130006033,101998,19.18341016251676
481130006034,136607,25.692544089795167
481130006051,139703,26.274828427362095
481130006052,138163,25.98519086927002
481130006061,114270,21.491482963105067
481130006062,130942,24.62709164395645
481130006063,154285,29.01735756508852
481130007011,146050,27.46854893464159
481130007012,158428,29.79655782689078
481130007021,82365,15.490907449515609
481130007022,74402,13.993255582575856
481130007023,103581,19.48113500307505
481130008001,87885,16.52908882657293
481130008002,91865,17.277632645538173
481130008003,93291,17.54582950127798
481130008004,140824,26.48566200049276
481130008005,140333,26.393316519308858
481130009001,77605,14.595664088140095
481130009002,82925,15.596230197912728
481130009003,89790,16.887374247459558
481130009004,111345,20.94135967906654
481130010011,90282,16.979907804979884
481130010012,68122,12.812136189836732
481130010021,68046,12.79784238826855
481130010022,108594,20.423961677565693
481130011011,134059,25.213325584588276
481130011012,74659,14.041591201036677
481130011013,90131,16.951508278179947
481130011021,19966,3.755132133030154
481130011022,35742,6.7222244164461475
481130011023,77520,14.579677599544102
481130012021,2247,0.4226075279434417
481130012022,58840,11.066411635154475
481130012023,18419,3.4641780405831115
481130012031,109706,20.633102563668544
481130012032,84709,15.931758382092124
481130012041,57999,10.908239436222374
481130012042,58652,11.031053283906871
481130013011,44652,8.397984573978887
481130013012,24630,4.632320166109021
481130013013,72346,13.60657063488929
481130013021,94566,17.78562683021785
481130013022,121127,22.78112240196051
481130013023,78771,14.814961096409812
481130014001,97375,18.31393325923126
481130014002,122588,23.055901929475137
481130014003,63243,11.894511744426827
481130014004,73080,13.744618665824085
481130015021,72994,13.728444100891672
481130015022,135376,25.461022119657926
481130015023,118010,22.194888461328684
481130015024,121565,22.86349983731397
481130015031,118931,22.368106767174663
481130015032,138416,26.03277418238515
481130015033,156843,29.49845683365965
481130015041,133454,25.099539401052102
481130015042,136813,25.73128781509839
481130015043,128272,24.124927825705896
481130015044,144479,27.173081010120388
481130016001,158110,29.736749551908126
481130016002,157467,29.615816467587862
481130017011,191760,36.06551827255646
481130017031,143436,26.976917391230753
481130017032,147093,27.664712553531228
481130017033,142785,26.8544796962191
481130017041,178058,33.48849631088266
481130017042,152970,28.77003718269171
481130018001,180554,33.95793484659554
481130018002,168097,31.615067923768898
481130019001,185652,34.916748009682166
481130019002,171926,32.335212215934206
481130020001,62370,11.730321102729176
481130020002,116826,21.972206079003346
481130020003,117405,22.08110227779251
481130020004,80204,15.08447448650458
481130020005,118314,22.25206366760141
481130021001,190442,35.81763366115039
481130021002,193246,36.34499970848168
481130022001,146804,27.610358492304854
481130022002,105486,19.83942042396168
481130024001,98574,18.53943678660295
481130024002,116925,21.990825636309268
481130024003,109749,20.64118984613475
481130025001,13318,2.5048006484872083
481130025002,13606,2.5589666333771555
481130025003,57502,10.81476549701993
481130025004,123294,23.188683822990075
481130027011,2935,0.5520040474027598
481130027012,2847,0.5354533297974983
481130027013,8224,1.546739790746268
481130027014,8058,1.5155191188999793
481130027021,28379,5.3374183513604505
481130027022,6608,1.2428084310860092
481130031011,194664,36.6116919535301
481130031012,196683,36.991418076769
481130034001,76421,14.372981705814755
481130034002,95461,17.953955151316816
481130037001,58256,10.956575054683194
481130037002,97610,18.35813119829076
481130037003,45029,8.46888935281052
481130037004,66094,12.43071737957002
481130038001,48646,9.149161461654057
481130038002,21752,4.091036469882396
481130038003,50161,9.434097111335548
