GEOID,F1,F2,F3,F4,F5,F6,Number of Records
481130084007,686,334,48,113,008400,7,1
481130084003,687,550,48,113,008400,3,1
481130087014,688,315,48,113,008701,4,1
481130087011,689,376,48,113,008701,1,1
481130087012,690,356,48,113,008701,2,1
481130087015,691,548,48,113,008701,5,1
481130087013,692,113,48,113,008701,3,1
481130087032,693,543,48,113,008703,2,1
481130087031,694,480,48,113,008703,1,1
481130090002,695,861,48,113,009000,2,1
481130090003,696,429,48,113,009000,3,1
481130090004,697,448,48,113,009000,4,1
481130090001,698,554,48,113,009000,1,1
481130091042,699,1013,48,113,009104,2,1
481130091041,700,724,48,113,009104,1,1
481130093013,701,858,48,113,009301,3,1
481130093012,702,497,48,113,009301,2,1
481130093011,703,904,48,113,009301,1,1
481130096094,704,469,48,113,009609,4,1
481130096093,705,479,48,113,009609,3,1
481130096092,706,395,48,113,009609,2,1
481130096091,707,329,48,113,009609,1,1
481130098042,708,485,48,113,009804,2,1
481130098041,709,1386,48,113,009804,1,1
481130098043,710,1318,48,113,009804,3,1
481130101022,711,728,48,113,010102,2,1
481130101023,712,449,48,113,010102,3,1
481130101021,713,146,48,113,010102,1,1
481130107041,714,1575,48,113,010704,1,1
481130117021,715,585,48,113,011702,1,1
481130111031,716,379,48,113,011103,1,1
481130111033,717,712,48,113,011103,3,1
481130111032,718,560,48,113,011103,2,1
481130117022,719,1187,48,113,011702,2,1
481130117023,720,573,48,113,011702,3,1
481130121001,721,703,48,113,012100,1,1
481130123022,722,1436,48,113,012302,2,1
481130145012,723,682,48,113,014501,2,1
481130145013,724,522,48,113,014501,3,1
481130153052,725,1230,48,113,015305,2,1
481130153051,726,571,48,113,015305,1,1
481130153053,727,736,48,113,015305,3,1
481130154011,728,1016,48,113,015401,1,1
481130136054,729,868,48,113,013605,4,1
481130136051,730,727,48,113,013605,1,1
481130136053,731,802,48,113,013605,3,1
481130137112,732,1344,48,113,013711,2,1
481130137111,733,483,48,113,013711,1,1
481130137122,734,557,48,113,013712,2,1
481130137121,735,820,48,113,013712,1,1
481130187005,736,927,48,113,018700,5,1
481130187002,737,319,48,113,018700,2,1
481130188021,738,319,48,113,018802,1,1
481130190282,739,605,48,113,019028,2,1
481130190283,740,447,48,113,019028,3,1
481130190281,741,927,48,113,019028,1,1
481130181321,742,1587,48,113,018132,1,1
481130181323,743,971,48,113,018132,3,1
481130181322,744,458,48,113,018132,2,1
481130185013,745,693,48,113,018501,3,1
481130185011,746,947,48,113,018501,1,1
481130185012,747,368,48,113,018501,2,1
481130188013,748,392,48,113,018801,3,1
481130188014,749,492,48,113,018801,4,1
481130188011,750,564,48,113,018801,1,1
481130188012,751,1047,48,113,018801,2,1
481130190265,752,392,48,113,019026,5,1
481130190263,753,626,48,113,019026,3,1
481130190264,754,602,48,113,019026,4,1
481130190261,755,899,48,113,019026,1,1
481130190262,756,335,48,113,019026,2,1
481130098031,757,722,48,113,009803,1,1
481130098032,758,169,48,113,009803,2,1
481130098033,759,272,48,113,009803,3,1
481130107011,760,2087,48,113,010701,1,1
481130107012,761,347,48,113,010701,2,1
481130116023,762,1045,48,113,011602,3,1
481130116021,763,550,48,113,011602,1,1
481130116022,764,800,48,113,011602,2,1
481130116024,765,538,48,113,011602,4,1
481130136071,766,631,48,113,013607,1,1
481130136073,767,307,48,113,013607,3,1
481130136072,768,400,48,113,013607,2,1
481130136074,769,533,48,113,013607,4,1
481130118003,770,792,48,113,011800,3,1
481130118001,771,631,48,113,011800,1,1
481130063013,772,222,48,113,006301,3,1
481130063015,773,267,48,113,006301,5,1
481130063014,774,603,48,113,006301,4,1
481130063011,775,940,48,113,006301,1,1
481130063012,776,359,48,113,006301,2,1
481130063016,777,542,48,113,006301,6,1
481130065012,778,1132,48,113,006501,2,1
481130065011,779,1118,48,113,006501,1,1
481130073011,780,494,48,113,007301,1,1
481130073012,781,431,48,113,007301,2,1
481130073022,782,459,48,113,007302,2,1
481130073021,783,495,48,113,007302,1,1
481130073023,784,773,48,113,007302,3,1
481130073024,785,909,48,113,007302,4,1
481130076043,786,565,48,113,007604,3,1
481130076041,787,541,48,113,007604,1,1
481130076042,788,400,48,113,007604,2,1
481130076052,789,587,48,113,007605,2,1
481130076051,790,290,48,113,007605,1,1
481130078111,791,1028,48,113,007811,1,1
481130078112,792,895,48,113,007811,2,1
481130079061,793,456,48,113,007906,1,1
481130079062,794,738,48,113,007906,2,1
481130169022,795,590,48,113,016902,2,1
481130169023,796,363,48,113,016902,3,1
481130169021,797,788,48,113,016902,1,1
481130192082,798,963,48,113,019208,2,1
481130192083,799,1276,48,113,019208,3,1
481130192081,800,1327,48,113,019208,1,1
481130195022,801,628,48,113,019502,2,1
481130195021,802,173,48,113,019502,1,1
481130195023,803,871,48,113,019502,3,1
481130195024,804,418,48,113,019502,4,1
481130197002,805,405,48,113,019700,2,1
481130197001,806,371,48,113,019700,1,1
481130178072,807,872,48,113,017807,2,1
481130178074,808,789,48,113,017807,4,1
481130178071,809,638,48,113,017807,1,1
481130178073,810,735,48,113,017807,3,1
481130178075,811,562,48,113,017807,5,1
481130181221,812,4264,48,113,018122,1,1
481130015032,813,659,48,113,001503,2,1
481130018001,814,999,48,113,001800,1,1
481130018002,815,3490,48,113,001800,2,1
481130037003,816,260,48,113,003700,3,1
481130037004,817,104,48,113,003700,4,1
481130037001,818,439,48,113,003700,1,1
481130037002,819,410,48,113,003700,2,1
481130038003,820,284,48,113,003800,3,1
481130038002,821,461,48,113,003800,2,1
481130038001,822,251,48,113,003800,1,1
481130045004,823,958,48,113,004500,4,1
481130045001,824,230,48,113,004500,1,1
481130045003,825,989,48,113,004500,3,1
481130045002,826,891,48,113,004500,2,1
481130166051,827,1133,48,113,016605,1,1
481130166203,828,820,48,113,016620,3,1
481130166201,829,393,48,113,016620,1,1
481130166202,830,1443,48,113,016620,2,1
481130167053,831,757,48,113,016705,3,1
481130167051,832,1438,48,113,016705,1,1
481130167052,833,1422,48,113,016705,2,1
481130168033,834,1359,48,113,016803,3,1
481130168032,835,677,48,113,016803,2,1
481130168031,836,542,48,113,016803,1,1
481130169031,837,347,48,113,016903,1,1
481130169034,838,691,48,113,016903,4,1
481130169032,839,548,48,113,016903,2,1
481130169033,840,698,48,113,016903,3,1
481130169035,841,299,48,113,016903,5,1
481130177023,842,619,48,113,017702,3,1
481130177021,843,1627,48,113,017702,1,1
481130177022,844,1029,48,113,017702,2,1
481130177044,845,444,48,113,017704,4,1
481130177041,846,1359,48,113,017704,1,1
481130177042,847,430,48,113,017704,2,1
481130177043,848,510,48,113,017704,3,1
481130180013,849,748,48,113,018001,3,1
481130180011,850,515,48,113,018001,1,1
481130180012,851,515,48,113,018001,2,1
481130180014,852,430,48,113,018001,4,1
481130180015,853,778,48,113,018001,5,1
481130192114,854,807,48,113,019211,4,1
481130199002,855,387,48,113,019900,2,1
481130199001,856,681,48,113,019900,1,1
481130199003,857,490,48,113,019900,3,1
481130199004,858,500,48,113,019900,4,1
481130001001,859,1129,48,113,000100,1,1
481130001002,860,848,48,113,000100,2,1
481130001003,861,535,48,113,000100,3,1
481130004052,862,730,48,113,000405,2,1
481130004051,863,773,48,113,000405,1,1
481130006013,864,930,48,113,000601,3,1
481130006014,865,873,48,113,000601,4,1
481130006011,866,478,48,113,000601,1,1
481130006015,867,1159,48,113,000601,5,1
481130006012,868,714,48,113,000601,2,1
481130027011,869,270,48,113,002701,1,1
481130007011,870,1815,48,113,000701,1,1
481130007012,871,2352,48,113,000701,2,1
481130027012,872,544,48,113,002701,2,1
481130027014,873,193,48,113,002701,4,1
481130027013,874,299,48,113,002701,3,1
481130040001,875,302,48,113,004000,1,1
481130040002,876,162,48,113,004000,2,1
481130154013,877,340,48,113,015401,3,1
481130154015,878,392,48,113,015401,5,1
481130154012,879,414,48,113,015401,2,1
481130154014,880,398,48,113,015401,4,1
481130154016,881,1582,48,113,015401,6,1
481130155001,882,581,48,113,015500,1,1
481130155002,883,388,48,113,015500,2,1
481130155003,884,649,48,113,015500,3,1
481130157002,885,643,48,113,015700,2,1
481130157001,886,708,48,113,015700,1,1
481130165112,887,1184,48,113,016511,2,1
481130165111,888,1111,48,113,016511,1,1
481130165133,889,1407,48,113,016513,3,1
481130165131,890,558,48,113,016513,1,1
481130165132,891,607,48,113,016513,2,1
481130166102,892,492,48,113,016610,2,1
481130166103,893,832,48,113,016610,3,1
481130166104,894,786,48,113,016610,4,1
481130166101,895,453,48,113,016610,1,1
481130181243,896,3579,48,113,018124,3,1
481130181242,897,1737,48,113,018124,2,1
481130137182,898,945,48,113,013718,2,1
481130137183,899,1071,48,113,013718,3,1
481130137181,900,717,48,113,013718,1,1
481130137201,901,1521,48,113,013720,1,1
481130091012,902,579,48,113,009101,2,1
481130091014,903,787,48,113,009101,4,1
481130091011,904,339,48,113,009101,1,1
481130091013,905,548,48,113,009101,3,1
481130097012,906,709,48,113,009701,2,1
481130097013,907,961,48,113,009701,3,1
481130097011,908,1199,48,113,009701,1,1
481130108011,909,853,48,113,010801,1,1
481130108012,910,542,48,113,010801,2,1
481130108013,911,1890,48,113,010801,3,1
481130108014,912,734,48,113,010801,4,1
481130111043,913,465,48,113,011104,3,1
481130111041,914,540,48,113,011104,1,1
481130111044,915,199,48,113,011104,4,1
481130111042,916,224,48,113,011104,2,1
481130120001,917,393,48,113,012000,1,1
481130120003,918,977,48,113,012000,3,1
481130120002,919,615,48,113,012000,2,1
481130122072,920,1331,48,113,012207,2,1
481130122071,921,525,48,113,012207,1,1
481130122073,922,1433,48,113,012207,3,1
481130123013,923,546,48,113,012301,3,1
481130123011,924,1209,48,113,012301,1,1
481130123012,925,486,48,113,012301,2,1
481130050002,926,500,48,113,005000,2,1
481130050001,927,477,48,113,005000,1,1
481130050003,928,868,48,113,005000,3,1
481130069002,929,638,48,113,006900,2,1
481130069001,930,324,48,113,006900,1,1
481130069003,931,698,48,113,006900,3,1
481130072023,932,880,48,113,007202,3,1
481130087043,933,355,48,113,008704,3,1
481130087042,934,563,48,113,008704,2,1
481130087041,935,632,48,113,008704,1,1
481130093041,936,433,48,113,009304,1,1
481130093042,937,390,48,113,009304,2,1
481130093044,938,720,48,113,009304,4,1
481130093043,939,290,48,113,009304,3,1
481130095001,940,625,48,113,009500,1,1
481130095002,941,687,48,113,009500,2,1
481130112003,942,583,48,113,011200,3,1
481130112002,943,720,48,113,011200,2,1
481130112001,944,1515,48,113,011200,1,1
481130115004,945,395,48,113,011500,4,1
481130115003,946,191,48,113,011500,3,1
481130115002,947,698,48,113,011500,2,1
481130115001,948,266,48,113,011500,1,1
481130117011,949,551,48,113,011701,1,1
481130117014,950,1101,48,113,011701,4,1
481130117012,951,810,48,113,011701,2,1
481130117013,952,275,48,113,011701,3,1
481130119004,953,504,48,113,011900,4,1
481130119003,954,668,48,113,011900,3,1
481130119002,955,549,48,113,011900,2,1
481130181222,956,1407,48,113,018122,2,1
481130181223,957,3155,48,113,018122,3,1
481130152062,958,741,48,113,015206,2,1
481130152063,959,463,48,113,015206,3,1
481130152061,960,1122,48,113,015206,1,1
481130142042,961,624,48,113,014204,2,1
481130142041,962,758,48,113,014204,1,1
481130143102,963,964,48,113,014310,2,1
481130143103,964,721,48,113,014310,3,1
481130143101,965,779,48,113,014310,1,1
481130146031,966,909,48,113,014603,1,1
481130160021,967,661,48,113,016002,1,1
481130180021,968,693,48,113,018002,1,1
481130180022,969,816,48,113,018002,2,1
481130181272,970,556,48,113,018127,2,1
481130181271,971,1081,48,113,018127,1,1
481130185032,972,1388,48,113,018503,2,1
481130185031,973,1132,48,113,018503,1,1
481130182032,974,848,48,113,018203,2,1
481130182033,975,1371,48,113,018203,3,1
481130182031,976,849,48,113,018203,1,1
481130182051,977,1075,48,113,018205,1,1
481130182052,978,1468,48,113,018205,2,1
481130186002,979,237,48,113,018600,2,1
481130186001,980,938,48,113,018600,1,1
481130186003,981,609,48,113,018600,3,1
481130189003,982,581,48,113,018900,3,1
481130189004,983,381,48,113,018900,4,1
481130189001,984,800,48,113,018900,1,1
481130189002,985,1306,48,113,018900,2,1
481130190232,986,690,48,113,019023,2,1
481130190231,987,1214,48,113,019023,1,1
481130190233,988,504,48,113,019023,3,1
481130190234,989,608,48,113,019023,4,1
481130057003,990,271,48,113,005700,3,1
481130057001,991,461,48,113,005700,1,1
481130057002,992,492,48,113,005700,2,1
481130057004,993,350,48,113,005700,4,1
481130065021,994,578,48,113,006502,1,1
481130065022,995,876,48,113,006502,2,1
481130065023,996,562,48,113,006502,3,1
481130067003,997,739,48,113,006700,3,1
481130067001,998,774,48,113,006700,1,1
481130067004,999,677,48,113,006700,4,1
481130067002,1000,1328,48,113,006700,2,1
481130078091,1001,383,48,113,007809,1,1
481130078092,1002,884,48,113,007809,2,1
481130078181,1003,917,48,113,007818,1,1
481130137202,1004,829,48,113,013720,2,1
481130137203,1005,889,48,113,013720,3,1
481130138034,1006,666,48,113,013803,4,1
481130138036,1007,601,48,113,013803,6,1
481130138031,1008,596,48,113,013803,1,1
481130138032,1009,684,48,113,013803,2,1
481130138033,1010,308,48,113,013803,3,1
481130138035,1011,640,48,113,013803,5,1
481130141031,1012,469,48,113,014103,1,1
481130141032,1013,1475,48,113,014103,2,1
481130141155,1014,542,48,113,014115,5,1
481130141156,1015,610,48,113,014115,6,1
481130141154,1016,580,48,113,014115,4,1
481130141151,1017,865,48,113,014115,1,1
481130141152,1018,631,48,113,014115,2,1
481130141153,1019,889,48,113,014115,3,1
481130141261,1020,1812,48,113,014126,1,1
481130141262,1021,1384,48,113,014126,2,1
481130141263,1022,760,48,113,014126,3,1
481130143061,1023,904,48,113,014306,1,1
481130143064,1024,490,48,113,014306,4,1
481130143063,1025,613,48,113,014306,3,1
481130143062,1026,835,48,113,014306,2,1
481130145011,1027,439,48,113,014501,1,1
481130127014,1028,900,48,113,012701,4,1
481130127011,1029,694,48,113,012701,1,1
481130127013,1030,763,48,113,012701,3,1
481130127012,1031,332,48,113,012701,2,1
481130136181,1032,787,48,113,013618,1,1
481130136182,1033,472,48,113,013618,2,1
481130096052,1034,816,48,113,009605,2,1
481130096051,1035,1159,48,113,009605,1,1
481130078121,1036,972,48,113,007812,1,1
481130078122,1037,735,48,113,007812,2,1
481130082001,1038,429,48,113,008200,1,1
481130085004,1039,572,48,113,008500,4,1
481130085003,1040,598,48,113,008500,3,1
481130086032,1041,161,48,113,008603,2,1
481130086031,1042,209,48,113,008603,1,1
481130086041,1043,495,48,113,008604,1,1
481130086042,1044,350,48,113,008604,2,1
481130088011,1045,416,48,113,008801,1,1
481130088013,1046,328,48,113,008801,3,1
481130088012,1047,528,48,113,008801,2,1
481130092021,1048,1036,48,113,009202,1,1
481130092022,1049,580,48,113,009202,2,1
481130092023,1050,1007,48,113,009202,3,1
481130096041,1051,893,48,113,009604,1,1
481130096044,1052,615,48,113,009604,4,1
481130096042,1053,444,48,113,009604,2,1
481130096043,1054,753,48,113,009604,3,1
481130096072,1055,657,48,113,009607,2,1
481130096071,1056,759,48,113,009607,1,1
481130096073,1057,652,48,113,009607,3,1
481130096082,1058,408,48,113,009608,2,1
481130096083,1059,1019,48,113,009608,3,1
481130096081,1060,466,48,113,009608,1,1
481130192051,1061,1035,48,113,019205,1,1
481130192053,1062,465,48,113,019205,3,1
481130061002,1063,997,48,113,006100,2,1
481130061001,1064,890,48,113,006100,1,1
481130078191,1065,1264,48,113,007819,1,1
481130079031,1066,824,48,113,007903,1,1
481130079032,1067,514,48,113,007903,2,1
481130190393,1068,424,48,113,019039,3,1
481130131042,1069,461,48,113,013104,2,1
481130131041,1070,148,48,113,013104,1,1
481130131052,1071,1736,48,113,013105,2,1
481130131054,1072,1011,48,113,013105,4,1
481130131053,1073,1241,48,113,013105,3,1
481130098044,1074,1000,48,113,009804,4,1
481130131051,1075,908,48,113,013105,1,1
481130064011,1076,670,48,113,006401,1,1
481130064012,1077,647,48,113,006401,2,1
481130141301,1078,898,48,113,014130,1,1
481130141302,1079,1051,48,113,014130,2,1
481130141303,1080,820,48,113,014130,3,1
481130141382,1081,1102,48,113,014138,2,1
481130141383,1082,420,48,113,014138,3,1
481130141381,1083,1087,48,113,014138,1,1
481130142064,1084,2117,48,113,014206,4,1
481130141361,1085,1597,48,113,014136,1,1
481130119006,1086,461,48,113,011900,6,1
481130119005,1087,765,48,113,011900,5,1
481130118005,1088,668,48,113,011800,5,1
481130181351,1089,994,48,113,018135,1,1
481130181352,1090,1266,48,113,018135,2,1
481130166222,1091,651,48,113,016622,2,1
481130166221,1092,1345,48,113,016622,1,1
481130166242,1093,835,48,113,016624,2,1
481130166241,1094,706,48,113,016624,1,1
481130126041,1095,1703,48,113,012604,1,1
481130176052,1096,644,48,113,017605,2,1
481130176051,1097,975,48,113,017605,1,1
481130176063,1098,1068,48,113,017606,3,1
481130136252,1099,1691,48,113,013625,2,1
481130107042,1100,958,48,113,010704,2,1
481130137262,1101,1563,48,113,013726,2,1
481130137261,1102,508,48,113,013726,1,1
481130192132,1103,1246,48,113,019213,2,1
481130192131,1104,335,48,113,019213,1,1
481130190382,1105,185,48,113,019038,2,1
481130190381,1106,643,48,113,019038,1,1
481130190394,1107,1031,48,113,019039,4,1
481130190392,1108,489,48,113,019039,2,1
481130190391,1109,743,48,113,019039,1,1
481130190395,1110,144,48,113,019039,5,1
481130190396,1111,375,48,113,019039,6,1
481130164014,1112,184,48,113,016401,4,1
481130182034,1113,403,48,113,018203,4,1
481130006061,1114,846,48,113,000606,1,1
481130079141,1115,1259,48,113,007914,1,1
481130142062,1116,922,48,113,014206,2,1
481130079142,1117,426,48,113,007914,2,1
481130142063,1118,667,48,113,014206,3,1
481130142061,1119,1191,48,113,014206,1,1
481130165202,1120,2005,48,113,016520,2,1
481130165201,1121,782,48,113,016520,1,1
481130192123,1122,718,48,113,019212,3,1
481130192122,1123,674,48,113,019212,2,1
481130192121,1124,816,48,113,019212,1,1
481130185062,1125,763,48,113,018506,2,1
481130137152,1126,768,48,113,013715,2,1
481130190404,1127,465,48,113,019040,4,1
481130190401,1128,827,48,113,019040,1,1
481130190411,1129,836,48,113,019041,1,1
481130190412,1130,443,48,113,019041,2,1
481130190413,1131,378,48,113,019041,3,1
481130137253,1132,948,48,113,013725,3,1
481130190273,1133,1267,48,113,019027,3,1
481130190272,1134,1348,48,113,019027,2,1
481130078044,1135,1203,48,113,007804,4,1
481130166152,1136,1593,48,113,016615,2,1
481130166162,1137,2139,48,113,016616,2,1
481130165203,1138,1237,48,113,016520,3,1
481130108053,1139,1154,48,113,010805,3,1
481130108051,1140,1083,48,113,010805,1,1
481130108052,1141,472,48,113,010805,2,1
481130108042,1142,1025,48,113,010804,2,1
481130108041,1143,1271,48,113,010804,1,1
481130064021,1144,918,48,113,006402,1,1
481130017032,1145,1237,48,113,001703,2,1
481130017033,1146,1145,48,113,001703,3,1
481130126031,1147,539,48,113,012603,1,1
481130017031,1148,792,48,113,001703,1,1
481130109032,1149,844,48,113,010903,2,1
481130109031,1150,991,48,113,010903,1,1
481130126032,1151,571,48,113,012603,2,1
481130173044,1152,1167,48,113,017304,4,1
481130181411,1153,929,48,113,018141,1,1
481130181413,1154,790,48,113,018141,3,1
481130181412,1155,492,48,113,018141,2,1
481130181422,1156,977,48,113,018142,2,1
481130181421,1157,761,48,113,018142,1,1
481130079131,1158,1019,48,113,007913,1,1
481130079132,1159,767,48,113,007913,2,1
481130079133,1160,352,48,113,007913,3,1
481130166232,1161,1067,48,113,016623,2,1
481130166231,1162,2162,48,113,016623,1,1
481130166212,1163,785,48,113,016621,2,1
481130166211,1164,914,48,113,016621,1,1
481130166263,1165,696,48,113,016626,3,1
481130166213,1166,1104,48,113,016621,3,1
481130166261,1167,1202,48,113,016626,1,1
481130166262,1168,941,48,113,016626,2,1
481130166251,1169,2238,48,113,016625,1,1
481130166253,1170,1376,48,113,016625,3,1
481130019002,1171,2719,48,113,001900,2,1
481130205001,1172,115,48,113,020500,1,1
481130205002,1173,1624,48,113,020500,2,1
481130203003,1174,261,48,113,020300,3,1
481130203001,1175,144,48,113,020300,1,1
481130203002,1176,533,48,113,020300,2,1
481130204002,1177,1478,48,113,020400,2,1
481130204003,1178,2398,48,113,020400,3,1
481130204001,1179,1399,48,113,020400,1,1
481130064024,1180,453,48,113,006402,4,1
481130064023,1181,285,48,113,006402,3,1
481130064022,1182,936,48,113,006402,2,1
481130136241,1183,893,48,113,013624,1,1
481130136203,1184,1346,48,113,013620,3,1
481130136202,1185,569,48,113,013620,2,1
481130136201,1186,842,48,113,013620,1,1
481130136242,1187,684,48,113,013624,2,1
481130136243,1188,1186,48,113,013624,3,1
481130144083,1189,1065,48,113,014408,3,1
481130181402,1190,1411,48,113,018140,2,1
481130181342,1191,664,48,113,018134,2,1
481130181343,1192,940,48,113,018134,3,1
481130144033,1193,1406,48,113,014403,3,1
481130166252,1194,1987,48,113,016625,2,1
481130096103,1195,787,48,113,009610,3,1
481130143122,1196,833,48,113,014312,2,1
481130143124,1197,650,48,113,014312,4,1
481130143123,1198,515,48,113,014312,3,1
481130143121,1199,1109,48,113,014312,1,1
481130142052,1200,407,48,113,014205,2,1
481130142051,1201,406,48,113,014205,1,1
481130137271,1202,1398,48,113,013727,1,1
481130137272,1203,889,48,113,013727,2,1
481130138051,1204,208,48,113,013805,1,1
481130138053,1205,1015,48,113,013805,3,1
481130138052,1206,1289,48,113,013805,2,1
481130138062,1207,546,48,113,013806,2,1
481130138061,1208,2199,48,113,013806,1,1
481130079091,1209,768,48,113,007909,1,1
481130079092,1210,1036,48,113,007909,2,1
481130136163,1211,1305,48,113,013616,3,1
481130072025,1212,921,48,113,007202,5,1
481130181341,1213,1564,48,113,018134,1,1
481130181392,1214,917,48,113,018139,2,1
481130181394,1215,1668,48,113,018139,4,1
481130181393,1216,828,48,113,018139,3,1
481130181391,1217,1204,48,113,018139,1,1
481130181382,1218,1272,48,113,018138,2,1
481130181381,1219,1573,48,113,018138,1,1
481130181372,1220,349,48,113,018137,2,1
481130181371,1221,1743,48,113,018137,1,1
481130181331,1222,846,48,113,018133,1,1
481130181332,1223,1252,48,113,018133,2,1
481130181363,1224,685,48,113,018136,3,1
481130181361,1225,1043,48,113,018136,1,1
481130165211,1226,1927,48,113,016521,1,1
481130165212,1227,1463,48,113,016521,2,1
481130164132,1228,1801,48,113,016413,2,1
481130164131,1229,924,48,113,016413,1,1
481130164133,1230,1278,48,113,016413,3,1
481130164121,1231,1682,48,113,016412,1,1
481130164122,1232,1266,48,113,016412,2,1
481130078182,1233,1117,48,113,007818,2,1
481130181365,1234,1486,48,113,018136,5,1
481130181362,1235,504,48,113,018136,2,1
481130181364,1236,919,48,113,018136,4,1
481130078184,1237,504,48,113,007818,4,1
481130136261,1238,1131,48,113,013626,1,1
481130136262,1239,1223,48,113,013626,2,1
481130017041,1240,993,48,113,001704,1,1
481130017042,1241,285,48,113,001704,2,1
481130006052,1242,1034,48,113,000605,2,1
481130006051,1243,884,48,113,000605,1,1
481130004064,1244,537,48,113,000406,4,1
481130004062,1245,690,48,113,000406,2,1
481130004065,1246,1804,48,113,000406,5,1
481130004061,1247,639,48,113,000406,1,1
481130004063,1248,987,48,113,000406,3,1
481139801001,1249,0,48,113,980100,1,1
481130006063,1250,329,48,113,000606,3,1
481130006062,1251,806,48,113,000606,2,1
481130078183,1252,413,48,113,007818,3,1
481130078114,1253,1778,48,113,007811,4,1
481130078113,1254,581,48,113,007811,3,1
481130078212,1255,627,48,113,007821,2,1
481130078213,1256,698,48,113,007821,3,1
481130082003,1257,756,48,113,008200,3,1
481130082002,1258,568,48,113,008200,2,1
481130082004,1259,380,48,113,008200,4,1
481130004043,1260,767,48,113,000404,3,1
481130002023,1261,1187,48,113,000202,3,1
481130004041,1262,267,48,113,000404,1,1
481130004042,1263,694,48,113,000404,2,1
481130004044,1264,783,48,113,000404,4,1
481130010022,1265,702,48,113,001002,2,1
481130010021,1266,513,48,113,001002,1,1
481130013013,1267,481,48,113,001301,3,1
481130011012,1268,880,48,113,001101,2,1
481130011011,1269,606,48,113,001101,1,1
481130011013,1270,1307,48,113,001101,3,1
481130013011,1271,284,48,113,001301,1,1
481130013012,1272,752,48,113,001301,2,1
481130025004,1273,478,48,113,002500,4,1
481130025003,1274,479,48,113,002500,3,1
481130025002,1275,735,48,113,002500,2,1
481130025001,1276,466,48,113,002500,1,1
481130039021,1277,245,48,113,003902,1,1
481130039022,1278,435,48,113,003902,2,1
481130042014,1279,420,48,113,004201,4,1
481130042011,1280,462,48,113,004201,1,1
481130099001,1281,887,48,113,009900,1,1
481130087051,1282,289,48,113,008705,1,1
481130087052,1283,329,48,113,008705,2,1
481130099002,1284,1018,48,113,009900,2,1
481130114011,1285,526,48,113,011401,1,1
481130114012,1286,612,48,113,011401,2,1
481130114013,1287,621,48,113,011401,3,1
481130133002,1288,476,48,113,013300,2,1
481130133001,1289,569,48,113,013300,1,1
481130141133,1290,880,48,113,014113,3,1
481130141135,1291,707,48,113,014113,5,1
481130141132,1292,462,48,113,014113,2,1
481130141134,1293,354,48,113,014113,4,1
481130141131,1294,868,48,113,014113,1,1
481130144081,1295,971,48,113,014408,1,1
481130144082,1296,427,48,113,014408,2,1
481130166151,1297,819,48,113,016615,1,1
481130171011,1298,614,48,113,017101,1,1
481130171012,1299,1992,48,113,017101,2,1
481130161001,1300,1065,48,113,016100,1,1
481130047002,1301,581,48,113,004700,2,1
481130047003,1302,676,48,113,004700,3,1
481130041001,1303,364,48,113,004100,1,1
481130047001,1304,401,48,113,004700,1,1
481130088026,1305,173,48,113,008802,6,1
481130088022,1306,553,48,113,008802,2,1
481130088023,1307,438,48,113,008802,3,1
481130088021,1308,248,48,113,008802,1,1
481130088024,1309,495,48,113,008802,4,1
481130088025,1310,256,48,113,008802,5,1
481130089003,1311,812,48,113,008900,3,1
481130089001,1312,287,48,113,008900,1,1
481130089002,1313,254,48,113,008900,2,1
481130091053,1314,399,48,113,009105,3,1
481130091052,1315,610,48,113,009105,2,1
481130091051,1316,533,48,113,009105,1,1
481130092013,1317,581,48,113,009201,3,1
481130092012,1318,184,48,113,009201,2,1
481130092014,1319,725,48,113,009201,4,1
481130137143,1320,1068,48,113,013714,3,1
481130139023,1321,767,48,113,013902,3,1
481130139024,1322,669,48,113,013902,4,1
481130139022,1323,464,48,113,013902,2,1
481130139021,1324,723,48,113,013902,1,1
481130168022,1325,954,48,113,016802,2,1
481130168021,1326,468,48,113,016802,1,1
481130168023,1327,653,48,113,016802,3,1
481130171021,1328,943,48,113,017102,1,1
481130171022,1329,1606,48,113,017102,2,1
481130051001,1330,754,48,113,005100,1,1
481130051002,1331,429,48,113,005100,2,1
481130056001,1332,693,48,113,005600,1,1
481130056002,1333,700,48,113,005600,2,1
481130056004,1334,878,48,113,005600,4,1
481130056003,1335,1203,48,113,005600,3,1
481130147021,1336,695,48,113,014702,1,1
481130147022,1337,230,48,113,014702,2,1
481130147023,1338,809,48,113,014702,3,1
481130143024,1339,853,48,113,014302,4,1
481130143021,1340,255,48,113,014302,1,1
481130143022,1341,252,48,113,014302,2,1
481130143025,1342,1499,48,113,014302,5,1
481130143023,1343,705,48,113,014302,3,1
481130165092,1344,1239,48,113,016509,2,1
481130165091,1345,764,48,113,016509,1,1
481130012042,1346,549,48,113,001204,2,1
481130181283,1347,892,48,113,018128,3,1
481130181281,1348,1664,48,113,018128,1,1
481130181282,1349,1078,48,113,018128,2,1
481130012041,1350,806,48,113,001204,1,1
481130027022,1351,339,48,113,002702,2,1
481130027021,1352,294,48,113,002702,1,1
481130052001,1353,782,48,113,005200,1,1
481130052003,1354,821,48,113,005200,3,1
481130052004,1355,330,48,113,005200,4,1
481130052002,1356,675,48,113,005200,2,1
481130141193,1357,1127,48,113,014119,3,1
