,origin,Jobs,
749,481130131013b,5274,0.057410774
750,4.81E+11,43583.5,0.474706069
751,4.81E+11,13849,0.151561058
752,4.81E+11,10274.5,0.112613026
753,4.81E+11,22077.5,0.24225189
754,4.81E+11,22077.5,0.242840175
755,4.81E+11,27536.5,0.303623447
756,4.81E+11,27982.5,0.309480796
757,4.81E+11,27504.5,0.305138558
758,4.81E+11,56450,0.628180581
759,4.81E+11,180409,2.020298395
760,4.81E+11,19258,0.220106257
761,4.81E+11,29581,0.338837151
762,4.81E+11,103636,1.191140145
763,4.81E+11,9750,0.113412506
764,4.81E+11,14250,0.165944942
765,4.81E+11,8209,0.095754832
766,4.81E+11,7571,0.088397452
767,4.81E+11,10139,0.118485635
768,4.81E+11,17272,0.202082212
769,4.81E+11,6795,0.07966241
770,4.81E+11,24674,0.289500718
771,4.81E+11,29393,0.345870171
772,4.81E+11,33556,0.396227011
773,4.81E+11,67112,0.79560643
774,4.81E+11,66093,0.78981006
775,4.81E+11,34480,0.415315531
776,4.81E+11,25421,0.307475838
777,4.81E+11,22828,0.276964199
778,4.81E+11,11527,0.140241508
779,4.81E+11,17637,0.214879252
780,4.81E+11,1599,0.019523265
781,4.81E+11,17928,0.218937736
782,4.81E+11,17637,0.215856619
783,4.81E+11,9748,0.119562405
784,4.81E+11,11435,0.140421903
785,4.81E+11,8980,0.110429548
786,481130136103a,11306.5,0.139192873
787,481130136103b,85338,1.052049566
788,4.81E+11,4940.5,0.061554221
789,4.81E+11,82734,1.031426699
790,4.81E+11,3987,0.050223072
791,4.81E+11,37602.5,0.473905696
792,4.81E+11,32460,0.411042532
793,4.81E+11,28466,0.361954105
794,4.81E+11,15560,0.198569002
795,4.81E+11,60012,0.767367128
796,4.81E+11,27139,0.349707074
797,4.81E+11,19324,0.249878578
798,4.81E+11,19860,0.257452912
799,4.81E+11,2933,0.038119761
800,4.81E+11,27341,0.355482387
801,4.81E+11,26069,0.340153274
802,4.81E+11,118117,1.546473481
803,4.81E+11,26046,0.346369648
804,4.81E+11,36209.5,0.483201413
805,4.81E+11,52404.5,0.702712781
806,4.81E+11,60368,0.815227226
807,4.81E+11,60467.5,0.823282527
808,4.81E+11,120803,1.658421328
809,4.81E+11,46454,0.648489718
810,4.81E+11,37488.5,0.526748817
811,4.81E+11,56255.5,0.794628582
812,4.81E+11,73898.5,1.052203225
813,4.81E+11,66411,0.955647872
814,4.81E+11,110,0.001598162
815,4.81E+11,73964,1.074621418
816,4.81E+11,433,0.006359387
817,4.81E+11,39492.5,0.580055605
818,4.81E+11,59248,0.875296475
819,4.81E+11,5360,0.079884841
820,4.81E+11,2164,0.032277799
821,4.81E+11,1534,0.022888231
822,4.81E+11,1568,0.023400888
823,4.81E+11,843,0.012583907
824,4.81E+11,1790,0.026723639
825,4.81E+11,878,0.013111524
826,4.81E+11,792,0.011828802
827,4.81E+11,39976,0.597126441
828,481130165202a,7092,0.106570439
829,4.81E+11,29233,0.439748624
830,4.81E+11,502,0.007584882
831,4.81E+11,26048,0.393597602
832,4.81E+11,166.5,0.002525835
833,4.81E+11,68648,1.041428994
834,4.81E+11,68668,1.052695482
835,4.81E+11,68943.5,1.068163466
836,4.81E+11,1688,0.026435088
837,4.81E+11,1347,0.021100402
838,4.81E+11,1449,0.022702996
839,4.81E+11,1321,0.020702187
840,4.81E+11,10760,0.168661356
841,4.81E+11,15,0.00023552
842,4.81E+11,9080,0.142568406
843,4.81E+11,14,0.000220133
844,4.81E+11,6264,0.098493996
845,4.81E+11,14484,0.227968316
846,4.81E+11,22,0.000347056
847,4.81E+11,2184,0.034453338
848,4.81E+11,6578,0.103805936
849,4.81E+11,11673,0.184400402
850,4.81E+11,33876.5,0.536141583
851,4.81E+11,43040,0.684838108
852,4.81E+11,14,0.000224299
853,4.81E+11,43040,0.689562027
854,4.81E+11,41251,0.665488659
855,4.81E+11,41812,0.679058141
856,4.81E+11,41560,0.679580217
857,4.81E+11,24212,0.398618369
858,4.81E+11,19148,0.316508005
859,4.81E+11,9768,0.161973396
860,4.81E+11,92934,1.543535699
861,4.81E+11,17725,0.299008859
862,4.81E+11,11709,0.198115358
863,4.81E+11,11650,0.197508377
864,4.81E+11,30804,0.523269384
865,481130190193a,42789,0.730682732
866,481130190193b,37493,0.644958638
867,4.81E+11,37679,0.65236572
868,4.81E+11,22940,0.39978606
869,4.81E+11,9423.5,0.164886917
870,4.81E+11,43231,0.757680185
871,4.81E+11,43033,0.759968102
872,4.81E+11,6325,0.112555669
873,4.81E+11,90192.5,1.606816819
874,4.81E+11,48368,0.875767981
875,4.81E+11,86585,1.581589448
876,4.81E+11,47645,0.884284641
877,4.81E+11,95290,1.784347997
878,4.81E+11,86625,1.651561591
879,4.81E+11,49857,0.966518566
880,4.81E+11,21350,0.417926482
881,4.81E+11,3010,0.059168062
882,4.81E+11,1449,0.028500093
883,4.81E+11,1462,0.028763985
884,4.81E+11,964260,18.97670332
885,4.81E+11,935661,22.7266401
886,4.81E+11,467830.5,14.70535261
887,4.81E+11,426354.5,15.71216328
888,4.81E+11,1165219.5,50.94575103
889,4.81E+11,554184.5,49.39442893
890,4.81E+11,40994.5,7.220227098
891,4.81E+11,126044.5,23.92741921
892,4.81E+11,169401,42.27267963
893,4.81E+11,34410,14.8746612
894,4.81E+11,4606.5,2.339239195
895,4.81E+11,5096,2.649798639
896,4.81E+11,7724.5,4.125883651
897,4.81E+11,6523.5,3.634342827
898,4.81E+11,13786,7.970053043
899,4.81E+11,14225,8.936059276
900,4.81E+11,4130,2.849032329
901,4.81E+11,5265.5,3.73886524
902,4.81E+11,24627,18.16605934
903,4.81E+11,13069.5,11.78079846
904,4.81E+11,24835,25.37562775
905,4.81E+11,13539,18.53781432
906,4.81E+11,13645.5,22.93534805
907,4.81E+11,11130,24.27480916
908,4.81E+11,14872,42.83410138
909,4.81E+11,5096,25.675131
910,4.81E+11,3622,24.55260304
911,4.81E+11,11130,100
