GeoId	0	Worker	state	county	tract	block group
481130085001	455	456	48	113	8500	1
481130085002	456	552	48	113	8500	2
481130136093	457	475	48	113	13609	3
481130136091	458	1151	48	113	13609	1
481130136092	459	413	48	113	13609	2
481130144051	460	798	48	113	14405	1
481130144053	461	505	48	113	14405	3
481130012022	462	524	48	113	1202	2
481130144052	463	722	48	113	14405	2
481130012023	464	326	48	113	1202	3
481130012021	465	1733	48	113	1202	1
481130190351	466	40	48	113	19035	1
481130195012	467	474	48	113	19501	2
481130195013	468	776	48	113	19501	3
481130195014	469	534	48	113	19501	4
481130195015	470	243	48	113	19501	5
481130195011	471	892	48	113	19501	1
481130190046	472	739	48	113	19004	6
481130190041	473	508	48	113	19004	1
481130190045	474	1017	48	113	19004	5
481130190042	475	670	48	113	19004	2
481130190043	476	452	48	113	19004	3
481130190044	477	528	48	113	19004	4
481130192052	478	418	48	113	19205	2
481130111052	479	485	48	113	11105	2
481130111053	480	388	48	113	11105	3
481130111051	481	593	48	113	11105	1
481130116012	482	599	48	113	11601	2
481130116013	483	211	48	113	11601	3
481130116011	484	725	48	113	11601	1
481130122081	485	861	48	113	12208	1
481130122111	486	486	48	113	12211	1
481130122112	487	620	48	113	12211	2
481130122113	488	997	48	113	12211	3
481130124004	489	760	48	113	12400	4
481130124005	490	282	48	113	12400	5
481130124001	491	1133	48	113	12400	1
481130124006	492	430	48	113	12400	6
481130124003	493	265	48	113	12400	3
481130124002	494	418	48	113	12400	2
481130129001	495	1016	48	113	12900	1
481130129003	496	469	48	113	12900	3
481130129002	497	378	48	113	12900	2
481130129005	498	530	48	113	12900	5
481130129004	499	595	48	113	12900	4
481130128002	500	885	48	113	12800	2
481130128006	501	611	48	113	12800	6
481130128005	502	461	48	113	12800	5
481130128003	503	881	48	113	12800	3
481130128001	504	825	48	113	12800	1
481130128004	505	373	48	113	12800	4
481130137251	506	1392	48	113	13725	1
481130137252	507	269	48	113	13725	2
481130138042	508	663	48	113	13804	2
481130138043	509	853	48	113	13804	3
481130138041	510	341	48	113	13804	1
481130141162	511	757	48	113	14116	2
481130141164	512	151	48	113	14116	4
481130141161	513	933	48	113	14116	1
481130141163	514	571	48	113	14116	3
481130182042	515	1370	48	113	18204	2
481130182041	516	773	48	113	18204	1
481130184023	517	1173	48	113	18402	3
481130184021	518	883	48	113	18402	1
481130184022	519	325	48	113	18402	2
481130190141	520	1311	48	113	19014	1
481130062003	521	778	48	113	6200	3
481130062001	522	373	48	113	6200	1
481130062005	523	443	48	113	6200	5
481130062004	524	1154	48	113	6200	4
481130190251	525	632	48	113	19025	1
481130190252	526	768	48	113	19025	2
481130190341	527	1155	48	113	19034	1
481130190342	528	1804	48	113	19034	2
481130192025	529	897	48	113	19202	5
481130192024	530	321	48	113	19202	4
481130192021	531	376	48	113	19202	1
481130192022	532	532	48	113	19202	2
481130192023	533	619	48	113	19202	3
481130130091	534	526	48	113	13009	1
481130130092	535	835	48	113	13009	2
481130130093	536	1096	48	113	13009	3
481130132004	537	563	48	113	13200	4
481130132001	538	951	48	113	13200	1
481130132003	539	755	48	113	13200	3
481130132002	540	1455	48	113	13200	2
481130136061	541	1521	48	113	13606	1
481130136063	542	1298	48	113	13606	3
481130136062	543	589	48	113	13606	2
481130136082	544	569	48	113	13608	2
481130136081	545	550	48	113	13608	1
481130136161	546	1960	48	113	13616	1
481130136162	547	2320	48	113	13616	2
481130136191	548	1531	48	113	13619	1
481130136192	549	668	48	113	13619	2
481130136193	550	791	48	113	13619	3
481130137141	551	870	48	113	13714	1
481130137144	552	830	48	113	13714	4
481130137142	553	822	48	113	13714	2
481130141165	554	696	48	113	14116	5
481130141203	555	874	48	113	14120	3
481130141202	556	768	48	113	14120	2
481130141201	557	1158	48	113	14120	1
481130143074	558	640	48	113	14307	4
481130143072	559	542	48	113	14307	2
481130143073	560	418	48	113	14307	3
481130143075	561	459	48	113	14307	5
481130143071	562	469	48	113	14307	1
481130144071	563	1454	48	113	14407	1
481130144073	564	935	48	113	14407	3
481130144072	565	666	48	113	14407	2
481130149011	566	685	48	113	14901	1
481130153042	567	1707	48	113	15304	2
481130153041	568	237	48	113	15304	1
481130164061	569	984	48	113	16406	1
481130164063	570	588	48	113	16406	3
481130164062	571	655	48	113	16406	2
481130164064	572	473	48	113	16406	4
481130165095	573	636	48	113	16509	5
481130165094	574	295	48	113	16509	4
481130165093	575	446	48	113	16509	3
481130021001	576	537	48	113	2100	1
481130041002	577	240	48	113	4100	2
481130196001	578	580	48	113	19600	1
481130196002	579	409	48	113	19600	2
481130198001	580	893	48	113	19800	1
481130198004	581	379	48	113	19800	4
481130198002	582	419	48	113	19800	2
481130198003	583	663	48	113	19800	3
481130002021	584	655	48	113	202	1
481130002022	585	755	48	113	202	2
481130094011	586	959	48	113	9401	1
481130094013	587	434	48	113	9401	3
481130094012	588	666	48	113	9401	2
481130122043	589	750	48	113	12204	3
481130122042	590	206	48	113	12204	2
481130122045	591	1228	48	113	12204	5
481130122044	592	1226	48	113	12204	4
481130122041	593	362	48	113	12204	1
481130137131	594	515	48	113	13713	1
481130170015	595	1049	48	113	17001	5
481130170012	596	320	48	113	17001	2
481130170013	597	949	48	113	17001	3
481130170011	598	165	48	113	17001	1
481130170014	599	955	48	113	17001	4
481130177033	600	278	48	113	17703	3
481130177031	601	655	48	113	17703	1
481130177032	602	496	48	113	17703	2
481130177034	603	902	48	113	17703	4
481130078101	604	0	48	113	7810	1
481130078102	605	643	48	113	7810	2
481130078103	606	743	48	113	7810	3
481130078104	607	1082	48	113	7810	4
481130173043	608	1869	48	113	17304	3
481130173041	609	499	48	113	17304	1
481130173042	610	1993	48	113	17304	2
481130173051	611	1555	48	113	17305	1
481130173052	612	3967	48	113	17305	2
481130176041	613	551	48	113	17604	1
481130176042	614	966	48	113	17604	2
481130181114	615	1466	48	113	18111	4
481130181113	616	947	48	113	18111	3
481130181112	617	414	48	113	18111	2
481130181111	618	717	48	113	18111	1
481130181302	619	1490	48	113	18130	2
481130181301	620	823	48	113	18130	1
481130183002	621	166	48	113	18300	2
481130110015	622	251	48	113	11001	5
481130110011	623	445	48	113	11001	1
481130110014	624	649	48	113	11001	4
481130110012	625	565	48	113	11001	2
481130110013	626	669	48	113	11001	3
481130110016	627	503	48	113	11001	6
481130122062	628	540	48	113	12206	2
481130122063	629	684	48	113	12206	3
481130122061	630	1235	48	113	12206	1
481130125003	631	1143	48	113	12500	3
481130125005	632	870	48	113	12500	5
481130125004	633	462	48	113	12500	4
481130125002	634	551	48	113	12500	2
481130125001	635	1115	48	113	12500	1
481130130071	636	1131	48	113	13007	1
481130130072	637	454	48	113	13007	2
481130130073	638	438	48	113	13007	3
481130136052	639	535	48	113	13605	2
481130162023	640	844	48	113	16202	3
481130162024	641	961	48	113	16202	4
481130163022	642	527	48	113	16302	2
481130163021	643	474	48	113	16302	1
481130164013	644	583	48	113	16401	3
