Aland	Awater	Blkgrpce	Countyfp	Funcstat	Geoid	Geometry	Intptlat	Intptlon	Mtfcc	Namelsad	Number of Records	Statefp	Tractce
992562	0	1	113	S	4.8113E+11	POLYGON	32.7640724	-96.8641289	G5030	Block Group 1	1	48	6900
533457	0	1	113	S	4.8113E+11	POLYGON	32.8483277	-96.8170231	G5030	Block Group 1	1	48	7101
848573	0	3	113	S	4.8113E+11	POLYGON	32.7675243	-96.6956486	G5030	Block Group 3	1	48	8500
919882	0	2	113	S	4.8113E+11	POLYGON	32.737448	-96.7837004	G5030	Block Group 2	1	48	8603
279755	0	2	113	S	4.8113E+11	POLYGON	32.7198193	-96.7654076	G5030	Block Group 2	1	48	8604
480635	0	1	113	S	4.8113E+11	POLYGON	32.7121391	-96.766952	G5030	Block Group 1	1	48	8701
415651	0	3	113	S	4.8113E+11	POLYGON	32.7042536	-96.7693833	G5030	Block Group 3	1	48	8701
3544177	8964	2	113	S	4.8113E+11	POLYGON	32.7894362	-96.9030573	G5030	Block Group 2	1	48	10601
2084613	0	3	113	S	4.8113E+11	POLYGON	32.7838655	-96.891423	G5030	Block Group 3	1	48	10601
430933	0	2	113	S	4.8113E+11	POLYGON	32.7713211	-96.9115704	G5030	Block Group 2	1	48	10602
1781705	8682	1	113	S	4.8113E+11	POLYGON	32.6671623	-96.8495694	G5030	Block Group 1	1	48	11101
495531	0	1	113	S	4.8113E+11	POLYGON	32.8600308	-96.7029153	G5030	Block Group 1	1	48	12900
761939	0	3	113	S	4.8113E+11	POLYGON	32.8464195	-96.7064936	G5030	Block Group 3	1	48	12900
233646	0	1	113	S	4.8113E+11	POLYGON	32.863068	-96.9941549	G5030	Block Group 1	1	48	14114
170007	0	2	113	S	4.8113E+11	POLYGON	32.8587513	-96.9941487	G5030	Block Group 2	1	48	14114
569396	0	2	113	S	4.8113E+11	POLYGON	32.9663293	-96.9653917	G5030	Block Group 2	1	48	14120
1093939	0	3	113	S	4.8113E+11	POLYGON	32.9616746	-96.9729028	G5030	Block Group 3	1	48	14120
334141	0	2	113	S	4.8113E+11	POLYGON	32.9731731	-96.9787064	G5030	Block Group 2	1	48	14135
1205608	13594	1	113	S	4.8113E+11	POLYGON	32.7185021	-96.599359	G5030	Block Group 1	1	48	17301
354262	0	3	113	S	4.8113E+11	POLYGON	32.711056	-96.5999336	G5030	Block Group 3	1	48	17301
1219647	0	1	113	S	4.8113E+11	POLYGON	32.762129	-96.5793881	G5030	Block Group 1	1	48	17303
1199338	0	2	113	S	4.8113E+11	POLYGON	32.7537721	-96.5707644	G5030	Block Group 2	1	48	17303
866459	0	1	113	S	4.8113E+11	POLYGON	32.7579178	-96.5646281	G5030	Block Group 1	1	48	17304
2076511	0	2	113	S	4.8113E+11	POLYGON	32.7566373	-96.5544666	G5030	Block Group 2	1	48	17304
353949	0	2	113	S	4.8113E+11	POLYGON	32.762328	-96.7667546	G5030	Block Group 2	1	48	3700
548325	0	2	113	S	4.8113E+11	POLYGON	32.7608671	-96.751416	G5030	Block Group 2	1	48	3800
378529	0	3	113	S	4.8113E+11	POLYGON	32.7564964	-96.757657	G5030	Block Group 3	1	48	3800
818026	0	2	113	S	4.8113E+11	POLYGON	32.7504313	-96.7540938	G5030	Block Group 2	1	48	3902
1287897	0	1	113	S	4.8113E+11	POLYGON	32.7510853	-96.7716072	G5030	Block Group 1	1	48	4000
646784	0	2	113	S	4.8113E+11	POLYGON	32.8409998	-96.8179543	G5030	Block Group 2	1	48	7101
512789	0	2	113	S	4.8113E+11	POLYGON	32.848477	-96.8342913	G5030	Block Group 2	1	48	7102
398614	0	5	113	S	4.8113E+11	POLYGON	32.8389839	-96.8258614	G5030	Block Group 5	1	48	7102
363443	0	3	113	S	4.8113E+11	POLYGON	32.8343536	-96.8265588	G5030	Block Group 3	1	48	7102
415634	0	2	113	S	4.8113E+11	POLYGON	32.85853	-96.8701757	G5030	Block Group 2	1	48	7201
230261	0	4	113	S	4.8113E+11	POLYGON	32.8555688	-96.877679	G5030	Block Group 4	1	48	7201
138856	0	1	113	S	4.8113E+11	POLYGON	32.8627082	-96.8692479	G5030	Block Group 1	1	48	7202
887614	7843	1	113	S	4.8113E+11	POLYGON	32.8584054	-96.8171766	G5030	Block Group 1	1	48	7301
1060616	0	2	113	S	4.8113E+11	POLYGON	32.7462212	-96.9086243	G5030	Block Group 2	1	48	10701
927111	0	1	113	S	4.8113E+11	POLYGON	32.7416009	-96.9232889	G5030	Block Group 1	1	48	10703
116545	0	1	113	S	4.8113E+11	POLYGON	32.8734619	-96.7594587	G5030	Block Group 1	1	48	7815
579433	0	2	113	S	4.8113E+11	POLYGON	32.7453884	-96.6526789	G5030	Block Group 2	1	48	11900
724344	0	4	113	S	4.8113E+11	POLYGON	32.7382239	-96.6524572	G5030	Block Group 4	1	48	11900
582217	0	3	113	S	4.8113E+11	POLYGON	32.758245	-96.6522015	G5030	Block Group 3	1	48	12000
667881	0	1	113	S	4.8113E+11	POLYGON	32.7540403	-96.6601268	G5030	Block Group 1	1	48	12000
264881	0	4	113	S	4.8113E+11	POLYGON	32.820201	-96.8047131	G5030	Block Group 4	1	48	603
379139	7399	2	113	S	4.8113E+11	POLYGON	32.9810824	-96.9652521	G5030	Block Group 2	1	48	14123
653051	71897	3	113	S	4.8113E+11	POLYGON	32.9765398	-96.9675562	G5030	Block Group 3	1	48	14123
7705044	13211	2	113	S	4.8113E+11	POLYGON	32.9211455	-97.0007673	G5030	Block Group 2	1	48	14124
406775	0	1	113	S	4.8113E+11	POLYGON	32.8489665	-96.9483639	G5030	Block Group 1	1	48	14203
600807	5588	2	113	S	4.8113E+11	POLYGON	32.8459299	-96.9415207	G5030	Block Group 2	1	48	14203
1454587	0	1	113	S	4.8113E+11	POLYGON	32.8298391	-96.7968174	G5030	Block Group 1	1	48	19700
894047	0	1	113	S	4.8113E+11	POLYGON	32.7907097	-96.7850886	G5030	Block Group 1	1	48	2200
1033487	0	1	113	S	4.8113E+11	POLYGON	32.7618866	-96.5942661	G5030	Block Group 1	1	48	17400
391338	0	2	113	S	4.8113E+11	POLYGON	32.7573166	-96.589887	G5030	Block Group 2	1	48	17400
389036	0	3	113	S	4.8113E+11	POLYGON	32.7556835	-96.585955	G5030	Block Group 3	1	48	17400
1067099	0	1	113	S	4.8113E+11	POLYGON	32.7640421	-96.8298664	G5030	Block Group 1	1	48	4201
562172	0	3	113	S	4.8113E+11	POLYGON	32.758128	-96.8264191	G5030	Block Group 3	1	48	4201
197406	0	5	113	S	4.8113E+11	POLYGON	32.7520289	-96.8297193	G5030	Block Group 5	1	48	4201
277173	0	1	113	S	4.8113E+11	POLYGON	32.7515625	-96.8407489	G5030	Block Group 1	1	48	4202
688593	2179	3	113	S	4.8113E+11	POLYGON	32.7553003	-96.8502176	G5030	Block Group 3	1	48	4202
1911674	0	1	113	S	4.8113E+11	POLYGON	32.7727777	-96.8292692	G5030	Block Group 1	1	48	4300
1251369	0	2	113	S	4.8113E+11	POLYGON	32.7756615	-96.8463124	G5030	Block Group 2	1	48	4300
1437677	0	3	113	S	4.8113E+11	POLYGON	32.7694943	-96.8466385	G5030	Block Group 3	1	48	4300
1425582	0	3	113	S	4.8113E+11	POLYGON	32.858543	-96.8308474	G5030	Block Group 3	1	48	7302
624431	0	4	113	S	4.8113E+11	POLYGON	32.8617048	-96.8441608	G5030	Block Group 4	1	48	7302
778311	0	2	113	S	4.8113E+11	POLYGON	32.8565339	-96.8254571	G5030	Block Group 2	1	48	7302
1319184	768370	1	113	S	4.8113E+11	POLYGON	32.8249779	-96.7155818	G5030	Block Group 1	1	48	8100
436171	0	1	113	S	4.8113E+11	POLYGON	32.7154306	-96.888457	G5030	Block Group 1	1	48	10801
621781	0	2	113	S	4.8113E+11	POLYGON	32.7169567	-96.8956908	G5030	Block Group 2	1	48	10801
975291	0	3	113	S	4.8113E+11	POLYGON	32.7171961	-96.9069772	G5030	Block Group 3	1	48	10801
893280	0	4	113	S	4.8113E+11	POLYGON	32.710899	-96.9010356	G5030	Block Group 4	1	48	10801
1714260	0	1	113	S	4.8113E+11	POLYGON	32.7144028	-96.8614103	G5030	Block Group 1	1	48	10804
293678	0	2	113	S	4.8113E+11	POLYGON	32.7066145	-96.8700861	G5030	Block Group 2	1	48	10804
546684	0	1	113	S	4.8113E+11	POLYGON	32.701217	-96.8609501	G5030	Block Group 1	1	48	10803
577475	20339	4	113	S	4.8113E+11	POLYGON	32.7505003	-96.6559626	G5030	Block Group 4	1	48	12000
441028	0	2	113	S	4.8113E+11	POLYGON	32.8045258	-96.7024612	G5030	Block Group 2	1	48	12204
602333	0	3	113	S	4.8113E+11	POLYGON	32.8016988	-96.707826	G5030	Block Group 3	1	48	12204
862480	0	4	113	S	4.8113E+11	POLYGON	32.7978565	-96.6992145	G5030	Block Group 4	1	48	12204
776901	0	5	113	S	4.8113E+11	POLYGON	32.7966135	-96.7123085	G5030	Block Group 5	1	48	12204
1571225	922112	4	113	S	4.8113E+11	POLYGON	32.8447773	-96.7161496	G5030	Block Group 4	1	48	12900
718936	0	1	113	S	4.8113E+11	POLYGON	32.87523	-96.7133052	G5030	Block Group 1	1	48	13004
691783	0	2	113	S	4.8113E+11	POLYGON	32.8730004	-96.7214832	G5030	Block Group 2	1	48	13004
911170	0	3	113	S	4.8113E+11	POLYGON	32.8720145	-96.7287906	G5030	Block Group 3	1	48	13004
1162716	0	4	113	S	4.8113E+11	POLYGON	32.864475	-96.7244703	G5030	Block Group 4	1	48	13004
632984	0	5	113	S	4.8113E+11	POLYGON	32.8675571	-96.7143403	G5030	Block Group 5	1	48	13004
311292	0	2	113	S	4.8113E+11	POLYGON	32.8787109	-96.9710307	G5030	Block Group 2	1	48	14311
451480	0	3	113	S	4.8113E+11	POLYGON	32.8450081	-96.9797157	G5030	Block Group 3	1	48	14306
529965	0	3	113	S	4.8113E+11	POLYGON	32.7611998	-96.8538975	G5030	Block Group 3	1	48	4400
397095	0	1	113	S	4.8113E+11	POLYGON	32.75645	-96.8392381	G5030	Block Group 1	1	48	4400
225733	0	1	113	S	4.8113E+11	POLYGON	32.7485324	-96.8562009	G5030	Block Group 1	1	48	4500
486345	0	2	113	S	4.8113E+11	POLYGON	32.7473041	-96.8692432	G5030	Block Group 2	1	48	4500
803406	5514	3	113	S	4.8113E+11	POLYGON	32.7445072	-96.8623583	G5030	Block Group 3	1	48	4500
474827	0	4	113	S	4.8113E+11	POLYGON	32.7387758	-96.8717123	G5030	Block Group 4	1	48	4500
461590	0	1	113	S	4.8113E+11	POLYGON	32.7446955	-96.8265115	G5030	Block Group 1	1	48	4700
391558	0	1	113	S	4.8113E+11	POLYGON	32.7482147	-96.8127387	G5030	Block Group 1	1	48	4800
1794275	0	1	113	S	4.8113E+11	POLYGON	32.8898238	-96.8280218	G5030	Block Group 1	1	48	7601
967861	0	2	113	S	4.8113E+11	POLYGON	32.8837009	-96.8322388	G5030	Block Group 2	1	48	7601
854040	0	1	113	S	4.8113E+11	POLYGON	32.890504	-96.7916219	G5030	Block Group 1	1	48	7604
649106	0	2	113	S	4.8113E+11	POLYGON	32.883037	-96.7915603	G5030	Block Group 2	1	48	7604
1801673	2087	1	113	S	4.8113E+11	POLYGON	32.8873608	-96.8168056	G5030	Block Group 1	1	48	7605
746939	8609	2	113	S	4.8113E+11	POLYGON	32.8871128	-96.8062838	G5030	Block Group 2	1	48	7605
583514	0	1	113	S	4.8113E+11	POLYGON	32.8767126	-96.7911242	G5030	Block Group 1	1	48	7700
787320	0	1	113	S	4.8113E+11	POLYGON	32.6985429	-96.7778791	G5030	Block Group 1	1	48	8704
772368	0	2	113	S	4.8113E+11	POLYGON	32.6851886	-96.7832186	G5030	Block Group 2	1	48	8705
1285465	0	1	113	S	4.8113E+11	POLYGON	32.7218885	-96.7888425	G5030	Block Group 1	1	48	8801
378361	0	1	113	S	4.8113E+11	POLYGON	32.7149947	-96.7823657	G5030	Block Group 1	1	48	8802
475169	0	3	113	S	4.8113E+11	POLYGON	32.7097709	-96.7964572	G5030	Block Group 3	1	48	8802
325282	0	4	113	S	4.8113E+11	POLYGON	32.7048304	-96.7921966	G5030	Block Group 4	1	48	8802
437621	0	5	113	S	4.8113E+11	POLYGON	32.7077531	-96.7861388	G5030	Block Group 5	1	48	8802
1534831	0	1	113	S	4.8113E+11	POLYGON	32.7471563	-96.7877972	G5030	Block Group 1	1	48	8900
485647	1802	2	113	S	4.8113E+11	POLYGON	32.7423793	-96.7971284	G5030	Block Group 2	1	48	8900
679908	0	2	113	S	4.8113E+11	POLYGON	32.7019714	-96.8691577	G5030	Block Group 2	1	48	10803
1477774	0	6	113	S	4.8113E+11	POLYGON	32.700661	-96.8809499	G5030	Block Group 6	1	48	10803
1118249	7492	5	113	S	4.8113E+11	POLYGON	32.6946895	-96.8855803	G5030	Block Group 5	1	48	10803
1250270	0	3	113	S	4.8113E+11	POLYGON	32.6947431	-96.8656121	G5030	Block Group 3	1	48	10803
4777397	0	1	113	S	4.8113E+11	POLYGON	32.6820711	-96.8692462	G5030	Block Group 1	1	48	10904
2976222	0	2	113	S	4.8113E+11	POLYGON	32.6651938	-96.8766868	G5030	Block Group 2	1	48	10904
449579	0	3	113	S	4.8113E+11	POLYGON	32.6553655	-96.8724267	G5030	Block Group 3	1	48	10902
1435000	0	1	113	S	4.8113E+11	POLYGON	32.7899094	-96.7120308	G5030	Block Group 1	1	48	12206
348325	0	2	113	S	4.8113E+11	POLYGON	32.788518	-96.702833	G5030	Block Group 2	1	48	12206
931858	0	3	113	S	4.8113E+11	POLYGON	32.7821334	-96.7062859	G5030	Block Group 3	1	48	12206
2679754	0	1	113	S	4.8113E+11	POLYGON	32.7846628	-96.6765357	G5030	Block Group 1	1	48	12207
1523167	0	2	113	S	4.8113E+11	POLYGON	32.7910885	-96.6918839	G5030	Block Group 2	1	48	12207
651518	0	1	113	S	4.8113E+11	POLYGON	32.8826441	-96.7047775	G5030	Block Group 1	1	48	13005
623334	0	2	113	S	4.8113E+11	POLYGON	32.875246	-96.704391	G5030	Block Group 2	1	48	13005
317610	0	3	113	S	4.8113E+11	POLYGON	32.8684346	-96.7027009	G5030	Block Group 3	1	48	13005
439253	0	4	113	S	4.8113E+11	POLYGON	32.8675275	-96.7074838	G5030	Block Group 4	1	48	13005
369040	0	2	113	S	4.8113E+11	POLYGON	32.8714821	-96.6892962	G5030	Block Group 2	1	48	13010
494817	0	1	113	S	4.8113E+11	POLYGON	32.8748759	-96.6971512	G5030	Block Group 1	1	48	13007
512091	0	2	113	S	4.8113E+11	POLYGON	32.8676192	-96.6969112	G5030	Block Group 2	1	48	13007
841698	0	1	113	S	4.8113E+11	POLYGON	32.8898485	-96.7229411	G5030	Block Group 1	1	48	13008
122920	0	1	113	S	4.8113E+11	POLYGON	32.8956377	-96.7150544	G5030	Block Group 1	1	48	13009
167546	0	2	113	S	4.8113E+11	POLYGON	32.7489429	-96.8183722	G5030	Block Group 2	1	48	4800
676301	0	4	113	S	4.8113E+11	POLYGON	32.7390185	-96.8186783	G5030	Block Group 4	1	48	4800
430710	0	3	113	S	4.8113E+11	POLYGON	32.7373976	-96.8058137	G5030	Block Group 3	1	48	4900
499365	0	4	113	S	4.8113E+11	POLYGON	32.7319901	-96.8024217	G5030	Block Group 4	1	48	4900
482877	0	1	113	S	4.8113E+11	POLYGON	32.7316318	-96.8084929	G5030	Block Group 1	1	48	4900
1812480	15923	1	113	S	4.8113E+11	POLYGON	32.8687717	-96.7815338	G5030	Block Group 1	1	48	7801
609015	17745	2	113	S	4.8113E+11	POLYGON	32.8768911	-96.7841851	G5030	Block Group 2	1	48	7801
644060	0	2	113	S	4.8113E+11	POLYGON	32.9194054	-96.7565388	G5030	Block Group 2	1	48	7804
1169605	0	3	113	S	4.8113E+11	POLYGON	32.9153941	-96.7631134	G5030	Block Group 3	1	48	7804
689597	0	1	113	S	4.8113E+11	POLYGON	32.9061627	-96.7548062	G5030	Block Group 1	1	48	7805
707658	0	3	113	S	4.8113E+11	POLYGON	32.7356239	-96.7947139	G5030	Block Group 3	1	48	8900
445037	0	3	113	S	4.8113E+11	POLYGON	32.6831874	-96.8546153	G5030	Block Group 3	1	48	11001
736776	0	4	113	S	4.8113E+11	POLYGON	32.6766865	-96.8524393	G5030	Block Group 4	1	48	11001
556588	0	5	113	S	4.8113E+11	POLYGON	32.6798635	-96.8447005	G5030	Block Group 5	1	48	11001
399730	0	6	113	S	4.8113E+11	POLYGON	32.6745602	-96.8449684	G5030	Block Group 6	1	48	11001
1200724	0	3	113	S	4.8113E+11	POLYGON	32.782357	-96.6927716	G5030	Block Group 3	1	48	12207
1135168	0	1	113	S	4.8113E+11	POLYGON	32.8158582	-96.6993167	G5030	Block Group 1	1	48	12209
462027	0	1	113	S	4.8113E+11	POLYGON	32.8122515	-96.6885613	G5030	Block Group 1	1	48	12210
711993	0	2	113	S	4.8113E+11	POLYGON	32.8102819	-96.6935695	G5030	Block Group 2	1	48	12210
597569	0	4	113	S	4.8113E+11	POLYGON	32.8407107	-96.9821661	G5030	Block Group 4	1	48	14306
26799237	3725207	2	113	S	4.8113E+11	POLYGON	32.6641838	-96.63268	G5030	Block Group 2	1	48	17102
804362	0	2	113	S	4.8113E+11	POLYGON	32.6217084	-96.7748089	G5030	Block Group 2	1	48	16704
2571861	0	1	113	S	4.8113E+11	POLYGON	32.5970222	-96.8826696	G5030	Block Group 1	1	48	16612
226272	0	1	113	S	4.8113E+11	POLYGON	32.8060459	-96.7628818	G5030	Block Group 1	1	48	1400
390251	0	3	113	S	4.8113E+11	POLYGON	32.8014568	-96.6505027	G5030	Block Group 3	1	48	17806
123233	0	2	113	S	4.8113E+11	POLYGON	32.9203789	-96.7398385	G5030	Block Group 2	1	48	19016
122873	0	2	113	S	4.8113E+11	POLYGON	32.847379	-96.766022	G5030	Block Group 2	1	48	7913
1400919	0	2	113	S	4.8113E+11	POLYGON	32.900465	-96.760908	G5030	Block Group 2	1	48	7805
602041	0	3	113	S	4.8113E+11	POLYGON	32.9008586	-96.7538868	G5030	Block Group 3	1	48	7805
692833	0	1	113	S	4.8113E+11	POLYGON	32.8951036	-96.7673784	G5030	Block Group 1	1	48	7823
851331	0	2	113	S	4.8113E+11	POLYGON	32.7591867	-96.6778567	G5030	Block Group 2	1	48	9000
567116	0	3	113	S	4.8113E+11	POLYGON	32.7518253	-96.678435	G5030	Block Group 3	1	48	9000
673663	0	4	113	S	4.8113E+11	POLYGON	32.7512814	-96.6682845	G5030	Block Group 4	1	48	9000
1753511	0	5	113	S	4.8113E+11	POLYGON	32.769961	-96.6767205	G5030	Block Group 5	1	48	9000
1292239	0	1	113	S	4.8113E+11	POLYGON	32.7609918	-96.6954764	G5030	Block Group 1	1	48	9101
199655	0	2	113	S	4.8113E+11	POLYGON	32.8032602	-96.7769779	G5030	Block Group 2	1	48	1503
191875	0	3	113	S	4.8113E+11	POLYGON	32.912366	-96.678157	G5030	Block Group 3	1	48	19013
523032	0	1	113	S	4.8113E+11	POLYGON	32.8545262	-96.7552135	G5030	Block Group 1	1	48	7903
377678	0	1	113	S	4.8113E+11	POLYGON	32.8080755	-96.7003323	G5030	Block Group 1	1	48	12204
21481354	438134	2	113	S	4.8113E+11	POLYGON	32.8204449	-96.8771677	G5030	Block Group 2	1	48	10000
152226	0	4	113	S	4.8113E+11	POLYGON	32.893396	-96.7704176	G5030	Block Group 4	1	48	13105
361404	0	1	113	S	4.8113E+11	POLYGON	32.8642466	-96.8753383	G5030	Block Group 1	1	48	7201
134466	0	3	113	S	4.8113E+11	POLYGON	32.8765278	-96.87201	G5030	Block Group 3	1	48	9803
194311	4282	2	113	S	4.8113E+11	POLYGON	32.8566382	-96.9522879	G5030	Block Group 2	1	48	14307
432379	0	3	113	S	4.8113E+11	POLYGON	32.8266039	-96.9396584	G5030	Block Group 3	1	48	14602
159968	0	3	113	S	4.8113E+11	POLYGON	32.6168252	-96.8548686	G5030	Block Group 3	1	48	16619
896876	0	1	113	S	4.8113E+11	POLYGON	32.6683824	-96.8260686	G5030	Block Group 1	1	48	11103
897798	0	2	113	S	4.8113E+11	POLYGON	32.7506543	-96.9903525	G5030	Block Group 2	1	48	15600
571124	0	1	113	S	4.8113E+11	POLYGON	32.84806	-96.8257408	G5030	Block Group 1	1	48	7102
253483	0	2	113	S	4.8113E+11	POLYGON	32.7472441	-96.8292778	G5030	Block Group 2	1	48	4700
988706	0	2	113	S	4.8113E+11	POLYGON	32.7530827	-96.6984639	G5030	Block Group 2	1	48	9101
329870	0	3	113	S	4.8113E+11	POLYGON	32.7570631	-96.6956012	G5030	Block Group 3	1	48	9101
818239	0	1	113	S	4.8113E+11	POLYGON	32.7424239	-96.7048738	G5030	Block Group 1	1	48	9103
407739	0	2	113	S	4.8113E+11	POLYGON	32.7370475	-96.7034967	G5030	Block Group 2	1	48	9103
581077	0	2	113	S	4.8113E+11	POLYGON	32.7457308	-96.6874376	G5030	Block Group 2	1	48	9104
491325	0	3	113	S	4.8113E+11	POLYGON	32.6833467	-96.8321425	G5030	Block Group 3	1	48	11002
1236864	0	2	113	S	4.8113E+11	POLYGON	32.6584832	-96.84833	G5030	Block Group 2	1	48	11101
1916346	0	3	113	S	4.8113E+11	POLYGON	32.6496471	-96.8483028	G5030	Block Group 3	1	48	11101
623419	0	2	113	S	4.8113E+11	POLYGON	32.6709672	-96.8345472	G5030	Block Group 2	1	48	11103
662386	0	3	113	S	4.8113E+11	POLYGON	32.6654388	-96.8344926	G5030	Block Group 3	1	48	11103
457327	0	1	113	S	4.8113E+11	POLYGON	32.6596923	-96.8354541	G5030	Block Group 1	1	48	11104
337253	0	2	113	S	4.8113E+11	POLYGON	32.6555423	-96.8354246	G5030	Block Group 2	1	48	11104
420775	0	3	113	S	4.8113E+11	POLYGON	32.6512521	-96.8351062	G5030	Block Group 3	1	48	11104
749803	0	4	113	S	4.8113E+11	POLYGON	32.6456793	-96.8351623	G5030	Block Group 4	1	48	11104
721666	0	1	113	S	4.8113E+11	POLYGON	32.6577707	-96.8268833	G5030	Block Group 1	1	48	11105
395859	0	2	113	S	4.8113E+11	POLYGON	32.8012169	-96.6903432	G5030	Block Group 2	1	48	12211
613852	0	3	113	S	4.8113E+11	POLYGON	32.8020711	-96.6856703	G5030	Block Group 3	1	48	12211
793759	0	1	113	S	4.8113E+11	POLYGON	32.8180141	-96.6680733	G5030	Block Group 1	1	48	12301
708252	0	2	113	S	4.8113E+11	POLYGON	32.855012	-96.9828179	G5030	Block Group 2	1	48	14310
658813	2461	3	113	S	4.8113E+11	POLYGON	32.8598502	-96.978138	G5030	Block Group 3	1	48	14310
658318	0	4	113	S	4.8113E+11	POLYGON	32.7144885	-96.8192613	G5030	Block Group 4	1	48	5600
1003898	0	2	113	S	4.8113E+11	POLYGON	32.6080309	-96.7847552	G5030	Block Group 2	1	48	16705
281062	0	2	113	S	4.8113E+11	POLYGON	32.7973201	-96.7467566	G5030	Block Group 2	1	48	1204
236801	0	1	113	S	4.8113E+11	POLYGON	32.9447759	-96.8868758	G5030	Block Group 1	1	48	13711
428593	0	2	113	S	4.8113E+11	POLYGON	32.7125543	-96.7889471	G5030	Block Group 2	1	48	8802
251018	0	3	113	S	4.8113E+11	POLYGON	32.7472914	-96.8348249	G5030	Block Group 3	1	48	4700
55575968	6048120	5	113	S	4.8113E+11	POLYGON	32.6073548	-96.5562358	G5030	Block Group 5	1	48	17001
458481	0	2	113	S	4.8113E+11	POLYGON	32.8975333	-96.6156799	G5030	Block Group 2	1	48	18203
486817	0	5	113	S	4.8113E+11	POLYGON	32.8307753	-96.6439055	G5030	Block Group 5	1	48	18001
381733	0	1	113	S	4.8113E+11	POLYGON	32.8535442	-96.9713778	G5030	Block Group 1	1	48	14302
982609	0	1	113	S	4.8113E+11	POLYGON	32.7141664	-96.6527305	G5030	Block Group 1	1	48	11701
574040	0	1	113	S	4.8113E+11	POLYGON	32.9117627	-96.7410578	G5030	Block Group 1	1	48	7810
227515	0	2	113	S	4.8113E+11	POLYGON	32.9079664	-96.7420298	G5030	Block Group 2	1	48	7810
695199	0	3	113	S	4.8113E+11	POLYGON	32.9038019	-96.743357	G5030	Block Group 3	1	48	7810
354878	0	2	113	S	4.8113E+11	POLYGON	32.737287	-96.6919527	G5030	Block Group 2	1	48	9105
620708	0	3	113	S	4.8113E+11	POLYGON	32.7389646	-96.686512	G5030	Block Group 3	1	48	9105
669928	46697	1	113	S	4.8113E+11	POLYGON	32.7453342	-96.6676818	G5030	Block Group 1	1	48	9201
625989	0	2	113	S	4.8113E+11	POLYGON	32.7453741	-96.6784655	G5030	Block Group 2	1	48	9201
687401	0	3	113	S	4.8113E+11	POLYGON	32.7382196	-96.6783713	G5030	Block Group 3	1	48	9201
611392	14813	4	113	S	4.8113E+11	POLYGON	32.7410865	-96.6691918	G5030	Block Group 4	1	48	9201
420756	0	5	113	S	4.8113E+11	POLYGON	32.7360749	-96.6685475	G5030	Block Group 5	1	48	9201
905072	0	1	113	S	4.8113E+11	POLYGON	32.7301796	-96.6682363	G5030	Block Group 1	1	48	9202
960263	0	2	113	S	4.8113E+11	POLYGON	32.7289206	-96.6787388	G5030	Block Group 2	1	48	9202
489654	0	2	113	S	4.8113E+11	POLYGON	32.6505322	-96.8273038	G5030	Block Group 2	1	48	11105
357674	0	3	113	S	4.8113E+11	POLYGON	32.6448529	-96.8262258	G5030	Block Group 3	1	48	11105
840485	0	2	113	S	4.8113E+11	POLYGON	32.6802212	-96.8189647	G5030	Block Group 2	1	48	11200
5874439	0	1	113	S	4.8113E+11	POLYGON	32.6583852	-96.8143419	G5030	Block Group 1	1	48	11200
680497	0	2	113	S	4.8113E+11	POLYGON	32.6780297	-96.8007969	G5030	Block Group 2	1	48	11300
710502	0	3	113	S	4.8113E+11	POLYGON	32.6724244	-96.800108	G5030	Block Group 3	1	48	11300
871414	0	2	113	S	4.8113E+11	POLYGON	32.8896827	-96.7126201	G5030	Block Group 2	1	48	13009
938365	0	1	113	S	4.8113E+11	POLYGON	32.9052469	-96.774643	G5030	Block Group 1	1	48	13101
761546	0	2	113	S	4.8113E+11	POLYGON	32.9048768	-96.7836227	G5030	Block Group 2	1	48	13101
895027	0	3	113	S	4.8113E+11	POLYGON	32.8982167	-96.7794544	G5030	Block Group 3	1	48	13101
630797	12441	1	113	S	4.8113E+11	POLYGON	32.8838147	-96.7798279	G5030	Block Group 1	1	48	13102
451561	0	3	113	S	4.8113E+11	POLYGON	32.8269306	-96.9875873	G5030	Block Group 3	1	48	14405
331721	0	1	113	S	4.8113E+11	POLYGON	32.8265784	-96.9796271	G5030	Block Group 1	1	48	14406
584072	0	2	113	S	4.8113E+11	POLYGON	32.8240067	-96.9871006	G5030	Block Group 2	1	48	14406
816722	0	1	113	S	4.8113E+11	POLYGON	32.8328341	-96.9639116	G5030	Block Group 1	1	48	14501
1756641	2064328	1	113	S	4.8113E+11	POLYGON	32.881115	-96.5354529	G5030	Block Group 1	1	48	18135
284054	0	1	113	S	4.8113E+11	POLYGON	32.8186248	-96.7789515	G5030	Block Group 1	1	48	1002
147272	0	1	113	S	4.8113E+11	POLYGON	32.848812	-96.7627567	G5030	Block Group 1	1	48	7913
571383	0	4	113	S	4.8113E+11	POLYGON	32.8986091	-96.8422107	G5030	Block Group 4	1	48	9609
536154	0	1	113	S	4.8113E+11	POLYGON	32.6581265	-96.8947478	G5030	Block Group 1	1	48	16516
924484	0	1	113	S	4.8113E+11	POLYGON	32.8973198	-96.7457115	G5030	Block Group 1	1	48	7812
817373	0	1	113	S	4.8113E+11	POLYGON	32.897484	-96.7342832	G5030	Block Group 1	1	48	7825
297835	0	4	113	S	4.8113E+11	POLYGON	32.8896879	-96.7393173	G5030	Block Group 4	1	48	7825
