Aland	Awater	Blkgrpce	Countyfp	Funcstat	Geoid	Geometry	Intptlat	Intptlon	Mtfcc	Namelsad	Number of Records	Statefp	Tractce
484940	0	2	113	S	4.8113E+11	POLYGON	32.8901313	-96.7345512	G5030	Block Group 2	1	48	7825
106706	0	3	113	S	4.8113E+11	POLYGON	32.8921583	-96.7299307	G5030	Block Group 3	1	48	7825
481839	0	1	113	S	4.8113E+11	POLYGON	32.8827552	-96.7378559	G5030	Block Group 1	1	48	7824
687686	0	2	113	S	4.8113E+11	POLYGON	32.8743909	-96.7383039	G5030	Block Group 2	1	48	7824
205128	0	1	113	S	4.8113E+11	POLYGON	32.8904787	-96.72821	G5030	Block Group 1	1	48	7827
811982	0	2	113	S	4.8113E+11	POLYGON	32.7281719	-96.691532	G5030	Block Group 2	1	48	9301
2479381	0	2	113	S	4.8113E+11	POLYGON	32.675363	-96.7768149	G5030	Block Group 2	1	48	11401
757405	0	3	113	S	4.8113E+11	POLYGON	32.6732918	-96.7690107	G5030	Block Group 3	1	48	11401
638663	0	2	113	S	4.8113E+11	POLYGON	32.760722	-96.7351267	G5030	Block Group 2	1	48	11500
171704	0	1	113	S	4.8113E+11	POLYGON	32.7635483	-96.7373475	G5030	Block Group 1	1	48	11500
680152	0	2	113	S	4.8113E+11	POLYGON	32.8176229	-96.6782111	G5030	Block Group 2	1	48	12301
258203	0	3	113	S	4.8113E+11	POLYGON	32.8152797	-96.6860987	G5030	Block Group 3	1	48	12301
660586	0	1	113	S	4.8113E+11	POLYGON	32.8104001	-96.6705786	G5030	Block Group 1	1	48	12302
771245	0	2	113	S	4.8113E+11	POLYGON	32.8111025	-96.6785033	G5030	Block Group 2	1	48	12302
423740	0	3	113	S	4.8113E+11	POLYGON	32.8936141	-96.7751936	G5030	Block Group 3	1	48	13105
184054	0	2	113	S	4.8113E+11	POLYGON	32.8851865	-96.7719532	G5030	Block Group 2	1	48	13104
1047888	0	1	113	S	4.8113E+11	POLYGON	32.901105	-96.8151529	G5030	Block Group 1	1	48	13400
418260	0	2	113	S	4.8113E+11	POLYGON	32.9593772	-96.7823977	G5030	Block Group 2	1	48	13607
1944918	0	1	113	S	4.8113E+11	POLYGON	32.9446922	-96.7949101	G5030	Block Group 1	1	48	13608
433856	0	1	113	S	4.8113E+11	POLYGON	32.9354981	-96.7727025	G5030	Block Group 1	1	48	13610
499703	0	3	113	S	4.8113E+11	POLYGON	32.9310595	-96.7740103	G5030	Block Group 3	1	48	13610
669045	0	1	113	S	4.8113E+11	POLYGON	32.8118209	-96.9549855	G5030	Block Group 1	1	48	14901
424277	0	1	113	S	4.8113E+11	POLYGON	32.824738	-96.9724265	G5030	Block Group 1	1	48	15202
363335	0	2	113	S	4.8113E+11	POLYGON	32.7987948	-96.9726427	G5030	Block Group 2	1	48	15204
333577	0	6	113	S	4.8113E+11	POLYGON	32.7843598	-96.9700848	G5030	Block Group 6	1	48	15204
884988	755	4	113	S	4.8113E+11	POLYGON	32.7302258	-96.6176479	G5030	Block Group 4	1	48	17201
15499567	131386	1	113	S	4.8113E+11	POLYGON	32.9521209	-96.5392294	G5030	Block Group 1	1	48	18124
607267	0	5	113	S	4.8113E+11	POLYGON	32.9343537	-96.6438976	G5030	Block Group 5	1	48	19026
113530	0	1	113	S	4.8113E+11	POLYGON	32.8522208	-96.7623577	G5030	Block Group 1	1	48	7909
258974	0	2	113	S	4.8113E+11	POLYGON	32.818635	-96.7572105	G5030	Block Group 2	1	48	1102
593354	0	2	113	S	4.8113E+11	POLYGON	32.9208232	-96.8607174	G5030	Block Group 2	1	48	13804
899620	15027	2	113	S	4.8113E+11	POLYGON	32.654336	-96.9194169	G5030	Block Group 2	1	48	16518
499446	0	1	113	S	4.8113E+11	POLYGON	32.6887037	-96.8515506	G5030	Block Group 1	1	48	11001
175673	0	3	113	S	4.8113E+11	POLYGON	32.8260622	-96.9341273	G5030	Block Group 3	1	48	14702
1096972	1512	3	113	S	4.8113E+11	POLYGON	32.8377251	-96.5877732	G5030	Block Group 3	1	48	18132
356942	0	2	113	S	4.8113E+11	POLYGON	32.8387974	-96.8100559	G5030	Block Group 2	1	48	19502
372070	0	2	113	S	4.8113E+11	POLYGON	32.848749	-96.7824816	G5030	Block Group 2	1	48	19302
591802	0	1	113	S	4.8113E+11	POLYGON	32.8712502	-96.734187	G5030	Block Group 1	1	48	7826
658894	0	3	113	S	4.8113E+11	POLYGON	32.8822446	-96.7545268	G5030	Block Group 3	1	48	7815
498341	0	2	113	S	4.8113E+11	POLYGON	32.8784284	-96.7590462	G5030	Block Group 2	1	48	7815
226130	0	1	113	S	4.8113E+11	POLYGON	32.9368095	-96.8068685	G5030	Block Group 1	1	48	13615
1018132	0	2	113	S	4.8113E+11	POLYGON	32.9430505	-96.8476471	G5030	Block Group 2	1	48	13726
551359	0	1	113	S	4.8113E+11	POLYGON	32.9449816	-96.9013432	G5030	Block Group 1	1	48	13713
551913	0	1	113	S	4.8113E+11	POLYGON	32.8050581	-96.973837	G5030	Block Group 1	1	48	15206
606855	0	2	113	S	4.8113E+11	POLYGON	32.8055667	-96.9670855	G5030	Block Group 2	1	48	15206
743424	0	5	113	S	4.8113E+11	POLYGON	32.7617366	-97.0035848	G5030	Block Group 5	1	48	15401
466057	0	2	113	S	4.8113E+11	POLYGON	32.8264368	-96.9294916	G5030	Block Group 2	1	48	14702
455155	0	1	113	S	4.8113E+11	POLYGON	32.7407843	-96.82747	G5030	Block Group 1	1	48	5000
343342	0	2	113	S	4.8113E+11	POLYGON	32.7401266	-96.834907	G5030	Block Group 2	1	48	5000
617801	0	3	113	S	4.8113E+11	POLYGON	32.7357456	-96.8299349	G5030	Block Group 3	1	48	5000
273378	0	4	113	S	4.8113E+11	POLYGON	32.8539902	-96.7497573	G5030	Block Group 4	1	48	7902
125222	0	2	113	S	4.8113E+11	POLYGON	32.8451146	-96.764327	G5030	Block Group 2	1	48	7914
730725	0	1	113	S	4.8113E+11	POLYGON	32.8416505	-96.7703715	G5030	Block Group 1	1	48	7914
458606	0	1	113	S	4.8113E+11	POLYGON	32.8620025	-96.7796033	G5030	Block Group 1	1	48	7906
314119	0	1	113	S	4.8113E+11	POLYGON	32.8631757	-96.7671707	G5030	Block Group 1	1	48	7912
199463	0	1	113	S	4.8113E+11	POLYGON	32.8627864	-96.7615899	G5030	Block Group 1	1	48	7911
220781	0	2	113	S	4.8113E+11	POLYGON	32.860202	-96.7574539	G5030	Block Group 2	1	48	7911
196244	0	2	113	S	4.8113E+11	POLYGON	32.8590401	-96.7678947	G5030	Block Group 2	1	48	7912
1015833	0	3	113	S	4.8113E+11	POLYGON	32.7309167	-96.7009085	G5030	Block Group 3	1	48	9301
1186883	0	1	113	S	4.8113E+11	POLYGON	32.7184573	-96.6912889	G5030	Block Group 1	1	48	9304
485300	0	2	113	S	4.8113E+11	POLYGON	32.7164448	-96.6965158	G5030	Block Group 2	1	48	9304
159629	0	3	113	S	4.8113E+11	POLYGON	32.7150201	-96.7157623	G5030	Block Group 3	1	48	9304
537408	0	2	113	S	4.8113E+11	POLYGON	32.8726776	-96.8517563	G5030	Block Group 2	1	48	9401
923042	0	1	113	S	4.8113E+11	POLYGON	32.8675517	-96.8435428	G5030	Block Group 1	1	48	9402
1371353	0	1	113	S	4.8113E+11	POLYGON	32.884014	-96.8473735	G5030	Block Group 1	1	48	9500
349702	0	1	113	S	4.8113E+11	POLYGON	32.8365592	-96.6832075	G5030	Block Group 1	1	48	12400
739059	0	4	113	S	4.8113E+11	POLYGON	32.8231216	-96.6877106	G5030	Block Group 4	1	48	12400
467941	0	5	113	S	4.8113E+11	POLYGON	32.8274484	-96.6913431	G5030	Block Group 5	1	48	12400
436683	0	6	113	S	4.8113E+11	POLYGON	32.8232051	-96.6811582	G5030	Block Group 6	1	48	12400
606421	0	1	113	S	4.8113E+11	POLYGON	32.837393	-96.6657284	G5030	Block Group 1	1	48	12500
455163	0	4	113	S	4.8113E+11	POLYGON	32.8262647	-96.6650051	G5030	Block Group 4	1	48	12500
369323	0	3	113	S	4.8113E+11	POLYGON	32.9405848	-96.8960758	G5030	Block Group 3	1	48	13714
702827	0	1	113	S	4.8113E+11	POLYGON	32.9616661	-96.9026497	G5030	Block Group 1	1	48	13717
2328010	468197	4	113	S	4.8113E+11	POLYGON	32.918973	-96.5435122	G5030	Block Group 4	1	48	18124
500971	0	2	113	S	4.8113E+11	POLYGON	32.9585116	-96.8927554	G5030	Block Group 2	1	48	13718
376214	0	3	113	S	4.8113E+11	POLYGON	32.7525171	-97.0198709	G5030	Block Group 3	1	48	15403
988000	0	2	113	S	4.8113E+11	POLYGON	32.7519495	-97.0150418	G5030	Block Group 2	1	48	15500
892314	0	3	113	S	4.8113E+11	POLYGON	32.7508187	-97.0090611	G5030	Block Group 3	1	48	15500
1653870	0	1	113	S	4.8113E+11	POLYGON	32.7581445	-96.9830709	G5030	Block Group 1	1	48	15600
611579	0	3	113	S	4.8113E+11	POLYGON	32.7493394	-96.9823802	G5030	Block Group 3	1	48	15600
2682271	135691	1	113	S	4.8113E+11	POLYGON	32.75781	-96.9664948	G5030	Block Group 1	1	48	15700
476424	0	3	113	S	4.8113E+11	POLYGON	32.7328303	-97.011953	G5030	Block Group 3	1	48	16001
5817028	0	1	113	S	4.8113E+11	POLYGON	32.7238759	-97.0245354	G5030	Block Group 1	1	48	16100
966629	0	1	113	S	4.8113E+11	POLYGON	32.7150452	-96.9983735	G5030	Block Group 1	1	48	16202
472617	0	1	113	S	4.8113E+11	POLYGON	32.7809426	-96.7946192	G5030	Block Group 1	1	48	3101
373022	0	2	113	S	4.8113E+11	POLYGON	32.958458	-96.6779475	G5030	Block Group 2	1	48	19028
688580	0	3	113	S	4.8113E+11	POLYGON	32.8182473	-96.7440799	G5030	Block Group 3	1	48	100
630164	0	2	113	S	4.8113E+11	POLYGON	32.8328878	-96.7571562	G5030	Block Group 2	1	48	201
2997756	0	5	113	S	4.8113E+11	POLYGON	32.8271356	-96.8402081	G5030	Block Group 5	1	48	406
196495	0	4	113	S	4.8113E+11	POLYGON	32.8163653	-96.8246103	G5030	Block Group 4	1	48	404
561560	0	1	113	S	4.8113E+11	POLYGON	32.7393908	-96.8409816	G5030	Block Group 1	1	48	5100
424475	506	2	113	S	4.8113E+11	POLYGON	32.7331115	-96.8455818	G5030	Block Group 2	1	48	5100
540428	0	1	113	S	4.8113E+11	POLYGON	32.7441409	-96.8506027	G5030	Block Group 1	1	48	5200
356229	0	2	113	S	4.8113E+11	POLYGON	32.7391801	-96.8546224	G5030	Block Group 2	1	48	5200
329021	0	3	113	S	4.8113E+11	POLYGON	32.7381578	-96.8504444	G5030	Block Group 3	1	48	5200
243023	0	4	113	S	4.8113E+11	POLYGON	32.7381361	-96.8460772	G5030	Block Group 4	1	48	5200
451191	0	1	113	S	4.8113E+11	POLYGON	32.7380956	-96.8601013	G5030	Block Group 1	1	48	5300
371463	0	2	113	S	4.8113E+11	POLYGON	32.7380201	-96.8662825	G5030	Block Group 2	1	48	5300
305794	0	3	113	S	4.8113E+11	POLYGON	32.7319088	-96.8661821	G5030	Block Group 3	1	48	5300
397039	0	4	113	S	4.8113E+11	POLYGON	32.7320892	-96.8602137	G5030	Block Group 4	1	48	5300
409802	12465	1	113	S	4.8113E+11	POLYGON	32.8573642	-96.7615318	G5030	Block Group 1	1	48	7910
385888	0	2	113	S	4.8113E+11	POLYGON	32.8538325	-96.7678042	G5030	Block Group 2	1	48	7909
87224	0	2	113	S	4.8113E+11	POLYGON	32.8549721	-96.7633134	G5030	Block Group 2	1	48	7910
570800	0	1	113	S	4.8113E+11	POLYGON	32.9127869	-96.8341106	G5030	Block Group 1	1	48	9603
679459	0	1	113	S	4.8113E+11	POLYGON	32.9217201	-96.8074654	G5030	Block Group 1	1	48	9604
309570	0	2	113	S	4.8113E+11	POLYGON	32.9201112	-96.8145506	G5030	Block Group 2	1	48	9604
648600	0	2	113	S	4.8113E+11	POLYGON	32.9059466	-96.8679682	G5030	Block Group 2	1	48	9607
653802	0	3	113	S	4.8113E+11	POLYGON	32.8988564	-96.8671838	G5030	Block Group 3	1	48	9607
626214	0	2	113	S	4.8113E+11	POLYGON	32.8484141	-96.6620956	G5030	Block Group 2	1	48	12601
1157346	8200	2	113	S	4.8113E+11	POLYGON	32.975116	-96.870059	G5030	Block Group 2	1	48	13721
130255	0	2	113	S	4.8113E+11	POLYGON	32.9623571	-96.8516697	G5030	Block Group 2	1	48	13725
860143	0	1	113	S	4.8113E+11	POLYGON	32.6431987	-96.9112092	G5030	Block Group 1	1	48	16509
1352090	0	3	113	S	4.8113E+11	POLYGON	32.6285696	-96.9259025	G5030	Block Group 3	1	48	16509
1261086	0	5	113	S	4.8113E+11	POLYGON	32.6235527	-96.9169492	G5030	Block Group 5	1	48	16509
3848681	4350	1	113	S	4.8113E+11	POLYGON	32.6568255	-96.951742	G5030	Block Group 1	1	48	16510
909206	2344	2	113	S	4.8113E+11	POLYGON	32.6244548	-96.949263	G5030	Block Group 2	1	48	16511
1383778	0	1	113	S	4.8113E+11	POLYGON	32.6447501	-96.9301813	G5030	Block Group 1	1	48	16513
155332	0	2	113	S	4.8113E+11	POLYGON	32.8260827	-96.8198535	G5030	Block Group 2	1	48	601
360165	0	4	113	S	4.8113E+11	POLYGON	32.8038967	-96.7850783	G5030	Block Group 4	1	48	800
371438	0	3	113	S	4.8113E+11	POLYGON	32.8098397	-96.7608231	G5030	Block Group 3	1	48	1400
184057	0	2	113	S	4.8113E+11	POLYGON	32.8028821	-96.7691037	G5030	Block Group 2	1	48	1400
234711	0	3	113	S	4.8113E+11	POLYGON	32.7996075	-96.7801422	G5030	Block Group 3	1	48	1503
221769	0	3	113	S	4.8113E+11	POLYGON	32.799722	-96.7729175	G5030	Block Group 3	1	48	1504
675364	0	1	113	S	4.8113E+11	POLYGON	32.7326779	-96.7891399	G5030	Block Group 1	1	48	5500
668842	0	2	113	S	4.8113E+11	POLYGON	32.7257347	-96.797125	G5030	Block Group 2	1	48	5500
735919	0	3	113	S	4.8113E+11	POLYGON	32.7244294	-96.8059947	G5030	Block Group 3	1	48	5500
630578	0	4	113	S	4.8113E+11	POLYGON	32.7174446	-96.8057074	G5030	Block Group 4	1	48	5500
459485	0	1	113	S	4.8113E+11	POLYGON	32.7184515	-96.821623	G5030	Block Group 1	1	48	5600
377835	0	3	113	S	4.8113E+11	POLYGON	32.7034229	-96.7963786	G5030	Block Group 3	1	48	5700
787182	0	4	113	S	4.8113E+11	POLYGON	32.6990348	-96.8008722	G5030	Block Group 4	1	48	5700
557250	0	1	113	S	4.8113E+11	POLYGON	32.9129639	-96.8423336	G5030	Block Group 1	1	48	9608
603986	0	1	113	S	4.8113E+11	POLYGON	32.9061967	-96.8424543	G5030	Block Group 1	1	48	9609
767754	0	2	113	S	4.8113E+11	POLYGON	32.9057618	-96.8510798	G5030	Block Group 2	1	48	9609
705693	0	2	113	S	4.8113E+11	POLYGON	32.8998001	-96.8853942	G5030	Block Group 2	1	48	9610
518640	0	1	113	S	4.8113E+11	POLYGON	32.9067887	-96.8765825	G5030	Block Group 1	1	48	9611
410921	0	2	113	S	4.8113E+11	POLYGON	32.9017218	-96.8767978	G5030	Block Group 2	1	48	9611
461211	0	3	113	S	4.8113E+11	POLYGON	32.897336	-96.8762066	G5030	Block Group 3	1	48	9611
822524	0	1	113	S	4.8113E+11	POLYGON	32.8914719	-96.875696	G5030	Block Group 1	1	48	9701
899076	0	2	113	S	4.8113E+11	POLYGON	32.8882674	-96.8827484	G5030	Block Group 2	1	48	9701
824229	0	3	113	S	4.8113E+11	POLYGON	32.8840697	-96.8725139	G5030	Block Group 3	1	48	9701
1097224	0	4	113	S	4.8113E+11	POLYGON	32.7087293	-96.67732	G5030	Block Group 4	1	48	11602
3848708	3413	2	113	S	4.8113E+11	POLYGON	32.6926938	-96.6700522	G5030	Block Group 2	1	48	11602
3700782	14662	3	113	S	4.8113E+11	POLYGON	32.6881652	-96.6489905	G5030	Block Group 3	1	48	11602
421083	0	1	113	S	4.8113E+11	POLYGON	32.8499738	-96.643073	G5030	Block Group 1	1	48	12604
445806	0	1	113	S	4.8113E+11	POLYGON	32.8427707	-96.6599529	G5030	Block Group 1	1	48	12603
476198	0	2	113	S	4.8113E+11	POLYGON	32.8390968	-96.6555458	G5030	Block Group 2	1	48	12603
1189376	0	1	113	S	4.8113E+11	POLYGON	32.8584582	-96.6705974	G5030	Block Group 1	1	48	12701
341704	0	2	113	S	4.8113E+11	POLYGON	32.8467179	-96.6805784	G5030	Block Group 2	1	48	12701
342450	0	1	113	S	4.8113E+11	POLYGON	32.8407705	-96.6819509	G5030	Block Group 1	1	48	12702
523322	0	2	113	S	4.8113E+11	POLYGON	32.8385616	-96.6759674	G5030	Block Group 2	1	48	12702
557219	0	6	113	S	4.8113E+11	POLYGON	32.8617126	-96.6778335	G5030	Block Group 6	1	48	12800
1311483	15877	3	113	S	4.8113E+11	POLYGON	32.9373488	-96.8621451	G5030	Block Group 3	1	48	13803
1196535	0	2	113	S	4.8113E+11	POLYGON	32.6535439	-96.9385604	G5030	Block Group 2	1	48	16519
1453160	6964	1	113	S	4.8113E+11	POLYGON	32.6371127	-96.8843163	G5030	Block Group 1	1	48	16606
1389956	3833	4	113	S	4.8113E+11	POLYGON	32.6227101	-96.902566	G5030	Block Group 4	1	48	16606
747835	0	4	113	S	4.8113E+11	POLYGON	32.6086241	-96.8269319	G5030	Block Group 4	1	48	16610
3624163	10511	1	113	S	4.8113E+11	POLYGON	32.5813443	-96.8305804	G5030	Block Group 1	1	48	16611
2572339	689	3	113	S	4.8113E+11	POLYGON	32.5810797	-96.901608	G5030	Block Group 3	1	48	16612
972300	0	1	113	S	4.8113E+11	POLYGON	32.5969031	-96.8538098	G5030	Block Group 1	1	48	16620
168541	0	5	113	S	4.8113E+11	POLYGON	32.7558166	-96.8141917	G5030	Block Group 5	1	48	2000
759330	2154	2	113	S	4.8113E+11	POLYGON	32.7881643	-96.7771851	G5030	Block Group 2	1	48	2200
267304	0	1	113	S	4.8113E+11	POLYGON	32.797231	-96.7590026	G5030	Block Group 1	1	48	2400
278650	0	3	113	S	4.8113E+11	POLYGON	32.7960642	-96.7546801	G5030	Block Group 3	1	48	2400
614923	0	2	113	S	4.8113E+11	POLYGON	32.7871241	-96.7409172	G5030	Block Group 2	1	48	2500
820298	0	3	113	S	4.8113E+11	POLYGON	32.7867447	-96.7494752	G5030	Block Group 3	1	48	2500
854120	0	4	113	S	4.8113E+11	POLYGON	32.7870776	-96.7598608	G5030	Block Group 4	1	48	2500
910059	0	1	113	S	4.8113E+11	POLYGON	32.690506	-96.7958975	G5030	Block Group 1	1	48	5700
536906	0	1	113	S	4.8113E+11	POLYGON	32.7039545	-96.8109444	G5030	Block Group 1	1	48	5901
593138	0	2	113	S	4.8113E+11	POLYGON	32.6952856	-96.8120601	G5030	Block Group 2	1	48	5901
371503	0	3	113	S	4.8113E+11	POLYGON	32.6956676	-96.8063656	G5030	Block Group 3	1	48	5901
600443	0	5	113	S	4.8113E+11	POLYGON	32.6861843	-96.8095078	G5030	Block Group 5	1	48	5901
440970	0	6	113	S	4.8113E+11	POLYGON	32.6864128	-96.8017163	G5030	Block Group 6	1	48	5901
1375473	0	2	113	S	4.8113E+11	POLYGON	32.6928801	-96.8186826	G5030	Block Group 2	1	48	5902
490340	0	2	113	S	4.8113E+11	POLYGON	32.7083324	-96.8337115	G5030	Block Group 2	1	48	6001
308147	0	2	113	S	4.8113E+11	POLYGON	32.7011199	-96.8322575	G5030	Block Group 2	1	48	6002
680485	0	2	113	S	4.8113E+11	POLYGON	32.8370514	-96.7389207	G5030	Block Group 2	1	48	8000
566285	0	3	113	S	4.8113E+11	POLYGON	32.8345179	-96.7477781	G5030	Block Group 3	1	48	8000
706790	0	5	113	S	4.8113E+11	POLYGON	32.8236601	-96.7444395	G5030	Block Group 5	1	48	8000
930432	0	2	113	S	4.8113E+11	POLYGON	32.8269158	-96.7015172	G5030	Block Group 2	1	48	8100
565249	0	5	113	S	4.8113E+11	POLYGON	32.823706	-96.7091606	G5030	Block Group 5	1	48	8100
648529	0	4	113	S	4.8113E+11	POLYGON	32.8597858	-96.6875642	G5030	Block Group 4	1	48	12800
959406	0	1	113	S	4.8113E+11	POLYGON	32.9191988	-96.8682938	G5030	Block Group 1	1	48	13804
700633	0	1	113	S	4.8113E+11	POLYGON	32.9354641	-96.8975544	G5030	Block Group 1	1	48	13901
568856	0	3	113	S	4.8113E+11	POLYGON	32.6640282	-96.7629243	G5030	Block Group 3	1	48	16701
1721248	0	4	113	S	4.8113E+11	POLYGON	32.6565302	-96.7612448	G5030	Block Group 4	1	48	16701
5246126	8272	4	113	S	4.8113E+11	POLYGON	32.6275351	-96.7895817	G5030	Block Group 4	1	48	16703
2603206	0	2	113	S	4.8113E+11	POLYGON	32.6115298	-96.8142543	G5030	Block Group 2	1	48	16703
245651	0	4	113	S	4.8113E+11	POLYGON	32.8095218	-96.7565687	G5030	Block Group 4	1	48	1400
1412684	0	3	113	S	4.8113E+11	POLYGON	32.5988382	-96.772787	G5030	Block Group 3	1	48	16803
271532	0	3	113	S	4.8113E+11	POLYGON	32.8061891	-96.756573	G5030	Block Group 3	1	48	1301
756387	360764	1	113	S	4.8113E+11	POLYGON	32.7757603	-96.731676	G5030	Block Group 1	1	48	2701
447156	25249	2	113	S	4.8113E+11	POLYGON	32.7738368	-96.7396835	G5030	Block Group 2	1	48	2701
315984	0	3	113	S	4.8113E+11	POLYGON	32.7757537	-96.7429995	G5030	Block Group 3	1	48	2701
348471	0	4	113	S	4.8113E+11	POLYGON	32.7769566	-96.7473879	G5030	Block Group 4	1	48	2701
381958	0	1	113	S	4.8113E+11	POLYGON	32.7724993	-96.7526098	G5030	Block Group 1	1	48	2702
378079	0	3	113	S	4.8113E+11	POLYGON	32.6971219	-96.8358818	G5030	Block Group 3	1	48	6002
388622	0	1	113	S	4.8113E+11	POLYGON	32.7272964	-96.8278559	G5030	Block Group 1	1	48	6200
695666	7740	2	113	S	4.8113E+11	POLYGON	32.7303443	-96.8310025	G5030	Block Group 2	1	48	6200
860217	0	3	113	S	4.8113E+11	POLYGON	32.7245815	-96.8353278	G5030	Block Group 3	1	48	6200
385537	0	4	113	S	4.8113E+11	POLYGON	32.7175407	-96.8370755	G5030	Block Group 4	1	48	6200
478942	0	5	113	S	4.8113E+11	POLYGON	32.7162693	-96.8319856	G5030	Block Group 5	1	48	6200
277123	0	2	113	S	4.8113E+11	POLYGON	32.7186085	-96.8449604	G5030	Block Group 2	1	48	6301
237290	0	3	113	S	4.8113E+11	POLYGON	32.7177234	-96.8507286	G5030	Block Group 3	1	48	6301
600868	0	1	113	S	4.8113E+11	POLYGON	32.8465159	-96.699808	G5030	Block Group 1	1	48	8200
502157	0	4	113	S	4.8113E+11	POLYGON	32.8384277	-96.6913428	G5030	Block Group 4	1	48	8200
493127	0	2	113	S	4.8113E+11	POLYGON	32.7783987	-96.7131091	G5030	Block Group 2	1	48	8400
510718	0	6	113	S	4.8113E+11	POLYGON	32.7666157	-96.709693	G5030	Block Group 6	1	48	8400
1530577	14218	7	113	S	4.8113E+11	POLYGON	32.7893433	-96.7204511	G5030	Block Group 7	1	48	8400
1679781	0	1	113	S	4.8113E+11	POLYGON	32.7733805	-96.724254	G5030	Block Group 1	1	48	8400
913381	0	1	113	S	4.8113E+11	POLYGON	32.7742574	-96.6882369	G5030	Block Group 1	1	48	8500
572716	0	1	113	S	4.8113E+11	POLYGON	32.8838316	-96.8602339	G5030	Block Group 1	1	48	9702
464099	0	1	113	S	4.8113E+11	POLYGON	32.8780771	-96.8604127	G5030	Block Group 1	1	48	9802
320067	0	3	113	S	4.8113E+11	POLYGON	32.8716425	-96.8585584	G5030	Block Group 3	1	48	9802
183564	0	4	113	S	4.8113E+11	POLYGON	32.8683795	-96.8628664	G5030	Block Group 4	1	48	9802
499888	0	1	113	S	4.8113E+11	POLYGON	32.8786987	-96.8702659	G5030	Block Group 1	1	48	9803
555754	1327	2	113	S	4.8113E+11	POLYGON	32.8701843	-96.8716044	G5030	Block Group 2	1	48	9804
1065203	503314	1	113	S	4.8113E+11	POLYGON	32.818153	-96.7273705	G5030	Block Group 1	1	48	100
252516	0	1	113	S	4.8113E+11	POLYGON	32.821509	-96.7570033	G5030	Block Group 1	1	48	1102
449418	0	2	113	S	4.8113E+11	POLYGON	32.7865518	-96.8478273	G5030	Block Group 2	1	48	10101
1018618	0	1	113	S	4.8113E+11	POLYGON	32.7830445	-96.8306714	G5030	Block Group 1	1	48	10102
1454172	2206	2	113	S	4.8113E+11	POLYGON	32.7119955	-96.6620633	G5030	Block Group 2	1	48	11701
1618824	13086	3	113	S	4.8113E+11	POLYGON	32.7136634	-96.6720774	G5030	Block Group 3	1	48	11701
1163512	0	1	113	S	4.8113E+11	POLYGON	32.7121616	-96.6351026	G5030	Block Group 1	1	48	11702
1423997	0	2	113	S	4.8113E+11	POLYGON	32.7123774	-96.6436942	G5030	Block Group 2	1	48	11702
647668	0	4	113	S	4.8113E+11	POLYGON	32.9284399	-96.8766812	G5030	Block Group 4	1	48	13902
668256	0	4	113	S	4.8113E+11	POLYGON	32.9206553	-96.8777795	G5030	Block Group 4	1	48	14001
1311131	7955	2	113	S	4.8113E+11	POLYGON	32.8130299	-96.7423381	G5030	Block Group 2	1	48	100
1999766	0	2	113	S	4.8113E+11	POLYGON	32.6078342	-96.6915853	G5030	Block Group 2	1	48	16903
6628368	189530	2	113	S	4.8113E+11	POLYGON	32.6509495	-96.5808175	G5030	Block Group 2	1	48	17001
4046194	33516	3	113	S	4.8113E+11	POLYGON	32.6653224	-96.5915547	G5030	Block Group 3	1	48	17001
4283605	50077	2	113	S	4.8113E+11	POLYGON	32.6784849	-96.5835059	G5030	Block Group 2	1	48	17004
2838326	80768	1	113	S	4.8113E+11	POLYGON	32.7654226	-96.7960139	G5030	Block Group 1	1	48	20400
1580092	0	1	113	S	4.8113E+11	POLYGON	32.7567294	-96.7822121	G5030	Block Group 1	1	48	3400
421956	0	1	113	S	4.8113E+11	POLYGON	32.7670413	-96.7605093	G5030	Block Group 1	1	48	3700
283466	0	4	113	S	4.8113E+11	POLYGON	32.7167548	-96.8545388	G5030	Block Group 4	1	48	6301
288467	0	6	113	S	4.8113E+11	POLYGON	32.709436	-96.8421086	G5030	Block Group 6	1	48	6301
558642	0	1	113	S	4.8113E+11	POLYGON	32.7262509	-96.8422502	G5030	Block Group 1	1	48	6302
566049	0	2	113	S	4.8113E+11	POLYGON	32.7268112	-96.8493335	G5030	Block Group 2	1	48	6302
513940	0	3	113	S	4.8113E+11	POLYGON	32.7222588	-96.850796	G5030	Block Group 3	1	48	6302
323968	0	3	113	S	4.8113E+11	POLYGON	32.7278224	-96.8715236	G5030	Block Group 3	1	48	6402
394842	0	2	113	S	4.8113E+11	POLYGON	32.7253	-96.8664104	G5030	Block Group 2	1	48	6401
299530	0	1	113	S	4.8113E+11	POLYGON	32.7241043	-96.8760542	G5030	Block Group 1	1	48	6402
300212	0	3	113	S	4.8113E+11	POLYGON	32.7316505	-96.8801931	G5030	Block Group 3	1	48	6501
583834	0	1	113	S	4.8113E+11	POLYGON	32.7283129	-96.8943868	G5030	Block Group 1	1	48	6501
391104	0	2	113	S	4.8113E+11	POLYGON	32.7263609	-96.8867638	G5030	Block Group 2	1	48	6502
454422	0	2	113	S	4.8113E+11	POLYGON	32.7850538	-96.8401506	G5030	Block Group 2	1	48	10102
306532	0	3	113	S	4.8113E+11	POLYGON	32.7803779	-96.8399024	G5030	Block Group 3	1	48	10102
597532	0	1	113	S	4.8113E+11	POLYGON	32.7904779	-96.8799092	G5030	Block Group 1	1	48	10500
