"","origin","Jobs"
"169",481130046002,63078
"170",481130047001,140940
"171",481130047002,126552
"172",481130047003,163573
"173",481130048001,177158
"174",481130048002,167959
"175",481130048003,174842
"176",481130048004,56581
"177",481130049001,44232
"178",481130049002,9919
"179",481130049003,43693
"180",481130049004,7591
"181",481130050001,130776
"182",481130050002,152854
"183",481130050003,84352
"184",481130051001,62690
"185",481130051002,63883
"186",481130052001,62232
"187",481130052002,30669
"188",481130052003,27214
"189",481130052004,61264
"190",481130053001,23599
"191",481130053002,18124
"192",481130053003,21482
"193",481130053004,23498
"194",481130053005,22259
"195",481130054001,53395
"196",481130054002,58763
"197",481130054003,54322
"198",481130054004,59281
"199",481130055001,5294
"200",481130055002,16354
"201",481130055003,20998
"202",481130055004,19619
"203",481130056001,25998
"204",481130056002,21556
"205",481130056003,21275
"206",481130056004,52479
"207",481130057001,4277
"208",481130057002,11295
"209",481130057003,5783
"210",481130057004,3894
"211",481130059011,9646
"212",481130059012,6629
"213",481130059013,5428
"214",481130059014,3683
"215",481130059015,5232
"216",481130059016,5349
"217",481130059021,8277
"218",481130059022,4206
"219",481130060011,21249
"220",481130060012,21548
"221",481130060013,56491
"222",481130060021,3054
"223",481130060022,4204
"224",481130060023,3307
"225",481130061001,10891
"226",481130061002,6478
"227",481130062001,57694
"228",481130062002,56412
"229",481130062003,62177
"230",481130062004,61353
"231",481130062005,57754
"232",481130063011,28065
"233",481130063012,31210
"234",481130063013,27419
"235",481130063014,22237
"236",481130063015,6687
"237",481130063016,25963
"238",481130063021,62723
"239",481130063022,27549
"240",481130063023,34640
"241",481130064011,23875
"242",481130064012,12851
"243",481130064021,13555
"244",481130064022,26598
"245",481130064023,18872
"246",481130064024,26416
"247",481130065011,10353
"248",481130065012,10385
"249",481130065013,9371
"250",481130065021,8623
"251",481130065022,11563
"252",481130065023,25176
"253",481130067001,18767
"254",481130067002,18623
"255",481130067003,16975
"256",481130067004,17816
"257",481130068001,30829
"258",481130068002,63562
"259",481130068003,56041
"260",481130069001,57364
"261",481130069002,83151
"262",481130069003,71773
"263",481130071011,13016
"264",481130071012,13797
"265",481130071021,11921
"266",481130071022,19976
"267",481130071023,110422
"268",481130071024,35141
"269",481130071025,41933
"270",481130072011,12578
"271",481130072012,17405
"272",481130072013,12895
"273",481130072014,30766
"274",481130072015,29478
"275",481130072021,16757
"276",481130072022,18367
"277",481130072023,28312
"278",481130072024,18319
"279",481130072025,27731
"280",481130073011,14382
"281",481130073012,33874
"282",481130073021,17257
"283",481130073022,16658
"284",481130073023,17783
"285",481130073024,21712
"286",481130076011,2446
"287",481130076012,4892
"288",481130076041,7245
"289",481130076042,12033
"290",481130076043,23293
"291",481130076051,1926
"292",481130076052,46516
"293",481130077001,17097
"294",481130077002,48409
"295",481130077003,34335
"296",481130077004,39595
"297",481130078011,60627
"298",481130078012,31704
"299",481130078041,35422
"300",481130078042,34968
"301",481130078043,58073
"302",481130078044,40780
"303",481130078051,56484
"304",481130078052,15214
"305",481130078053,48267
"306",481130078091,48824
"307",481130078092,34761
"308",481130078101,43454
"309",481130078102,93493
"310",481130078103,22035
"311",481130078104,34483
"312",481130078111,26614
"313",481130078112,32923
"314",481130078113,33416
"315",481130078114,23474
"316",481130078121,23614
"317",481130078122,17851
"318",481130078151,67461
"319",481130078152,79249
"320",481130078153,66995
"321",481130078181,61395
"322",481130078182,62717
"323",481130078183,69240
"324",481130078184,59433
"325",481130078191,60265
"326",481130078192,75412
"327",481130078201,60210
"328",481130078202,65680
"329",481130078203,58893
"330",481130078211,56794
"331",481130078212,65335
"332",481130078213,50793
"333",481130078221,64628
"334",481130078222,56734
"335",481130078231,28599
"336",481130078232,54239
"337",481130078233,59473
"338",481130078241,34724
"339",481130078242,28441
"340",481130078251,15257
"341",481130078252,16700
"342",481130078253,7509
"343",481130078254,23012
"344",481130078255,36527
"345",481130078261,43084
"346",481130078271,36680
"347",481130078272,23145
"348",481130078273,21023
"349",481130079021,33079
"350",481130079022,36106
"351",481130079023,18608
"352",481130079024,44985
"353",481130079025,23859
"354",481130079031,41844
"355",481130079032,48252
"356",481130079061,54384
"357",481130079062,70135
"358",481130079091,51804
"359",481130079092,76436
"360",481130079101,48299
"361",481130079102,54825
"362",481130079111,41838
"363",481130079112,41139
"364",481130079121,100007
"365",481130079122,138219
"366",481130079131,46834
"367",481130079132,69308
"368",481130079133,131948
"369",481130079141,131205
"370",481130079142,67974
"371",481130080001,2885
"372",481130080002,2897
"373",481130080003,12624
"374",481130080004,66
"375",481130080005,14113
"376",481130080006,27843
"377",481130081001,4623
"378",481130081002,16264
"379",481130081003,7751
"380",481130081004,9506
"381",481130081005,14505
"382",481130082001,7847
"383",481130082002,15633
"384",481130082003,19286
"385",481130082004,20287
"386",481130084001,8255
"387",481130084002,17883
"388",481130084003,12391
"389",481130084004,8804
"390",481130084005,18749
"391",481130084006,19295
"392",481130084007,10931
"393",481130085001,20256
"394",481130085002,18501
"395",481130085003,16470
"396",481130085004,20664
"397",481130086031,1929
"398",481130086032,7441
"399",481130086041,3521
"400",481130086042,2083
"401",481130087011,2391
"402",481130087012,3016
"403",481130087013,1953
"404",481130087014,4665
"405",481130087015,2864
"406",481130087031,3043
"407",481130087032,3547
"408",481130087041,3166
"409",481130087042,4985
"410",481130087043,1909
"411",481130087051,996
"412",481130087052,2350
"413",481130088011,2122
"414",481130088012,5343
"415",481130088013,10391
"416",481130088021,4612
"417",481130088022,3780
"418",481130088023,6092
"419",481130088024,4871
"420",481130088025,4524
"421",481130088026,3272
"422",481130089001,109844
"423",481130089002,54991
"424",481130089003,16136
"425",481130090001,5977
"426",481130090002,15968
"427",481130090003,14926
"428",481130090004,11689
"429",481130090005,20454
"430",481130091011,8060
"431",481130091012,8390
"432",481130091013,15039
"433",481130091014,17027
"434",481130091031,5855
"435",481130091032,8126
"436",481130091041,8585
"437",481130091042,15742
"438",481130091051,5933
"439",481130091052,7782
"440",481130091053,16674
"441",481130092011,12081
"442",481130092012,9232
"443",481130092013,8892
"444",481130092014,11983
"445",481130092015,13148
"446",481130092021,8072
"447",481130092022,12176
"448",481130092023,9079
"449",481130093011,12428
"450",481130093012,4200
"451",481130093013,6998
"452",481130093031,2900
"453",481130093032,2900
"454",481130093033,3197
"455",481130093041,6072
"456",481130093042,4800
"457",481130093043,3545
"458",481130093044,3959
"459",481130094011,31958
"460",481130094012,19859
"461",481130094013,21629
"462",481130094021,18196
"463",481130094022,14251
"464",481130095001,12935
"465",481130095002,2829
"466",481130096031,44490
"467",481130096032,39146
"468",481130096033,142412
"469",481130096041,51076
"470",481130096042,52457
"471",481130096043,52398
"472",481130096044,49944
"473",481130096051,22393
"474",481130096052,23663
"475",481130096071,15363
"476",481130096072,21388
"477",481130096073,21321
"478",481130096081,40686
"479",481130096082,35968
"480",481130096083,17932
"481",481130096091,41535
"482",481130096092,34164
"483",481130096093,23407
"484",481130096094,10211
"485",481130096101,26502
"486",481130096102,26552
"487",481130096103,21337
"488",481130096111,23088
"489",481130096112,20115
"490",481130096113,23500
"491",481130097011,24238
"492",481130097012,25629
"493",481130097013,18589
"494",481130097021,19720
"495",481130097022,14140
"496",481130098021,22659
"497",481130098022,21468
"498",481130098023,23334
"499",481130098024,21355
"500",481130098025,39391
"501",481130098031,23026
"502",481130098032,18219
"503",481130098033,22894
"504",481130098041,18870
"505",481130098042,3333
"506",481130098043,16894
"507",481130098044,20189
"508",481130099001,36
"509",481130099002,39533
"510",481130100001,183793
"511",481130100002,123898
"512",481130101011,77450
"513",481130101012,151757
"514",481130101013,211850
"515",481130101021,202845
"516",481130101022,178090
"517",481130101023,182925
"518",481130105001,186131
"519",481130105002,50007
"520",481130106011,15546
"521",481130106012,11995
"522",481130106013,13302
"523",481130106021,6683
"524",481130106022,12417
"525",481130107011,7488
"526",481130107012,8792
"527",481130107031,1548
"528",481130107032,33
"529",481130107041,8120
"530",481130107042,615
"531",481130108011,9522
"532",481130108012,5768
"533",481130108013,7898
"534",481130108014,1447
"535",481130108031,7214
"536",481130108032,8443
"537",481130108033,3138
"538",481130108034,5488
"539",481130108035,8473
"540",481130108036,15971
"541",481130108041,10251
"542",481130108042,10264
"543",481130108051,11201
"544",481130108052,12753
"545",481130108053,10129
"546",481130109021,9971
"547",481130109022,10408
"548",481130109023,10378
"549",481130109031,17458
"550",481130109032,4888
"551",481130109041,5314
"552",481130109042,15735
"553",481130110011,15449
"554",481130110012,3280
"555",481130110013,10572
"556",481130110014,8156
"557",481130110015,4369
"558",481130110016,2814
"559",481130110021,1632
"560",481130110022,3213
"561",481130110023,3025
"562",481130111011,1437
"563",481130111012,3253
"564",481130111013,8467
"565",481130111031,2043
"566",481130111032,3499
"567",481130111033,3190
"568",481130111041,3952
"569",481130111042,9689
"570",481130111043,9155
"571",481130111044,8372
"572",481130111051,2512
"573",481130111052,8454
"574",481130111053,8344
"575",481130112001,956
"576",481130112002,4114
"577",481130112003,4064
"578",481130113001,777
"579",481130113002,3136
"580",481130113003,2036
"581",481130114011,495
"582",481130114012,729
"583",481130114013,992
"584",481130115001,5796
"585",481130115002,5796
"586",481130115003,13721
"587",481130115004,9
"588",481130116011,4495
"589",481130116012,25
"590",481130116021,587
"591",481130116022,155
"592",481130116023,276
"593",481130116024,2767
"594",481130117011,3820
"595",481130117012,5181
"596",481130117013,3230
"597",481130117014,3184
"598",481130117021,529
"599",481130117022,529
"600",481130117023,2520
"601",481130118001,2675
"602",481130118002,4197
"603",481130118003,5952
"604",481130118004,3783
"605",481130118005,2797
"606",481130119001,3863
"607",481130119002,7912
"608",481130119003,10426
"609",481130119004,4047
"610",481130119005,1524
"611",481130119006,3046
"612",481130120001,10746
"613",481130120002,18076
"614",481130120003,8689
"615",481130120004,7414
"616",481130121001,16252
"617",481130121002,10301
"618",481130121003,10531
"619",481130122041,80574
"620",481130122042,55791
"621",481130122043,80442
"622",481130122044,22562
"623",481130122045,81304
"624",481130122061,86787
"625",481130122062,11435
"626",481130122063,8690
"627",481130122071,15570
"628",481130122072,31233
"629",481130122073,18013
"630",481130122081,111763
"631",481130122082,112429
"632",481130122091,23042
"633",481130122092,105734
"634",481130122101,17225
"635",481130122102,10090
"636",481130122111,8461
"637",481130122112,22636
"638",481130122113,18914
"639",481130123011,8827
"640",481130123012,16628
"641",481130123013,23408
"642",481130123021,10378
"643",481130123022,18377
"644",481130123023,18896
"645",481130124001,7278
"646",481130124002,13672
"647",481130124003,10983
"648",481130124004,19363
"649",481130124005,11244
"650",481130124006,28696
"651",481130125001,6781
"652",481130125002,3908
"653",481130125003,4786
"654",481130125004,2274
"655",481130125005,4226
"656",481130126011,7535
"657",481130126012,6206
"658",481130126013,2529
"659",481130126031,6712
"660",481130126032,1963
"661",481130126041,2978
"662",481130126042,1863
"663",481130127011,11838
"664",481130127012,10140
"665",481130127013,6827
"666",481130127014,6354
"667",481130127021,9716
"668",481130127022,11781
"669",481130127023,6463
"670",481130128001,8937
"671",481130128002,16604
"672",481130128003,10176
"673",481130128004,12381
"674",481130128005,15692
"675",481130128006,28258
"676",481130129001,18454
"677",481130129002,8670
"678",481130129003,12270
"679",481130129004,11946
"680",481130129005,11508
"681",481130130041,21834
"682",481130130042,21447
"683",481130130043,22813
"684",481130130044,5665
"685",481130130045,8701
"686",481130130051,28631
"687",481130130052,8317
"688",481130130053,13523
"689",481130130054,13760
"690",481130130071,10993
"691",481130130072,15095
"692",481130130073,13569
"693",481130130081,28488
"694",481130130082,23053
"695",481130130091,34718
"696",481130130092,29062
"697",481130130093,23661
"698",481130130101,26232
"699",481130130102,27562
"700",481130130103,28811
"701",481130130111,25820
"702",481130130112,26875
"703",481130130113,28645
"704",481130131011,50374
"705",481130131012,42111
"706",481130131013,13748
"707",481130131021,19432
"708",481130131022,12327
"709",481130131041,33209
"710",481130131042,35876
"711",481130131051,27633
"712",481130131052,28706
"713",481130131053,28256
"714",481130131054,29395
"715",481130132001,47153
"716",481130132002,73184
"717",481130132003,28144
"718",481130132004,81321
"719",481130133001,81212
"720",481130133002,17654
"721",481130134001,23405
"722",481130134002,45562
"723",481130135001,11866
"724",481130135002,3590
"725",481130136051,27038
"726",481130136052,24109
"727",481130136053,7482
"728",481130136054,32238
"729",481130136061,10797
"730",481130136062,10450
"731",481130136063,58790
"732",481130136071,39341
"733",481130136072,9409
"734",481130136073,31664
"735",481130136074,31612
"736",481130136081,17880
"737",481130136082,33321
"738",481130136091,33616
"739",481130136092,40898
"740",481130136093,42606
"741",481130136101,35391
"742",481130136102,44113
"743",481130136103,27167
"744",481130136104,28085
"745",481130136111,26615
"746",481130136112,26980
"747",481130136151,97887
"748",481130136152,58923
"749",481130136153,80557
"750",481130136161,38934
"751",481130136163,56991
"752",481130136171,2310
"753",481130136172,27263
"754",481130136173,37835
"755",481130136181,24364
"756",481130136182,24029
"757",481130136191,28583
"758",481130136192,28402
"759",481130136193,36617
"760",481130136201,47146
"761",481130136202,40778
"762",481130136203,33390
"763",481130136211,38371
"764",481130136212,51613
"765",481130136213,53109
"766",481130136221,69506
"767",481130136222,55292
"768",481130136231,50076
"769",481130136232,76829
"770",481130136233,98663
"771",481130136241,137
"772",481130136242,81548
"773",481130136243,110
"774",481130136251,79717
"775",481130136252,433
"776",481130136261,67209
"777",481130136262,61941
"778",481130137221,16882
"779",481130137271,26835
"780",481130138062,37806
"781",481130140011,15291
"782",481130140021,1592
"783",481130141271,383
"784",481130141381,36
"785",481130141382,36
"786",481130142064,475
"787",481130163012,2
"788",481130165021,8071
"789",481130165101,128
"790",481130165102,190
"791",481130165103,129
"792",481130165104,5148
"793",481130165111,5129
"794",481130165112,89
"795",481130165201,7896
"796",481130165202,2099
"797",481130165203,6998
"798",481130165211,5016
"799",481130165212,3256
"800",481130166051,484
"801",481130166052,8530
"802",481130166061,15258
"803",481130166071,14030
"804",481130166072,14024
"805",481130166073,14916
"806",481130167011,457
"807",481130167012,825
"808",481130167013,851
"809",481130167014,628
"810",481130167031,806
"811",481130167033,223
"812",481130170013,424
"813",481130170014,10
"814",481130170033,77
"815",481130170041,63
"816",481130170042,736
"817",481130170043,62
"818",481130171011,356
"819",481130171012,740
"820",481130171021,22
"821",481130171022,232
"822",481130176051,2334
"823",481130176052,7170
"824",481130178051,9559
"825",481130178052,17746
"826",481130178062,6405
"827",481130179002,1512
"828",481130179003,4042
"829",481130180013,1333
"830",481130181301,203
"831",481130185031,30905
"832",481130185032,31693
"833",481130185033,14
"834",481130185051,31296
"835",481130185052,29729
"836",481130185061,32634
"837",481130185062,34103
"838",481130190161,27163
"839",481130190162,51212
"840",481130190163,104364
"841",481130190181,9204
"842",481130190182,11975
"843",481130190183,25895
"844",481130190191,15437
"845",481130190192,27056
"846",481130190193,28066
"847",481130190194,28918
"848",481130190341,15132
"849",481130190342,46174
"850",481130190351,31085
"851",481130190352,35552
"852",481130190353,29490
"853",481130190401,37095
"854",481130190411,43797
"855",481130190412,36991
"856",481130190413,52387
"857",481130192051,3388
"858",481130192081,47661
"859",481130192082,42872
"860",481130192083,40293
"861",481130192121,35265
"862",481130192122,41260
"863",481130192123,39941
"864",481130192131,35441
"865",481130192132,43615
"866",481130193021,54002
"867",481130195023,21403
"868",481130198001,117559
"869",481130199003,10789
"870",481130202001,2882
"871",481130202002,364
"872",481130202003,128
"873",481130203001,175802
"874",481130203002,174507
"875",481130203003,174491
"876",481130204001,136419
"877",481130204002,174763
"878",481130204003,304822
"879",481130205001,102220
"880",481130205002,6928
"881",481130206001,22362
"882",481130206002,5707
"883",481139801001,23828
