origin,Jobs,%_accesible
481130001001,2796,0.5417491755569592
481130001002,7743,1.5002731996915364
481130001003,8733,1.6920942597063393
481130002011,26577,5.1495235474883065
481130002012,35379,6.854987153801738
481130002013,41181,7.979174820676373
481130002021,60689,11.759018496200394
481130002022,49779,9.645111663107967
481130002023,49542,9.599190863892302
481130003001,55273,10.709621666866884
481130003002,55527,10.758836363072701
481130003003,59429,11.514882601636097
481130004011,113280,21.948979473208993
481130004012,59306,11.491050288119107
481130004013,68545,13.281186422944124
481130004041,65925,12.773538769167574
481130004042,87643,16.981589053411508
481130004043,39708,7.6937683344119225
481130004044,55205,10.696446078906272
481130004051,59912,11.608468027885745
481130004052,66867,12.956059414151355
481130004061,50358,9.757297919419655
481130004062,46217,8.954943364347635
481130004063,35870,6.950122649223221
481130004064,43782,8.48314106016981
481130004065,52168,10.10800106954773
481130005001,70270,13.615420088121432
481130005002,72577,14.062421285549867
481130005003,71009,13.758607727869856
481130005004,81635,15.817487105362076
481130006011,53799,10.424021421955954
481130006012,44322,8.587770729268794
481130006013,70100,13.5824811182199
481130006014,46144,8.940798983154624
481130006015,52554,10.182791907088854
481130006031,54066,10.475754980566007
481130006032,48816,9.458522086548113
481130006033,59696,11.566616160246152
481130006034,79777,15.457483540202983
481130006051,86965,16.850220691098343
481130006052,85292,16.52606247553797
481130006061,73559,14.252692276392834
481130006062,87931,17.037391543597632
481130006063,97367,18.86569813177913
481130007011,92220,17.868422378348633
481130007012,103255,20.00654904225101
481130007021,66428,12.870999368346814
481130007022,60127,11.650126136878857
481130007023,70796,13.717337136169702
481130008001,60320,11.68752155564942
481130008002,66789,12.940946239725948
481130008003,67384,13.05623263438131
481130008004,94044,18.22183814952742
481130008005,90211,17.479161257571118
481130009001,57767,11.192855731187004
481130009002,59320,11.493762909169822
481130009003,62138,12.039774774949333
481130009004,78086,15.12983766900598
481130010011,63290,12.26298473569383
481130010012,51168,9.91424242306813
481130010021,53769,10.418208662561566
481130010022,75831,14.692911921194481
481130011011,86428,16.746172297938795
481130011012,57942,11.226763494320933
481130011013,61689,11.952777142679992
481130011021,25172,4.8772926491844695
481130011022,33795,6.548073457778053
481130011023,62051,12.022917772705608
481130012021,6281,1.2169980585383622
481130012022,38456,7.451182509019465
481130012023,14876,2.882353625030517
481130012031,64811,12.557691636989302
481130012032,50702,9.823950893808636
481130012041,37437,7.253742448256753
481130012042,38873,7.531979864601459
481130013011,37177,7.203365200172057
481130013012,23821,4.615524717790532
481130013013,53110,10.290521714531511
481130013021,58690,11.371694961887673
481130013022,79431,15.39044304852104
481130013023,53916,10.446691183594067
481130014001,70838,13.725474999321847
481130014002,83112,16.103668626212446
481130014003,55102,10.676488938318872
481130014004,57402,11.122133825221951
481130015021,54597,10.578640821846674
481130015022,92821,17.984871324882874
481130015023,74141,14.36545980864396
481130015024,77369,14.990912719480107
481130015031,79030,15.31274583128272
481130015032,85523,16.570820722874757
481130015033,109825,21.279543349621978
481130015041,85794,16.623329316070727
481130015042,91453,17.71980949649878
481130015043,85477,16.561907825136696
481130015044,101200,19.608375023735434
481130016001,109510,21.218509375980904
481130016002,106330,20.60235688017578
481130017011,128005,24.80207554262109
481130017031,89089,17.26176405622101
481130017032,94572,18.324142714868653
481130017033,87611,16.975388776724163
481130017041,107106,20.752713589843946
481130017042,95187,18.443304282453603
481130018001,113576,22.006332032566952
481130018002,97799,18.94940186705832
481130019001,112533,21.804241764288733
481130019002,105680,20.47641375996404
481130020001,40052,7.760421308800905
481130020002,67249,13.030075217106562
481130020003,69562,13.478238966413878
481130020004,52480,10.168453767249364
481130020005,69489,13.464094585220865
481130021001,129736,25.137471759677275
481130021002,134156,25.993884977117105
481130022001,102681,19.89533157917172
481130022002,69434,13.453437859664488
481130024001,61626,11.940570347951777
481130024002,72278,14.004487450252467
481130024003,66316,12.849298399941098
481130025001,15010,2.908317283658783
481130025002,13329,2.582608998926577
481130025003,37881,7.339771287293695
481130025004,77819,15.078104110395927
481130027011,3454,0.6692423649405355
481130027012,3366,0.6521916040503307
481130027013,11132,2.1569212526108976
481130027014,10920,2.115844419557223
481130027021,18416,3.568259233568298
481130027022,8220,1.5926960740623048
481130031011,138965,26.925670308037496
481130031012,142499,27.610413364696402
481130034001,43207,8.37172983844404
481130034002,53822,10.428477870824986
481130037001,40069,7.763715205791058
481130037002,55500,10.753604879617754
481130037003,32654,6.326994842144831
481130037004,39858,7.722832131383862
481130038001,31223,6.049726219032524
481130038002,15291,2.9627634633195505
481130038003,33084,6.410311060131059
481130039011,9636,1.8670583174774176
481130039012,9227,1.7878110310672615
481130039021,13705,2.6554622500029064
481130039022,18499,3.5843412012261044
481130040001,23792,4.609905717042623
481130040002,1530,0.2964507291137867
481130041001,30240,5.859261469543078
481130041002,27074,5.2458215947886675
481130042011,56933,11.031261020023019
481130042012,35893,6.954579098092252
481130042013,66425,12.870418092407373
481130042014,50756,9.834413860718534
481130042015,49524,9.595703208255667
481130042021,64869,12.568929638485118
481130042022,33351,6.462044618741111
481130042023,29238,5.66511530577052
481130043001,78348,15.180602434383633
481130043002,70290,13.619295261051024
481130043003,39695,7.691249472007689
481130044001,65247,12.642170406854406
481130044002,39012,7.558912316462123
481130044003,46672,9.043103548495852
481130045001,38498,7.459320372171609
481130045002,17846,3.4578168050749265
481130045003,18256,3.5372578501315624
481130045004,16009,3.1018821714919027
481130046001,56063,10.862690997585766
481130046002,34535,6.691454856172957
481130047001,54504,10.560621267724073
481130047002,49824,9.653830802199547
481130047003,66989,12.979697969021867
481130048001,67478,13.074445947150393
481130048002,64879,12.570867224949914
481130048003,66074,12.802408807493034
481130048004,29371,5.6908852057523065
481130049001,21129,4.093926441467451
481130049002,7479,1.449120917020922
481130049003,21303,4.127640445954901
481130049004,5498,1.0652850383448362
481130050001,51034,9.888278764439864
481130050002,62697,12.148085858331429
481130050003,37624,7.289975315148438
481130051001,33432,6.477739069105959
481130051002,35320,6.843555393659442
481130052001,34218,6.6300333652389245
481130052002,21405,4.14740382789582
