,workforce,GeoId
1422,1778,481130137191
1423,643,481130142032
1424,1470,481130142033
1425,562,481130142031
1426,710,481130149021
1427,1212,481130149022
1428,1021,481130172014
1429,588,481130172011
1430,600,481130172015
1431,543,481130172013
1432,982,481130172012
1433,1876,481130167041
1434,1340,481130167042
1435,1119,481130059021
1436,2134,481130059022
1437,822,481130190142
1438,1289,481130190144
1439,1333,481130190143
1440,1814,481130190202
1441,815,481130190201
1442,205,481130020003
1443,1251,481130020005
1444,1872,481130020001
1445,685,481130020002
1446,971,481130020004
1447,1136,481130071011
1448,569,481130071012
1449,1268,481130078051
1450,797,481130181264
1451,1352,481130181262
1452,1096,481130181265
1453,1194,481130181263
1454,824,481130181261
1455,688,481130078052
1456,907,481130078053
1457,1016,481130105001
1458,869,481130105002
1459,572,481130131012
1460,795,481130131013
1461,912,481130131011
1462,2088,481130137222
1463,1582,481130137221
1464,614,481130062002
1465,757,481130193013
1466,561,481130193023
1467,764,481130193011
1468,706,481130193012
1469,2240,481130193024
1470,1051,481130193022
1471,752,481130193021
1472,972,481130003001
1473,1276,481130003003
1474,1366,481130003002
1475,725,481130006033
1476,1192,481130006032
1477,1427,481130006034
1478,731,481130006031
1479,1893,481130005003
1480,817,481130009001
1481,425,481130009003
1482,1308,481130009002
1483,1573,481130009004
1484,259,481130013022
1485,801,481130013023
1486,678,481130013021
1487,728,481130014002
1488,1169,481130014001
1489,874,481130014003
1490,470,481130014004
1491,1471,481130044002
1492,686,481130044001
1493,781,481130044003
1494,777,481130046001
1495,713,481130046002
1496,1523,481130190291
1497,2223,481130190293
1498,1321,481130190292
1499,457,481130192043
1500,1017,481130192042
1501,2647,481130192045
1502,1037,481130192041
1503,1290,481130192044
1504,799,481130054003
1505,824,481130127022
1506,971,481130127023
1507,2361,481130123021
1508,1089,481130123023
1509,620,481130127021
1510,563,481130130054
1511,397,481130130053
1512,644,481130130051
1513,998,481130130052
1514,1958,481130130082
1515,925,481130130081
1516,816,481130134002
1517,773,481130134001
1518,641,481130136102
1519,1115,481130136101
1520,1063,481130136104
1521,1195,481130136103
1522,1456,481130136111
1523,557,481130136152
1524,1572,481130136151
1525,1861,481130109042
1526,604,481130109041
1527,804,481130176061
1528,1176,481130176062
1529,1103,481130141272
1530,1336,481130141273
1531,4619,481130141271
1532,811,481130207001
1533,2277,481130207002
1534,904,481130207003
1535,2541,481130200002
1536,887,481130200001
1537,1042,481130202003
1538,610,481130202001
1539,1475,481130202002
1540,732,481130201001
1541,1044,481130201002
1542,931,481130130113
1543,732,481130206001
1544,1201,481130206002
1545,1435,481130130111
1546,1324,481130130112
1547,2064,481130185061
1548,1177,481130136221
1549,1748,481130136212
1550,1229,481130136222
1551,798,481130079122
1552,942,481130079121
1553,1101,481130078221
1554,176,481130078222
1555,210,481130078233
1556,492,481130078232
1557,503,481130078231
1558,1636,481130190403
1559,1808,481130190402
1560,1356,481130078211
1561,783,481130039011
1562,1132,481130021002
1563,1331,481130031012
1564,1472,481130126013
1565,360,481130147032
1566,875,481130130102
1567,1746,481130130101
1568,943,481130130103
1569,2974,481130126042
1570,441,481130188022
1571,895,481130141213
1572,1087,481130141212
1573,1741,481130141214
1574,1535,481130165232
1575,350,481130165233
1576,1406,481130165231
1577,444,481130165234
1578,474,481130143113
1579,1286,481130165222
1580,1321,481130165221
1581,1347,481130143112
1582,1694,481130143111
1583,2533,481130141291
1584,1400,481130141292
1585,909,481130141283
1586,805,481130141281
1587,1165,481130141282
1588,607,481130141362
1589,1392,481130141364
1590,1103,481130141363
1591,699,481130141332
1592,1685,481130141333
1593,1492,481130141331
1594,419,481130190194
1595,2632,481130170043
1596,2089,481130165104
1597,2358,481130165103
1598,1949,481130181184
1599,2681,481130165143
1600,1520,481130190183
1601,2705,481130190352
1602,1669,481130190353
1603,1258,481130185033
1604,1631,481130096032
1605,2509,481130141371
1606,2549,481130141372
1607,900,481130136112
1608,2019,481130136153
1609,1283,481130177024
1610,1006,481130173064
1611,1338,481130173063
1612,1446,481130190421
1613,2539,481130190422
1614,2265,481130190432
1615,2607,481130190433
1616,1821,481130190431
1617,1809,481130181403
1618,1053,481130181401
1619,0,481139800001
1620,1649,481130141343
1621,930,481130141341
1622,699,481130141342
1623,1018,481130141353
1624,897,481130141352
1625,1629,481130141351
1626,1052,481130141313
1627,1004,481130141312
1628,644,481130141314
1629,646,481130141311
1630,486,481130141322
1631,1231,481130141321
1632,2325,481130185051
1633,839,481130185052
1634,431,481130136251
1635,987,481130072024
1636,1796,481130136233
1637,1571,481130136231
1638,1806,481130136232
1639,939,481130136211
1640,854,481130136213
1641,1145,481130078202
1642,1427,481130078201
1643,2360,481130078203
1644,877,481130079112
1645,1814,481130079111
1646,1332,481130065013
1647,1066,481130166073
1648,857,481130166112
1649,1678,481130079101
1650,1174,481130079102
1651,776,481130078252
1652,840,481130078254
1653,409,481130078253
1654,981,481130078255
1655,1283,481130078251
1656,761,481130078241
1657,904,481130078242
1658,458,481130078261
1659,721,481130078271
1660,943,481130078273
1661,628,481130078272
1662,1545,481130190253
1663,60,481130140022
1664,411,481130078192
1665,1475,481130190203
1666,637,481130122082
1667,1797,481130121003
1668,1384,481130121002
1669,2166,481130120004
